SZN,SLPR_ID,NM,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP PCT,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),CPOE,EPA/DB,YPG(t),paYPG,ruYPG,recYPG,RYOE,FPOE,aFPOE,PROJ,CSTY%,CL
2025,11600,Ja'Tavion Sanders,TE,22.7,CAR,50,52,58,54,39.5,25,14,12,5,804,393,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,29,104,1,7,1,34,86,190,6.6,5.6,0,0,0,190,0,0,0,0,48.9%,NA,NA,NA,0,NA,8,34,0.235,0.7,191,6.6%,0.99,0,NA,NA,NA,NA,NA,0.037,0,190,NA,NA,15.8,0.0,0.0,15.8,NA,0.0,-2.0,83.0,8%,9.8
2025,8147,John Metchie,WR,25.4,PHI,87,91,99,71.9,55.4,38.9,17,15,7,956,411,0,0.0%,0,0,0,0,0,0,0.00,-5,0,0,0,0.00,0.00,33,134,3,13,2,48,140,274,8.3,5.7,3,0,0,269,0,0,-5,-1.67,43.0%,NA,NA,NA,0,NA,15,51,0.294,1.0,238,9.7%,1.15,0,NA,NA,NA,NA,NA,0.055,0,269,NA,NA,17.9,0.0,-0.3,18.3,NA,0.0,-1.0,77.5,13%,13.1
2025,3321,Tyreek Hill,WR,31.8,MIA,105,108,108,53.5,43,32.5,17,4,4,224,155,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,21,208,0,16,1,29,57,265,12.6,9.1,0,0,0,265,0,0,0,0,69.2%,NA,NA,NA,0,NA,17,29,0.586,4.3,99,6.1%,2.68,0,NA,NA,NA,NA,NA,0.162,0,265,NA,NA,66.3,0.0,0.0,66.3,NA,0.0,-1.5,59.5,75%,NA
2025,1479,Keenan Allen,WR,33.6,LAC,29,34,37,182.7,142.2,101.7,17,17,3,1072,592,2,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,81,546,6,45,4,122,231,777,9.6,6.4,0,0,0,777,0,0,0,0,55.2%,NA,NA,NA,0,NA,49,122,0.402,2.9,444,21.4%,1.75,0,NA,NA,NA,NA,NA,0.101,0,777,NA,NA,45.7,0.0,0.0,45.7,NA,0.0,-0.8,196.5,24%,22.7
2025,7571,Rashod Bateman,WR,26.0,BAL,103,101,102,55.4,45.9,36.4,13,13,12,798,550,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,19,185,3,10,2,38,39,224,11.8,5.9,0,0,0,224,0,0,0,0,68.9%,NA,NA,NA,0,NA,12,38,0.316,0.9,300,9.0%,0.75,0,NA,NA,NA,NA,NA,0.033,0,224,NA,NA,17.2,0.0,0.0,17.2,NA,0.0,-3.5,100.8,8%,11.2
2025,11643,Jaylen Wright,RB,22.7,MIA,69,69,67,48.2,45.7,43.2,12,9,1,708,101,2,0.0%,0,0,0,0,0,0,0.00,288,0,0,0,0.00,0.00,5,-16,1,2,0,9,60,44,8.8,4.9,70,4,15,332,2,255,288,4.11,14.3%,18,3.64,0.257,17,0.622,19,79,0.241,2.1,NA,1.9%,NA,0,NA,NA,NA,NA,NA,NA,0,332,NA,NA,36.9,0.0,32.0,4.9,28.0,0.0,1.1,34.7,22%,11.5
2025,9482,Michael Mayer,TE,24.4,LV,38,41,44,73.8,56.3,38.8,13,13,12,713,406,1,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,35,132,1,17,1,50,196,328,9.4,6.6,0,0,0,328,0,0,0,0,56.9%,NA,NA,NA,0,NA,18,50,0.360,1.4,206,9.7%,1.59,0,NA,NA,NA,NA,NA,0.083,0,328,NA,NA,25.2,0.0,0.0,25.2,NA,0.0,-0.5,83.3,15%,13.9
2025,8122,Bam Knight,RB,24.7,ARI,50,53,51,92.9,81.9,70.9,15,6,8,831,283,1,0.0%,0,0,0,0,0,0,0.00,269,0,0,0,0.00,0.00,22,9,1,9,1,31,151,160,7.3,5.2,82,5,17,429,4,109,269,3.28,34.1%,18,1.33,0.220,21,0.352,31,113,0.274,5.2,NA,4.8%,NA,0,NA,NA,NA,NA,NA,NA,0,429,NA,NA,71.5,0.0,44.8,26.7,-6.0,0.0,0.0,67.0,#N/A,#N/A
2025,6826,Cole Kmet,TE,26.8,CHI,36,36,33,78.7,63.7,48.7,16,16,15,1036,719,0,0.0%,0,1,0,0,1,0,39.58,0,0,0,0,0.00,0.00,30,198,2,15,2,48,149,347,11.6,7.2,0,0,0,347,0,0,0,0,69.4%,NA,NA,NA,0,NA,17,49,0.347,1.1,318,8.4%,1.09,0,0.0%,NA,NA,NA,NA,0.047,0,347,NA,NA,21.7,0.0,0.0,21.7,NA,0.0,0.1,80.2,6%,10.0
2025,12541,Dont'e Thornton,WR,23.0,LV,148,148,154,23.5,18.5,13.5,15,15,8,817,391,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,10,97,3,7,0,30,38,135,13.5,4.5,0,0,0,135,0,0,0,0,47.9%,NA,NA,NA,0,NA,7,30,0.233,0.5,213,NA,0.63,0,NA,NA,NA,NA,NA,0.033,0,135,NA,NA,9.0,0.0,0.0,9.0,NA,0.0,-2.8,62.9,0%,4.9
2025,12531,Trevor Etienne,RB,21.4,CAR,98,99,100,11.7,10.2,8.7,17,13,0,1061,63,2,0.0%,0,0,0,0,0,0,0.00,94,0,0,0,0.00,0.00,3,2,0,1,0,3,11,13,4.3,4.3,20,1,6,107,0,77,94,4.7,5.9%,6,3.86,0.300,6,0.686,7,23,0.304,0.5,NA,0.6%,NA,0,NA,NA,NA,NA,NA,NA,0,107,NA,NA,8.2,0.0,7.2,1.0,41.0,0.0,-0.8,24.8,0%,3.0
2025,12457,Jaydon Blue,RB,21.9,DAL,91,89,82,20.4,19.9,19.4,5,5,0,256,45,1,0.0%,0,0,0,0,0,0,0.00,129,0,0,0,0.00,0.00,1,-5,0,0,0,1,10,5,5.0,5.0,38,2,6,134,1,68,129,3.39,17.6%,3,1.78,0.079,7,0.257,7,39,0.179,1.4,NA,0.2%,NA,0,NA,NA,NA,NA,NA,NA,0,134,NA,NA,26.8,0.0,25.8,1.0,2.0,0.0,-1.3,33.1,20%,6.6
2025,7600,Pat Freiermuth,TE,27.1,PIT,25,24,22,113.6,93.1,72.6,17,17,7,956,470,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,41,231,0,17,4,54,255,486,11.9,9.0,0,0,0,486,0,0,0,0,49.2%,NA,NA,NA,0,NA,21,54,0.389,1.2,315,9.8%,1.54,0,NA,NA,NA,NA,NA,0.054,0,486,NA,NA,28.6,0.0,0.0,28.6,NA,0.0,-0.2,111.8,12%,16.9
2025,4098,Kareem Hunt,RB,30.3,KC,31,31,30,145.4,136.4,127.4,17,17,4,1049,504,2,0.0%,0,0,0,0,0,0,0.00,611,0,0,0,0.00,0.00,18,-10,1,7,1,25,153,143,7.9,5.7,163,7,47,754,8,524,611,3.75,48.0%,41,3.21,0.252,55,0.573,63,188,0.335,3.7,NA,4.3%,NA,0,NA,NA,NA,NA,NA,NA,0,754,NA,NA,44.4,0.0,35.9,8.4,103.0,0.0,-0.6,148.4,29%,18.6
2025,12471,DJ Giddens,RB,22.3,IND,105,103,97,9.6,9.6,9.6,9,8,0,504,50,0,0.0%,0,0,0,0,0,0,0.00,96,0,0,0,0.00,0.00,0,0,0,0,0,2,0,0,0.0,0.0,26,0,5,96,0,78,96,3.69,9.9%,3,3.01,0.115,5,0.417,5,28,0.179,0.6,NA,0.4%,NA,0,NA,NA,NA,NA,NA,NA,0,96,NA,NA,12.0,0.0,12.0,0.0,16.0,0.0,-0.8,19.5,0%,3.1
2025,10226,Andrei Iosivas,WR,26.2,CIN,70,70,71,89.9,73.4,56.9,17,17,9,1043,815,0,0.0%,0,0,0,0,0,0,0.00,14,0,0,0,0.00,0.00,33,332,5,22,2,58,103,435,13.2,7.5,3,0,0,449,0,0,14,4.67,78.1%,NA,NA,NA,0,NA,24,61,0.393,1.4,533,9.1%,0.82,0,NA,NA,NA,NA,NA,0.041,0,449,NA,NA,26.4,0.0,0.8,25.6,NA,0.0,-0.5,97.2,12%,13.9
2025,5848,Marquise Brown,WR,28.5,KC,43,45,46,137.7,113.2,88.7,16,16,6,988,499,1,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,49,397,3,24,5,74,190,587,12.0,7.9,0,0,0,587,0,0,0,0,50.5%,NA,NA,NA,0,NA,29,74,0.392,1.8,348,12.7%,1.69,0,NA,NA,NA,NA,NA,0.069,0,587,NA,NA,36.7,0.0,0.0,36.7,NA,0.0,1.3,121.2,19%,17.7
2025,10218,Xavier Hutchinson,WR,25.5,HOU,64,63,65,98,80.5,63,17,17,6,1092,618,0,0.0%,0,0,0,0,0,0,0.00,22,0,0,0,0.00,0.00,35,282,1,16,3,57,146,428,12.2,7.5,3,0,2,450,0,0,22,7.33,56.6%,NA,NA,NA,2,NA,21,60,0.350,1.2,383,9.8%,1.12,0,NA,NA,NA,NA,NA,0.042,0,450,NA,NA,26.5,0.0,1.3,25.2,NA,0.0,2.3,63.4,18%,16.0
2025,8210,Chigoziem Okonkwo,TE,26.2,TEN,21,22,24,124,96,68,17,17,12,1002,623,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,56,218,4,22,2,79,342,560,10.0,7.1,0,0,0,560,0,0,0,0,62.2%,NA,NA,NA,0,NA,24,79,0.304,1.4,373,13.9%,1.50,0,NA,NA,NA,NA,NA,0.059,0,560,NA,NA,32.9,0.0,0.0,32.9,NA,0.0,0.3,119.3,18%,14.2
2025,9479,Darnell Washington,TE,24.3,PIT,39,38,39,73.4,57.9,42.4,17,16,13,956,546,2,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,31,135,4,15,1,43,229,364,11.7,8.5,0,0,0,364,0,0,0,0,57.1%,NA,NA,NA,0,NA,16,43,0.372,1.0,180,7.8%,2.02,0,NA,NA,NA,NA,NA,0.083,0,364,NA,NA,22.8,0.0,0.0,22.8,NA,0.0,0.4,70.9,0%,9.7
2025,11650,Luke McCaffrey,WR,24.7,WAS,109,102,94,51.3,45.8,40.3,17,8,0,563,174,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,11,134,0,3,3,15,69,203,18.5,13.5,0,0,0,203,0,0,0,0,30.9%,NA,NA,NA,0,NA,6,15,0.400,0.8,74,3.2%,2.74,0,NA,NA,NA,NA,NA,0.041,0,203,NA,NA,25.4,0.0,0.0,25.4,NA,0.0,1.8,34.8,13%,11.7
2025,6149,Darius Slayton,WR,28.9,NYG,63,65,67,98.8,80.3,61.8,14,14,12,857,690,1,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,37,340,5,22,1,63,198,538,14.5,8.5,0,0,0,538,0,0,0,0,80.5%,NA,NA,NA,0,NA,23,63,0.365,1.6,408,12.0%,1.32,0,NA,NA,NA,NA,NA,0.054,0,538,NA,NA,38.4,0.0,0.0,38.4,NA,0.0,-1.0,108.2,14%,12.7
2025,12486,Dillon Gabriel,QB,24.9,CLE,40,40,40,72.08,72.08,72.08,15,8,6,928,372,0,59.5%,439,185,110,38,75,2,80.84,1023,19,7,937,5.06,8.52,0,0,0,0,0,0,0,0,0.0,0.0,14,1,4,86,0,0,86,6.14,40.1%,NA,NA,NA,4,NA,49,199,0.246,6.1,NA,NA,NA,45,24.3%,2.71,3.8%,41.6%,5.8,NA,214,1023,#N/A,#N/A,127.9,117.1,10.8,0.0,NA,0.0,-4.9,96.6,25%,16.6
2025,12641,Jaylin Lane,WR,23.6,WAS,112,111,106,49.2,41.2,33.2,17,14,4,941,348,3,0.0%,0,0,0,0,0,0,0.00,7,0,0,0,0.00,0.00,16,186,1,10,0,32,39,225,14.1,7.0,1,0,0,232,0,0,7,7,37.0%,NA,NA,NA,0,NA,10,33,0.303,0.7,187,6.8%,1.20,0,NA,NA,NA,NA,NA,0.053,0,232,NA,NA,16.6,0.0,0.5,16.1,NA,0.0,-0.7,59.9,0%,7.3
2025,11575,Ray Davis,RB,26.1,BUF,61,60,59,64.1,59.1,54.1,17,16,0,1057,120,0,0.0%,0,0,0,0,0,0,0.00,275,0,0,0,0.00,0.00,10,-13,2,5,2,13,99,86,8.6,6.6,58,1,15,361,0,165,275,4.74,11.4%,8,2.85,0.138,15,0.423,22,71,0.310,1.4,NA,2.6%,NA,0,NA,NA,NA,NA,NA,NA,0,361,NA,NA,22.6,0.0,17.2,5.4,56.0,0.0,0.2,55.6,6%,13.8
2025,4137,James Conner,RB,30.6,ARI,78,76,74,33.3,29.3,25.3,17,3,3,187,93,1,0.0%,0,0,0,0,0,0,0.00,95,0,0,0,0.00,0.00,8,-30,0,3,1,9,68,38,4.8,4.2,32,3,6,133,1,85,95,2.97,49.7%,14,2.64,0.438,7,0.702,11,41,0.268,3.7,NA,1.4%,NA,0,NA,NA,NA,NA,NA,NA,0,133,NA,NA,44.3,0.0,31.7,12.7,-3.0,0.0,-3.4,43.6,67%,NA
2025,9481,Luke Musgrave,TE,25.3,GB,53,55,57,49.2,37.2,25.2,17,17,10,1000,426,1,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,24,183,1,11,0,31,69,252,10.5,8.1,0,0,0,252,0,0,0,0,42.6%,NA,NA,NA,0,NA,11,31,0.355,0.6,165,6.3%,1.53,0,NA,NA,NA,NA,NA,0.067,0,252,NA,NA,14.8,0.0,0.0,14.8,NA,0.0,-0.9,66.5,0%,7.5
2025,4066,Evan Engram,TE,31.3,DEN,29,29,32,102.8,77.8,52.8,16,16,2,1029,435,0,0.0%,0,0,0,0,0,0,0.00,7,0,0,0,0.00,0.00,50,159,8,18,1,76,302,461,9.2,6.1,1,0,0,468,0,0,7,7,42.3%,NA,0.00,NA,0,NA,19,77,0.247,1.2,350,12.4%,1.32,0,NA,NA,NA,NA,NA,0.051,0,468,NA,NA,29.3,0.0,0.4,28.8,NA,0.0,-1.4,125.5,13%,12.4
2025,11630,Roman Wilson,WR,24.5,PIT,123,122,122,38.6,32.6,26.6,13,13,4,816,253,1,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,12,100,0,5,2,21,66,166,13.8,7.9,0,0,0,166,0,0,0,0,31.0%,NA,NA,NA,0,NA,7,21,0.333,0.5,140,3.8%,1.19,0,NA,NA,NA,NA,NA,0.036,0,166,NA,NA,12.8,0.0,0.0,12.8,NA,0.0,-0.5,51.9,8%,10.9
2025,8180,Jalen Nailor,WR,26.8,MIN,61,60,55,100.7,86.2,71.7,17,17,8,934,603,0,0.0%,0,0,0,0,0,0,0.00,13,0,0,0,0.00,0.00,29,332,1,19,4,53,112,444,15.3,8.4,2,0,1,457,0,0,13,6.5,64.6%,NA,NA,NA,1,NA,24,55,0.436,1.4,395,11.0%,1.12,0,NA,NA,NA,NA,NA,0.048,0,457,NA,NA,26.9,0.0,0.8,26.1,NA,0.0,1.0,89.1,12%,17.4
2025,11596,Ben Sinnott,TE,23.5,WAS,68,69,67,28.4,22.9,17.4,16,16,3,918,303,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,11,51,0,4,1,13,63,114,10.4,8.8,0,0,0,114,0,0,0,0,33.0%,NA,NA,NA,0,NA,5,13,0.385,0.3,66,2.8%,1.73,0,NA,NA,NA,NA,NA,0.061,0,114,NA,NA,7.1,0.0,0.0,7.1,NA,0.0,-0.2,31.5,0%,6.0
2025,4950,Christian Kirk,WR,29.0,HOU,101,107,116,57.9,43.9,29.9,13,13,3,824,394,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,28,124,2,11,1,52,115,239,8.5,4.6,0,0,0,239,0,0,0,0,47.8%,NA,NA,NA,0,NA,12,52,0.231,0.9,267,8.9%,0.90,0,NA,NA,NA,NA,NA,0.041,0,239,NA,NA,18.4,0.0,0.0,18.4,NA,0.0,-3.7,91.1,8%,11.2
2025,8125,Calvin Austin III,WR,26.7,PIT,74,75,73,86.2,70.7,55.2,14,14,7,774,409,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,31,244,2,12,3,55,128,372,12.0,6.8,0,0,0,372,0,0,0,0,52.8%,NA,NA,NA,0,NA,15,55,0.273,1.1,298,10.0%,1.25,0,NA,NA,NA,NA,NA,0.040,0,372,NA,NA,26.6,0.0,0.0,26.6,NA,0.0,-2.2,115.5,21%,14.6
2025,8188,Tyquan Thornton,WR,25.3,KC,81,74,66,80.8,71.3,61.8,16,14,4,961,368,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,19,379,3,12,3,37,59,438,23.1,11.8,0,0,0,438,0,0,0,0,38.3%,NA,NA,NA,0,NA,15,37,0.405,1.1,218,6.3%,2.01,0,NA,NA,NA,NA,NA,0.055,0,438,NA,NA,31.3,0.0,0.0,31.3,NA,0.0,2.2,52.0,21%,14.7
2025,1373,Geno Smith,QB,35.2,LV,23,23,23,190.9,190.9,190.9,15,15,15,889,863,4,67.4%,1312,448,302,129,146,17,84.72,3134,55,19,3025,6.75,10.02,0,0,0,0,0,0,0,0,0.0,0.0,41,2,13,109,0,0,109,2.66,97.1%,NA,NA,NA,13,NA,161,489,0.329,10.7,NA,NA,NA,148,33.0%,2.80,8.7%,37.2%,6.6,NA,521,3134,#N/A,#N/A,208.9,201.7,7.3,0.0,NA,0.0,-6.2,281.3,20%,23.9
2025,12505,Jalen Royals,WR,22.8,KC,214,215,216,2.4,1.4,0.4,9,6,2,503,43,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,0,0,0,0,3,4,4,2.0,1.3,0,0,0,4,0,0,0,0,8.5%,NA,NA,NA,0,NA,0,3,0.000,0.0,30,NA,0.13,0,NA,NA,NA,NA,NA,0.000,0,4,NA,NA,0.7,0.0,0.0,0.7,NA,0.0,-1.1,15.7,0%,0.8
2025,6130,Devin Singletary,RB,28.3,NYG,45,44,43,108.8,99.8,90.8,17,17,1,1072,287,0,0.0%,0,0,0,0,0,0,0.00,437,0,0,0,0.00,0.00,18,-11,1,4,0,19,162,151,8.4,8.0,119,4,22,588,5,316,437,3.67,26.8%,19,2.66,0.160,27,0.425,31,138,0.225,1.8,NA,3.6%,NA,0,NA,NA,NA,NA,NA,NA,0,588,NA,NA,34.6,0.0,25.7,8.9,36.0,0.0,1.0,96.6,18%,18.0
2025,12543,Tahj Brooks,RB,23.6,CIN,114,114,114,6.4,5.9,5.4,16,7,0,960,47,0,0.0%,0,0,0,0,0,0,0.00,45,0,0,0,0.00,0.00,1,-2,0,0,0,2,11,9,9.0,4.5,16,1,1,54,0,29,45,2.81,4.9%,1,1.83,0.063,1,0.245,1,18,0.056,0.1,NA,0.3%,NA,0,NA,NA,NA,NA,NA,NA,0,54,NA,NA,7.7,0.0,6.4,1.3,-12.0,0.0,-1.0,23.3,0%,1.8
2025,96,Aaron Rodgers,QB,42.0,PIT,18,18,18,234.08,233.58,233.08,16,16,15,884,843,4,65.7%,1213,498,327,119,171,7,94.80,3383,29,24,3322,6.67,10.16,1,-9,0,0,0,1,0,-9,-9.0,-9.0,21,0,3,52,1,0,61,2.9,95.4%,NA,NA,NA,4,NA,147,520,0.283,9.2,NA,NA,NA,143,28.7%,2.59,8.2%,21.3%,6.0,NA,539,3374,-1.4%,-0.04,210.9,207.6,3.8,-0.6,NA,0.0,-3.7,311.7,44%,23.9
2025,7528,Najee Harris,RB,27.8,LAC,99,100,101,11.6,10.1,8.6,17,3,0,209,43,0,0.0%,0,0,0,0,0,0,0.00,61,0,0,0,0.00,0.00,3,10,0,1,0,3,15,25,8.3,8.3,15,0,3,86,0,58,61,4.07,20.6%,3,3.89,0.200,3,0.589,4,18,0.222,1.3,NA,0.5%,NA,0,NA,NA,NA,NA,NA,NA,0,86,NA,NA,28.7,0.0,20.3,8.3,5.0,0.0,-1.5,16.2,0%,NA
2025,11562,Spencer Rattler,QB,25.2,NO,36,36,36,104.14,103.64,103.14,16,8,8,1056,490,4,67.7%,944,257,174,66,83,5,86.49,1753,18,8,1586,6.17,9.11,1,0,0,0,0,2,0,0,0.0,0.0,31,4,17,167,0,0,167,5.39,46.4%,NA,NA,NA,17,NA,91,290,0.314,11.4,NA,NA,NA,74,28.8%,2.67,11.3%,39.7%,7.9,NA,290,1753,3.0%,-0.16,219.1,198.3,20.9,0.0,NA,0.0,-3.6,133.0,25%,17.2
2025,11569,Jarquez Hunter,RB,22.9,LAR,608,608,608,0,0,0,5,0,0,323,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0%,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,#N/A,0.0,-0.4,4.7,NA,NA
2025,2306,Jameis Winston,QB,31.9,NYG,46,46,46,45.28,44.78,44.28,7,3,2,397,156,1,56.1%,357,66,37,23,29,2,82.07,590,3,2,567,8.59,15.32,1,13,0,0,1,1,20,33,33.0,33.0,7,0,2,56,1,0,23,3.29,39.3%,NA,NA,NA,3,NA,29,74,0.392,9.7,NA,NA,NA,25,37.9%,2.97,7.5%,50.0%,9.9,NA,70,623,-1.8%,+0.24,207.7,189.0,7.7,11.0,NA,0.0,-6.0,36.1,33%,NA
2025,11557,Joe Milton,QB,25.8,DAL,57,57,57,12.32,12.32,12.32,17,4,0,1131,24,1,62.5%,105,24,15,8,9,2,65.10,233,0,1,183,7.63,12.20,0,0,0,0,0,0,0,0,0.0,0.0,5,0,1,50,0,0,50,10,2.1%,NA,NA,NA,1,NA,10,29,0.345,2.5,NA,NA,NA,9,37.5%,2.84,12.5%,29.6%,9.6,NA,27,233,-0.5%,-0.28,58.3,45.8,12.5,0.0,NA,0.0,0.0,0.0,0%,NA
2025,11577,Will Shipley,RB,23.3,PHI,93,96,102,17.5,13,8.5,15,15,0,861,90,1,0.0%,0,0,0,0,0,0,0.00,49,0,0,0,0.00,0.00,9,-7,0,2,0,12,63,56,6.2,4.7,14,0,4,105,0,29,49,3.5,10.5%,2,2.09,0.143,4,0.352,6,26,0.231,0.4,NA,2.4%,NA,0,NA,NA,NA,NA,NA,NA,0,105,NA,NA,7.0,0.0,3.3,3.7,-7.0,0.0,-1.2,36.0,0%,3.8
2025,11199,Emari Demercado,RB,26.9,ARI,65,64,65,58.3,51.8,45.3,13,11,0,794,184,1,0.0%,0,0,0,0,0,0,0.00,312,0,0,0,0.00,0.00,13,17,1,2,1,20,84,101,7.8,5.1,44,2,9,413,0,175,312,7.09,23.2%,15,3.97,0.341,9,0.738,12,64,0.188,1.1,NA,3.1%,NA,0,NA,NA,NA,NA,NA,NA,0,413,NA,NA,37.5,0.0,28.4,9.2,134.0,0.0,-1.5,78.2,9%,10.8
2025,1339,Zach Ertz,TE,35.1,WAS,19,20,21,126.4,101.4,76.4,17,13,13,826,551,1,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,50,381,5,21,4,72,123,504,10.1,7.0,0,0,0,504,0,0,0,0,66.7%,NA,NA,NA,0,NA,25,72,0.347,1.9,332,15.4%,1.52,0,NA,NA,NA,NA,NA,0.063,0,504,NA,NA,38.8,0.0,0.0,38.8,NA,0.0,0.1,124.8,38%,18.4
2025,2307,Marcus Mariota,QB,32.1,WAS,32,32,32,132.5,132.5,132.5,15,11,8,941,510,6,61.2%,1056,227,139,69,88,7,86.06,1992,16,10,1695,7.47,12.19,0,0,0,0,0,0,0,0,0.0,0.0,50,0,11,297,1,0,297,5.94,54.2%,NA,NA,NA,12,NA,91,277,0.329,8.3,NA,NA,NA,79,34.8%,2.85,15.4%,30.5%,10.2,NA,262,1992,3.3%,-0.05,181.1,154.1,27.0,0.0,NA,0.0,-4.0,161.0,45%,21.1
2025,11581,MarShawn Lloyd,RB,24.9,GB,606,606,606,0,0,0,17,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,#N/A,0.0,0.0,0.0,NA,NA
2025,7828,Noah Gray,TE,26.6,KC,59,62,65,38.8,28.3,17.8,16,16,6,983,509,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,21,71,3,9,0,37,107,178,8.5,4.8,0,0,0,178,0,0,0,0,51.8%,NA,NA,NA,0,NA,9,37,0.243,0.6,202,6.3%,0.88,0,NA,NA,NA,NA,NA,0.045,0,178,NA,NA,11.1,0.0,0.0,11.1,NA,0.0,-1.1,52.0,0%,5.4
2025,7585,Davis Mills,QB,27.1,HOU,41,41,41,69.6,69.6,69.6,17,6,3,1092,268,1,57.2%,646,159,91,43,68,1,81.62,975,8,5,915,5.75,10.05,0,0,0,0,0,0,0,0,0.0,0.0,13,0,1,60,1,0,60,4.62,24.5%,NA,NA,NA,2,NA,50,172,0.291,8.3,NA,NA,NA,48,30.2%,2.56,6.9%,30.3%,8.7,NA,175,975,-2.9%,-0.12,162.5,152.5,10.0,0.0,NA,0.0,7.0,47.2,33%,19.9
2025,12482,Savion Williams,WR,24.0,GB,145,146,146,25.5,20.5,15.5,13,12,0,771,91,1,0.0%,0,0,0,0,0,0,0.00,37,0,0,0,0.00,0.00,10,17,0,2,1,10,61,78,7.8,7.8,11,1,1,115,0,0,37,3.36,11.8%,NA,NA,NA,1,NA,4,21,0.190,0.3,34,NA,2.29,0,NA,NA,NA,NA,NA,0.059,0,115,NA,NA,9.6,0.0,3.1,6.5,NA,0.0,0.6,19.8,0%,5.8
2025,12523,Jimmy Horn,WR,23.2,CAR,140,141,143,28.7,23.2,17.7,13,13,0,785,148,0,0.0%,0,0,0,0,0,0,0.00,69,0,0,0,0.00,0.00,11,37,1,4,0,15,71,108,9.8,7.2,8,0,3,177,0,0,69,8.63,18.9%,NA,NA,NA,3,NA,7,23,0.304,0.5,75,2.9%,1.44,0,NA,NA,NA,NA,NA,0.053,0,177,NA,NA,13.6,0.0,5.3,8.3,NA,0.0,-0.2,31.9,0%,4.9
2025,5970,Greg Dortch,WR,27.5,ARI,84,84,82,75.1,60.6,46.1,17,12,3,835,292,1,0.0%,0,0,0,0,0,0,0.00,15,0,0,0,0.00,0.00,29,12,1,7,3,33,194,206,7.1,6.2,7,0,0,221,1,0,15,2.14,35.0%,NA,NA,NA,1,NA,11,40,0.275,0.9,208,5.1%,0.99,0,NA,NA,NA,NA,NA,0.034,0,221,NA,NA,18.4,0.0,1.3,17.2,NA,0.0,0.7,58.6,17%,15.1
