SZN,SLPR_ID,NM,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP PCT,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),CPOE,EPA/DB,YPG(t),paYPG,ruYPG,recYPG,RYOE,FPOE,aFPOE,PROJ,CSTY%,CL
2025,4144,Jonnu Smith,TE,30.3,PIT,35,35,35,85.2,66.2,47.2,17,17,6,956,503,1,0.0%,0,0,0,0,0,0,0.00,70,0,0,0,0.00,0.00,38,43,2,8,2,54,179,222,5.8,4.1,9,3,2,292,1,0,70,7.78,52.6%,NA,0.00,NA,3,NA,13,63,0.206,0.8,289,9.8%,0.77,0,NA,NA,NA,NA,NA,0.028,0,292,NA,NA,17.2,0.0,4.1,13.1,NA,0.0,-2.2,121.3,12%,11.6
2025,4981,Calvin Ridley,WR,31.0,TEN,117,117,114,47.3,38.8,30.3,14,6,6,430,250,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,17,219,4,13,0,36,84,303,17.8,8.4,0,0,0,303,0,0,0,0,58.1%,NA,NA,NA,0,NA,13,36,0.361,2.2,153,6.3%,1.98,0,NA,NA,NA,NA,NA,0.085,0,303,NA,NA,50.5,0.0,0.0,50.5,NA,0.0,-4.6,79.8,17%,11.2
2025,12544,LeQuint Allen,RB,21.3,JAX,83,86,89,26.8,21.8,16.8,17,17,1,1089,248,0,0.0%,0,0,0,0,0,0,0.00,94,0,0,0,0.00,0.00,10,-7,0,0,0,11,61,54,5.4,4.9,23,2,5,148,0,54,94,4.09,22.8%,4,2.37,0.174,5,0.410,5,34,0.147,0.3,NA,2.0%,NA,0,NA,NA,NA,NA,NA,NA,0,148,NA,NA,8.7,0.0,5.5,3.2,15.0,0.0,-1.5,48.6,0%,3.0
2025,4039,Cooper Kupp,WR,32.5,SEA,53,56,58,117.3,93.8,70.3,16,16,15,1013,768,1,0.0%,0,1,0,0,1,1,0.00,0,0,0,0,0.00,0.00,47,300,3,24,2,70,293,593,12.6,8.5,0,0,0,593,0,0,0,0,75.8%,NA,NA,NA,0,NA,26,71,0.366,1.6,406,14.6%,1.46,0,0.0%,NA,NA,NA,NA,0.059,0,593,NA,NA,37.1,0.0,0.0,37.1,NA,0.0,-2.2,155.5,13%,13.3
2025,4018,Joe Mixon,RB,29.4,HOU,582,582,582,0,0,0,17,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,#N/A,0.0,0.0,0.0,NA,NA
2025,12511,Will Howard,QB,24.2,PIT,311,311,311,0,0,0,10,0,0,72,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,0.00,0.0%,0.0%,0.0,NA,0,0,#N/A,#N/A,NA,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA
2025,5857,Noah Fant,TE,28.0,CIN,37,39,41,74.8,57.8,40.8,15,15,7,934,364,3,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,34,114,1,10,3,41,174,288,8.5,7.0,0,0,0,288,0,0,0,0,39.0%,NA,NA,NA,0,NA,13,41,0.317,0.9,192,6.4%,1.50,0,NA,NA,NA,NA,NA,0.052,0,288,NA,NA,19.2,0.0,0.0,19.2,NA,0.0,-0.4,85.8,13%,12.6
2025,6865,Colby Parkinson,TE,26.9,LAR,17,15,16,129.8,108.3,86.8,15,15,10,946,558,1,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,43,137,1,16,8,56,271,408,9.5,7.3,0,0,0,408,0,0,0,0,59.0%,NA,NA,NA,0,NA,24,56,0.429,1.6,227,9.4%,1.80,0,NA,NA,NA,NA,NA,0.070,0,408,NA,NA,27.2,0.0,0.0,27.2,NA,0.0,4.5,58.0,40%,19.4
2025,5906,Dawson Knox,TE,29.1,BUF,28,28,25,103.7,85.7,67.7,17,17,12,1057,649,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,36,234,2,19,4,49,183,417,11.6,8.5,0,0,0,417,0,0,0,0,61.4%,NA,NA,NA,0,NA,23,49,0.469,1.4,275,9.9%,1.52,0,NA,NA,NA,NA,NA,0.069,0,417,NA,NA,24.5,0.0,0.0,24.5,NA,0.0,1.8,77.5,12%,15.5
2025,7607,Michael Carter,RB,26.6,ARI,48,52,55,99,82.5,66,17,9,5,890,364,0,0.0%,0,0,0,0,0,0,0.00,333,0,0,0,0.00,0.00,33,10,2,12,0,45,257,267,8.1,5.9,92,3,18,600,1,153,333,3.62,40.9%,18,1.66,0.196,19,0.361,31,137,0.226,3.4,NA,6.9%,NA,0,NA,NA,NA,NA,NA,NA,0,600,NA,NA,66.7,0.0,37.0,29.7,-21.0,0.0,0.0,62.0,#N/A,#N/A
2025,11651,Isaac Guerendo,RB,25.4,SF,129,129,128,1,1,1,14,0,0,943,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0%,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,#N/A,0.0,-0.4,6.4,NA,NA
2025,11623,Jordan Whittington,WR,25.2,LAR,126,131,140,36.3,27.3,18.3,17,17,6,1060,443,0,0.0%,0,0,0,0,0,0,0.00,12,0,0,0,0.00,0.00,18,83,2,7,0,25,88,171,9.5,6.8,3,0,0,183,0,0,12,4,41.8%,NA,NA,NA,0,NA,7,28,0.250,0.4,208,4.2%,0.82,0,NA,NA,NA,NA,NA,0.034,0,183,NA,NA,10.8,0.0,0.7,10.1,NA,0.0,-1.3,55.8,0%,5.6
2025,7670,Joshua Palmer,WR,26.2,BUF,106,109,113,52.3,41.3,30.3,12,12,8,722,330,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,22,249,0,14,0,37,54,303,13.8,8.2,0,0,0,303,0,0,0,0,45.7%,NA,NA,NA,0,NA,14,37,0.378,1.2,217,7.5%,1.40,0,NA,NA,NA,NA,NA,0.065,0,303,NA,NA,25.3,0.0,0.0,25.3,NA,0.0,-2.6,89.2,0%,8.6
2025,11834,Devaughn Vele,WR,28.0,NO,95,95,90,66.3,53.8,41.3,16,13,7,851,437,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,25,259,0,17,2,39,34,293,11.7,7.5,0,0,0,293,0,0,0,0,51.4%,NA,NA,NA,0,NA,19,39,0.487,1.5,220,6.6%,1.33,0,NA,NA,NA,NA,NA,0.077,0,293,NA,NA,22.5,0.0,0.0,22.5,NA,0.0,0.3,63.3,8%,14.2
2025,8698,Jake Tonges,TE,26.4,SF,30,30,30,94.3,77.3,60.3,17,17,2,1123,399,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,34,150,0,16,5,46,143,293,8.6,6.4,0,0,0,293,0,0,0,0,35.5%,NA,NA,NA,0,NA,21,46,0.457,1.2,214,8.0%,1.37,0,NA,NA,NA,NA,NA,0.075,0,293,NA,NA,17.2,0.0,0.0,17.2,NA,0.0,2.7,45.1,24%,17.0
2025,8119,Jahan Dotson,WR,25.7,PHI,110,110,109,50.2,41.2,32.2,17,17,10,988,539,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,18,212,0,9,1,36,50,262,14.6,7.3,0,0,0,262,0,0,0,0,54.6%,NA,NA,NA,0,NA,10,36,0.278,0.6,369,7.2%,0.71,0,NA,NA,NA,NA,NA,0.024,0,262,NA,NA,15.4,0.0,0.0,15.4,NA,0.0,-0.8,67.6,0%,9.0
2025,12500,Quinn Ewers,QB,22.6,MIA,48,48,49,36.18,35.68,35.18,4,4,3,172,126,3,66.3%,268,83,55,26,28,3,85.52,641,8,3,622,7.49,11.31,1,-6,0,0,0,1,0,-6,-6.0,-6.0,8,0,1,13,0,0,19,2.38,73.3%,NA,NA,NA,1,NA,30,92,0.326,7.5,NA,NA,NA,29,34.9%,2.74,7.2%,35.5%,8.1,NA,93,635,3.3%,-0.14,158.8,155.5,4.8,-1.5,NA,0.0,-4.4,34.0,0%,NA
2025,8161,Malik Willis,QB,26.5,GB,45,45,45,51.18,51.18,51.18,16,4,1,1000,98,2,85.7%,296,35,30,16,5,0,145.48,545,3,3,422,12.06,14.07,0,0,0,0,0,0,0,0,0.0,0.0,22,0,7,123,2,0,123,5.59,9.8%,NA,NA,NA,9,NA,28,57,0.491,7.0,NA,NA,NA,19,54.3%,2.80,22.8%,25.5%,10.0,NA,47,545,13.8%,+0.69,136.3,105.5,30.8,0.0,NA,0.0,0.0,0.0,25%,NA
2025,6039,Ty Johnson,RB,28.2,BUF,47,47,49,100.3,88.3,76.3,17,17,0,1057,310,1,0.0%,0,0,0,0,0,0,0.00,200,0,0,0,0.00,0.00,24,-27,2,9,2,33,290,263,11.0,8.0,50,0,10,463,3,119,200,4,29.3%,16,2.37,0.320,13,0.557,24,83,0.289,1.4,NA,6.7%,NA,0,NA,NA,NA,NA,NA,NA,0,463,NA,NA,27.2,0.0,11.8,15.5,49.0,0.0,0.6,88.2,12%,14.9
2025,4454,Kendrick Bourne,WR,30.3,SF,68,69,74,92.1,73.6,55.1,16,16,8,1047,594,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,37,386,6,27,0,53,165,551,14.9,10.4,0,0,0,551,0,0,0,0,56.7%,NA,NA,NA,0,NA,27,53,0.509,1.7,346,9.2%,1.59,0,NA,NA,NA,NA,NA,0.078,0,551,NA,NA,34.4,0.0,0.0,34.4,NA,0.0,0.1,93.8,13%,17.1
2025,11439,Jaleel McLaughlin,RB,25.2,DEN,80,75,73,31.4,29.4,27.4,8,8,1,472,72,0,0.0%,0,0,0,0,0,0,0.00,187,0,0,0,0.00,0.00,4,-12,1,2,0,6,39,27,6.8,4.5,37,0,7,214,1,111,187,5.05,15.3%,10,2.99,0.270,8,0.569,10,43,0.233,1.3,NA,1.0%,NA,0,NA,NA,NA,NA,NA,NA,0,214,NA,NA,26.8,0.0,23.4,3.4,21.0,0.0,-0.9,39.1,0%,6.4
2025,12670,KeAndre Lambert-Smith,WR,24.1,LAC,162,163,158,16.1,13.6,11.1,10,10,2,575,100,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,30,0,2,1,12,21,51,10.2,4.3,0,0,0,51,0,0,0,0,17.4%,NA,NA,NA,0,NA,3,12,0.250,0.3,51,NA,1.00,0,NA,NA,NA,NA,NA,0.039,0,51,NA,NA,5.1,0.0,0.0,5.1,NA,0.0,-0.5,22.9,0%,5.0
2025,12467,Jordan James,RB,21.7,SF,595,595,595,0,0,0,3,2,0,245,3,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1.2%,0,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.0,0.0,0.0,0.0,#N/A,0.0,-0.1,0.6,NA,NA
2025,7587,Dyami Brown,WR,26.1,JAX,111,114,117,49.7,39.7,29.7,15,14,6,958,348,1,0.0%,0,0,0,0,0,0,0.00,30,0,0,0,0.00,0.00,20,196,5,12,1,37,31,227,11.4,6.1,6,0,2,257,0,0,30,5,36.3%,NA,NA,NA,2,NA,15,43,0.349,1.1,190,6.6%,1.19,0,NA,NA,NA,NA,NA,0.063,0,257,NA,NA,18.4,0.0,2.1,16.2,NA,0.0,-0.9,64.9,7%,11.1
2025,19,Joe Flacco,QB,40.9,CLE,27,27,27,156.66,156.66,156.66,17,13,10,1108,689,3,60.3%,1314,416,251,100,165,10,79.20,2514,18,15,2479,5.96,9.88,0,0,0,0,0,0,0,0,0.0,0.0,21,0,8,35,1,0,35,1.67,62.2%,NA,NA,NA,9,NA,124,437,0.284,9.5,NA,NA,NA,115,27.6%,2.73,7.9%,34.9%,7.2,NA,438,2514,#N/A,#N/A,193.4,190.7,2.7,0.0,NA,0.0,-1.7,159.6,31%,27.7
2025,11377,Tyrell Shavers,WR,26.3,BUF,119,118,112,45.5,38,30.5,17,0,9,1057,437,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,15,177,0,10,1,23,68,245,16.3,10.7,0,0,0,245,0,0,0,0,41.3%,NA,NA,NA,0,NA,11,23,0.478,NA,0,4.6%,NA,0,NA,NA,NA,NA,NA,NA,0,245,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,#N/A,#N/A
2025,7694,Tommy Tremble,TE,25.5,CAR,42,43,47,63.9,50.4,36.9,17,17,16,1061,636,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,27,85,2,8,2,37,164,249,9.2,6.7,0,0,0,249,0,0,0,0,59.9%,NA,NA,NA,0,NA,10,37,0.270,0.6,261,7.2%,0.95,0,NA,NA,NA,NA,NA,0.031,0,249,NA,NA,14.6,0.0,0.0,14.6,NA,0.0,0.4,61.6,12%,12.0
2025,11783,Ryan Flournoy,WR,26.1,DAL,57,55,54,114,94,74,16,10,4,1039,431,0,0.0%,0,0,0,0,0,0,0.00,25,0,0,0,0.00,0.00,40,271,1,25,4,56,204,475,11.9,8.5,4,0,2,500,0,0,25,6.25,41.5%,NA,NA,NA,2,NA,31,60,0.517,3.1,184,9.0%,2.58,0,NA,NA,NA,NA,NA,0.136,0,500,NA,NA,50.0,0.0,2.5,47.5,NA,0.0,0.0,36.8,#N/A,#N/A
2025,12520,Xavier Restrepo,WR,23.6,TEN,186,189,186,7.1,5.6,4.1,17,2,0,135,30,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,32,0,3,0,7,9,41,13.7,5.9,0,0,0,41,0,0,0,0,22.2%,NA,NA,NA,0,NA,3,7,0.429,1.5,22,NA,1.86,0,NA,NA,NA,NA,NA,0.136,0,41,NA,NA,20.5,0.0,0.0,20.5,NA,0.0,0.2,2.3,NA,NA
2025,8143,Jerome Ford,RB,26.2,CLE,71,74,85,43.6,30.6,17.6,17,13,0,856,269,0,0.0%,0,0,0,0,0,0,0.00,73,0,0,0,0.00,0.00,26,-51,3,4,0,32,154,103,4.0,3.2,24,9,5,176,0,94,73,3.04,31.4%,8,3.93,0.333,5,0.727,9,56,0.161,0.7,NA,5.7%,NA,0,NA,NA,NA,NA,NA,NA,0,176,NA,NA,13.5,0.0,5.6,7.9,-10.0,0.0,-2.5,78.2,0%,8.1
2025,8172,Greg Dulcich,TE,25.7,MIA,43,45,48,62.8,49.8,36.8,17,10,3,531,216,1,0.0%,0,0,0,0,0,0,0.00,-7,0,0,0,0.00,0.00,26,136,0,13,1,33,199,335,12.9,10.2,1,0,0,328,0,0,-7,-7,40.7%,NA,0.00,NA,0,NA,14,34,0.412,1.4,135,6.9%,2.48,0,NA,NA,NA,NA,NA,0.096,0,328,NA,NA,32.8,0.0,-0.7,33.5,NA,0.0,3.2,30.4,10%,11.0
2025,8225,Daniel Bellinger,TE,25.2,NYG,46,44,42,59.6,50.1,40.6,16,16,10,1015,486,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,19,154,1,12,2,26,132,286,15.1,11.0,0,0,0,286,0,0,0,0,47.9%,NA,NA,NA,0,NA,14,26,0.538,0.9,183,4.9%,1.56,0,NA,NA,NA,NA,NA,0.066,0,286,NA,NA,17.9,0.0,0.0,17.9,NA,0.0,0.8,52.3,13%,12.9
2025,11994,Kameron Johnson,WR,23.7,TB,160,155,152,17.7,15.7,13.7,17,7,0,1134,105,2,0.0%,0,0,0,0,0,0,0.00,13,0,0,0,0.00,0.00,4,44,1,2,1,7,20,64,16.0,9.1,2,0,1,77,0,0,13,6.5,9.3%,NA,NA,NA,1,NA,4,9,0.444,0.6,12,NA,5.33,0,NA,NA,NA,NA,NA,0.167,0,77,NA,NA,11.0,0.0,1.9,9.1,NA,0.0,0.0,7.8,#N/A,#N/A
2025,8135,Treylon Burks,WR,25.7,TEN,139,138,137,29,24,19,15,8,3,420,245,0,0.0%,0,0,0,0,0,0,0.00,0,1,0,0,0.00,0.00,10,96,0,6,1,22,34,130,13.0,5.9,0,0,0,130,0,0,0,0,58.3%,NA,NA,NA,0,NA,7,22,0.318,0.9,143,4.7%,0.91,0,NA,NA,NA,NA,NA,0.042,0,130,NA,NA,16.3,0.0,0.0,16.3,NA,0.0,-1.6,31.1,0%,5.2
2025,8117,Jalen Tolbert,WR,26.8,DAL,118,119,119,46.3,37.3,28.3,13,13,8,847,443,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,18,157,1,11,1,34,46,203,11.3,6.0,0,0,0,203,0,0,0,0,52.3%,NA,NA,NA,0,NA,12,34,0.353,0.9,257,5.4%,0.79,0,NA,NA,NA,NA,NA,0.043,0,203,NA,NA,15.6,0.0,0.0,15.6,NA,0.0,-1.0,55.4,8%,10.1
2025,5995,Justice Hill,RB,28.1,BAL,60,62,66,65.2,54.7,44.2,16,10,0,590,219,1,0.0%,0,0,0,0,0,0,0.00,93,0,0,0,0.00,0.00,21,-15,0,5,1,27,184,169,8.1,6.3,18,1,2,262,2,111,93,5.17,37.1%,13,6.18,0.722,4,1.341,10,45,0.222,1.0,NA,6.4%,NA,0,NA,NA,NA,NA,NA,NA,0,262,NA,NA,26.2,0.0,9.3,16.9,31.0,0.0,0.7,62.5,10%,15.5
2025,4988,Nick Chubb,RB,30.0,HOU,54,54,50,88.3,81.8,75.3,15,15,9,1025,326,0,0.0%,0,0,0,0,0,0,0.00,506,0,0,0,0.00,0.00,13,4,2,1,0,20,63,67,5.2,3.4,122,5,17,573,3,394,506,4.15,31.8%,30,3.23,0.246,20,0.569,21,142,0.148,1.4,NA,3.4%,NA,0,NA,NA,NA,NA,NA,NA,0,573,NA,NA,38.2,0.0,33.7,4.5,124.0,0.0,-1.9,117.3,13%,12.2
2025,6271,Olamide Zaccheaus,WR,28.4,CHI,75,81,84,84.8,65.3,45.8,16,16,5,1033,574,0,0.0%,0,0,0,0,0,0,0.00,25,0,0,0,0.00,0.00,39,175,5,13,2,65,138,313,8.0,4.8,4,0,1,338,0,0,25,6.25,55.6%,NA,NA,NA,1,NA,16,69,0.232,1.0,319,11.3%,0.98,0,NA,NA,NA,NA,NA,0.041,0,338,NA,NA,21.1,0.0,1.6,19.6,NA,0.0,-0.6,95.6,6%,12.4
2025,11579,Audric Estime,RB,22.2,PHI,70,70,71,48.1,42.1,36.1,15,6,1,399,124,0,0.0%,0,0,0,0,0,0,0.00,198,0,0,0,0.00,0.00,12,-5,0,3,0,13,108,103,8.6,7.9,46,7,11,301,1,165,198,4.3,31.1%,16,3.58,0.348,12,0.705,15,59,0.254,2.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,301,NA,NA,50.2,0.0,33.0,17.2,#N/A,0.0,2.0,36.3,33%,13.5
2025,9497,Jalin Hyatt,WR,24.2,NYG,182,184,189,8.5,6,3.5,12,7,0,845,171,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,33,0,2,0,14,2,35,7.0,2.5,0,0,0,35,0,0,0,0,20.2%,NA,NA,NA,0,NA,2,14,0.143,0.3,84,NA,0.42,0,NA,NA,NA,NA,NA,0.024,0,35,NA,NA,5.0,0.0,0.0,5.0,NA,0.0,-1.0,29.0,0%,2.8
2025,7562,Tutu Atwell,WR,26.2,LAR,134,128,124,31.2,28.2,25.2,16,10,4,629,177,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,125,1,3,1,15,67,192,32.0,12.8,0,0,0,192,0,0,0,0,28.1%,NA,NA,NA,0,NA,4,15,0.267,0.4,141,2.5%,1.36,0,NA,NA,NA,NA,NA,0.021,0,192,NA,NA,19.2,0.0,0.0,19.2,NA,0.0,0.0,31.6,10%,9.3
2025,10235,Roschon Johnson,RB,24.8,CHI,126,126,125,1.7,1.7,1.7,14,1,0,471,4,0,0.0%,0,0,0,0,0,0,0.00,17,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,2,0,1,17,0,16,17,8.5,0.8%,0,7.85,0.000,1,0.785,1,2,0.500,1.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,0,17,NA,NA,17.0,0.0,17.0,0.0,5.0,0.0,-0.6,6.0,NA,NA
2025,11629,Devontez Walker,WR,24.5,BAL,125,120,110,37.6,34.6,31.6,12,10,3,617,126,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,113,1,2,3,8,23,136,22.7,17.0,0,0,0,136,0,0,0,0,20.4%,NA,NA,NA,0,NA,5,8,0.625,0.5,57,1.9%,2.39,0,NA,NA,NA,NA,NA,0.035,0,136,NA,NA,13.6,0.0,0.0,13.6,NA,0.0,1.0,23.5,20%,11.2
2025,11599,Cade Stover,TE,25.5,HOU,78,79,87,19.9,13.9,7.9,17,9,7,535,230,0,0.0%,0,0,0,0,0,0,0.00,3,0,0,0,0.00,0.00,12,24,1,4,0,16,52,76,6.3,4.8,4,0,2,79,0,0,3,0.75,43.0%,NA,0.00,NA,2,NA,6,20,0.300,0.7,43,NA,1.77,0,NA,NA,NA,NA,NA,0.093,0,79,NA,NA,8.8,0.0,0.3,8.4,NA,0.0,0.5,16.8,0%,5.1
2025,8917,KaVontae Turpin,WR,29.4,DAL,77,72,69,84.5,71.5,58.5,15,15,2,1016,371,1,0.0%,0,0,0,0,0,0,0.00,89,0,0,0,0.00,0.00,26,182,4,14,2,38,214,396,15.2,10.4,17,2,3,485,0,0,89,5.24,36.5%,NA,NA,NA,3,NA,19,55,0.345,1.3,236,6.1%,1.68,0,NA,NA,NA,NA,NA,0.059,0,485,NA,NA,32.3,0.0,5.9,26.4,NA,0.0,0.5,78.1,13%,13.2
2025,6943,Gabriel Davis,WR,26.7,BUF,135,135,138,30.9,24.9,18.9,15,6,5,336,168,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,12,99,0,7,1,18,30,129,10.8,7.2,0,0,0,129,0,0,0,0,50.0%,NA,NA,NA,0,NA,8,18,0.444,1.3,125,3.6%,1.03,0,NA,NA,NA,NA,NA,0.056,0,129,NA,NA,21.5,0.0,0.0,21.5,NA,0.0,-0.1,33.9,17%,8.7
2025,4993,Mike Gesicki,TE,30.2,CIN,41,40,38,70.7,56.7,42.7,17,13,2,774,295,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,28,244,1,17,2,42,63,307,11.0,7.3,0,0,0,307,0,0,0,0,38.1%,NA,NA,NA,0,NA,19,42,0.452,1.5,239,6.6%,1.28,0,NA,NA,NA,NA,NA,0.071,0,307,NA,NA,23.6,0.0,0.0,23.6,NA,0.0,-0.8,78.6,15%,13.5
2025,2505,Darren Waller,TE,33.2,MIA,33,31,27,88.7,76.7,64.7,14,9,3,519,234,0,0.0%,0,0,0,0,0,0,0.00,4,0,0,0,0.00,0.00,24,210,0,13,6,34,73,283,11.8,8.3,1,0,1,287,0,0,4,4,45.1%,NA,0.00,NA,1,NA,20,35,0.571,2.2,151,7.1%,1.87,0,NA,NA,NA,NA,NA,0.086,0,287,NA,NA,31.9,0.0,0.4,31.4,NA,0.0,1.6,74.3,33%,20.7
2025,11619,Ja'Lynn Polk,WR,23.7,NO,1226,1226,1224,0,0,0,17,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA
2025,4177,Mack Hollins,WR,32.2,NE,58,58,60,113.4,90.4,67.4,17,15,13,969,659,1,0.0%,0,0,0,0,0,0,0.00,4,0,0,0,0.00,0.00,46,442,0,26,2,65,108,550,12.0,8.5,1,0,0,554,0,0,4,4,68.0%,NA,NA,NA,0,NA,28,66,0.424,1.9,311,12.9%,1.77,0,NA,NA,NA,NA,NA,0.084,0,554,NA,NA,36.9,0.0,0.3,36.7,NA,0.0,1.3,97.5,20%,15.5
2025,12496,Tai Felton,WR,22.7,MIN,194,194,200,5.5,4,2.5,17,5,0,934,37,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,11,0,2,0,3,14,25,8.3,8.3,0,0,0,25,0,0,0,0,4.0%,NA,NA,NA,0,NA,2,3,0.667,0.4,21,NA,1.19,0,NA,NA,NA,NA,NA,0.095,0,25,NA,NA,5.0,0.0,0.0,5.0,NA,0.0,-0.4,12.1,0%,1.8
2025,7891,Brock Wright,TE,27.0,DET,61,60,61,36.8,29.8,22.8,16,11,8,699,401,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,14,22,0,5,2,22,86,108,7.7,4.9,0,0,0,108,0,0,0,0,57.4%,NA,NA,NA,0,NA,7,22,0.318,0.6,109,3.8%,0.99,0,NA,NA,NA,NA,NA,0.046,0,108,NA,NA,9.8,0.0,0.0,9.8,NA,0.0,0.5,33.0,9%,8.9
2025,8207,Tyler Goodson,RB,25.1,IND,115,116,119,5.2,4.2,3.2,11,7,0,621,32,0,0.0%,0,0,0,0,0,0,0.00,24,0,0,0,0.00,0.00,2,-2,0,0,0,3,10,8,4.0,2.7,9,0,0,32,0,13,24,2.67,5.2%,0,1.41,0.000,0,0.141,0,12,0.000,0.0,NA,0.5%,NA,0,NA,NA,NA,NA,NA,NA,0,32,NA,NA,4.6,0.0,3.4,1.1,-15.0,0.0,-0.1,7.1,0%,1.2
2025,11617,Malachi Corley,WR,23.7,CLE,132,133,132,31.6,26.1,20.6,17,13,5,749,172,0,0.0%,0,0,0,0,0,0,0.00,127,0,0,0,0.00,0.00,11,11,0,5,0,14,68,79,7.2,5.6,13,2,6,206,0,0,127,9.77,23.0%,NA,NA,NA,6,NA,11,27,0.407,0.8,70,2.5%,1.13,0,NA,NA,NA,NA,NA,0.071,0,206,NA,NA,15.8,0.0,9.8,6.1,NA,0.0,-0.1,32.2,0%,5.2
2025,1166,Kirk Cousins,QB,37.3,ATL,35,35,35,108.54,108.54,108.54,17,10,8,1033,480,3,61.7%,738,269,166,76,103,5,84.81,1728,13,10,1721,6.40,10.37,0,0,0,0,0,0,0,0,0.0,0.0,14,0,3,7,1,0,7,0.5,46.5%,NA,NA,NA,4,NA,90,283,0.318,9.0,NA,NA,NA,86,32.0%,2.78,8.6%,39.1%,6.9,NA,284,1728,-1.9%,-0.05,172.8,172.1,0.7,0.0,NA,0.0,-3.8,133.7,20%,20.3
