SZN,SLPR_ID,NM,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP%,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,1DRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,DB,YDS(t),CPOE,EPA/DB,YPG(t),paYPG,ruYPG,RYOE,ExplRu%,recYPG,AY/Tgt,AY%,RZ Tgt,10+ Tgt,Quick Tgt,EZ Tgt,FPOE(t),FPOE,PROJ,CSTY%,CL
2025,7595,Tylan Wallace,WR,26.6,BAL,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,152,1,150,92,150,152,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,136
2025,8168,Skyy Moore,WR,25.2,SF,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,137,1,126,129,152,138,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,140
2025,2374,Tyler Lockett,WR,33.2,TEN,89,PLACEHOLDER,PLACEHOLDER,89,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,85,43,86,92,68,90,95,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,95,71,112,99,60,66,109,106,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,105,NA,49,NA,NA,106,NA,75,104,87,60,84,105,107,74,115,112
2025,4381,Taysom Hill,TE,35.3,NO,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,70,51,69,61,62,52,65,NA,NA,1,2,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,31,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,50
2025,8230,Ty Chandler,RB,27.6,MIN,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,50,1,72,45,84,84,92,NA,NA,89,85,97,NA,78,87,93,NA,NA,88,NA,NA,98,NA,90,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,9227,Israel Abanikanda,RB,23.2,FA,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,11636,Johnny Wilson,WR,24.7,PHI,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,3286,Demarcus Robinson,WR,31.2,SF,95,PLACEHOLDER,PLACEHOLDER,95,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,78,43,80,92,102,129,98,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,87,101,37,88,86,98,88,67,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,100,NA,39,NA,NA,98,NA,82,100,70,98,71,25,20,108,115,118
2025,9505,Deuce Vaughn,RB,24.1,DEN,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,11306,Xavier Gipson,WR,24.8,PHI,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,8139,Zamir White,RB,26.2,LV,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,21,1,84,45,81,86,86,NA,NA,97,85,97,NA,78,103,100,NA,NA,93,NA,NA,98,NA,91,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,11748,Bub Means,WR,24.9,NO,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,10867,Jake Bobo,WR,27.3,SEA,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,143
2025,5010,Will Dissly,TE,29.4,LAC,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,64,16,59,61,62,60,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,65
2025,11649,Kendall Milton,RB,23.8,CIN,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,11595,Jared Wiley,TE,25.1,KC,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,8145,Jeremy Ruckert,TE,25.3,NYJ,54,PLACEHOLDER,PLACEHOLDER,54,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,53,16,51,47,50,51,53,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,57,51,53,57,50,47,51,51,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,56,NA,14,NA,NA,56,NA,53,52,56,50,32,30,22,50,52,59
2025,5854,Drew Lock,QB,29.1,SEA,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,31,55,NA,36,NA,57,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,11573,Frank Gore Jr.,RB,23.7,BUF,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,8254,Julius Chestnut,RB,25.1,TEN,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,85,83,NA,78,98,97,NA,NA,102,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,83
2025,6828,AJ Dillon,RB,27.6,PHI,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,9,1,84,45,90,92,87,NA,NA,97,65,83,NA,78,89,90,NA,NA,93,NA,NA,85,NA,86,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,80
2025,11210,Malik Heath,WR,25.8,GB,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,138,43,132,129,152,138,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,137
2025,6938,Cam Akers,RB,26.5,MIN,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,85,97,NA,78,100,104,NA,NA,102,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,6011,Gardner Minshew,QB,29.6,KC,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,31,55,NA,36,NA,55,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,8127,Charlie Kolar,TE,26.8,BAL,59,PLACEHOLDER,PLACEHOLDER,59,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,51,1,51,35,65,64,58,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,53,65,1,57,59,57,28,21,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,59,NA,14,NA,NA,58,NA,50,52,48,56,44,30,29,56,52,57
2025,12048,George Holani,RB,26.0,SEA,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,59,83,NA,58,89,85,NA,NA,84,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,5133,Tyler Conklin,TE,30.4,LAC,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,62,37,65,61,68,63,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,64
2025,7535,Hunter Long,TE,27.3,JAX,60,PLACEHOLDER,PLACEHOLDER,60,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,58,58,65,35,61,68,66,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,63,63,51,50,56,59,58,58,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,55,NA,14,NA,NA,55,NA,57,50,58,52,32,22,18,59,35,55
2025,9490,Tyler Scott,WR,24.2,FA,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,7608,Khalil Herbert,RB,27.6,SEA,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,85,94,NA,78,96,91,NA,NA,83,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,6111,Jake Browning,QB,29.7,CIN,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,44,43,42,44,11,NA,NA,44,NA,39,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,21,39,NA,22,NA,45,NA,44,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,6869,Adam Trautman,TE,28.8,DEN,55,PLACEHOLDER,PLACEHOLDER,55,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,50,16,44,47,56,48,51,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,47,57,9,50,40,55,53,42,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,52,NA,14,NA,NA,52,NA,55,57,53,56,44,26,26,52,52,55
2025,6853,Van Jefferson,WR,29.4,TEN,86,PLACEHOLDER,PLACEHOLDER,86,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,69,43,74,92,75,88,80,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,82,79,85,88,61,76,96,88,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,91,NA,49,NA,NA,89,NA,63,100,58,72,84,32,35,86,115,105
2025,8177,Grant Calcaterra,TE,27.0,PHI,62,PLACEHOLDER,PLACEHOLDER,62,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,61,1,65,47,66,68,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,67,66,46,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,61,NA,14,NA,NA,61,NA,NA,NA,NA,NA,NA,46,49,52,52,61
2025,5096,Ray-Ray McCloud,WR,29.2,ATL,126,PLACEHOLDER,PLACEHOLDER,126,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,153,43,132,129,135,118,149,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,143,140,108,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,NA,NA,118,NA,49,NA,NA,118,NA,NA,NA,NA,NA,NA,113,113,109,NA,NA
2025,12699,LaJohntay Wester,WR,23.7,BAL,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,146
2025,10216,Kenny McIntosh,RB,25.8,SEA,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,3161,Carson Wentz,QB,32.9,MIN,39,PLACEHOLDER,PLACEHOLDER,39,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,37,39,38,35,15,NA,NA,38,NA,39,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,46,21,42,33,36,NA,40,NA,32,NA,NA,NA,45,NA,NA,NA,21,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,38,NA,NA,11,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,5,40,NA,NA
2025,5973,Josh Oliver,TE,28.7,MIN,49,PLACEHOLDER,PLACEHOLDER,49,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,57,1,59,19,60,49,57,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,53,62,10,50,58,54,34,47,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,54,NA,14,NA,NA,54,NA,56,37,55,56,55,15,32,44,35,40
2025,11574,Dylan Laube,RB,26.0,LV,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,29,1,72,45,84,86,89,NA,NA,103,85,105,NA,78,105,106,NA,NA,93,NA,NA,105,NA,91,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,12775,Max Brosmer,QB,24.7,MIN,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,48,46,47,47,6,NA,NA,50,NA,53,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,31,49,NA,36,NA,51,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
