SZN,SLPR_ID,NM,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP%,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,1DRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,DB,YDS(t),CPOE,EPA/DB,YPG(t),paYPG,ruYPG,RYOE,ExplRu%,recYPG,AY/Tgt,AY%,RZ Tgt,10+ Tgt,Quick Tgt,EZ Tgt,FPOE(t),FPOE,PROJ,CSTY%,CL
2025,11581,MarShawn Lloyd,RB,24.9,GB,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,7828,Noah Gray,TE,26.6,KC,56,PLACEHOLDER,PLACEHOLDER,56,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,54,51,47,61,40,47,55,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,53,41,57,50,33,44,57,51,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,53,NA,14,NA,NA,53,NA,42,55,38,33,44,53,50,45,52,62
2025,7585,Davis Mills,QB,27.1,HOU,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,38,41,41,40,16,NA,NA,41,NA,42,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,31,49,NA,22,NA,38,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,12482,Savion Williams,WR,24.0,GB,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,156,1,150,92,145,107,145,NA,NA,7,7,20,NA,10,NA,14,NA,NA,NA,NA,NA,21,NA,143,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,126
2025,12523,Jimmy Horn,WR,23.2,CAR,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,145,43,132,129,135,96,132,NA,NA,15,18,6,NA,10,NA,9,NA,NA,NA,NA,NA,7,NA,122,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,134
2025,5970,Greg Dortch,WR,27.5,ARI,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,157,43,115,53,106,46,113,NA,NA,16,18,26,NA,1,NA,25,NA,129,NA,NA,NA,21,NA,107,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,68
2025,4144,Jonnu Smith,TE,30.3,PIT,35,PLACEHOLDER,PLACEHOLDER,35,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,63,37,49,35,27,32,49,NA,NA,4,1,4,39,1,NA,2,NA,38,NA,NA,NA,4,NA,43,25,61,43,27,27,56,56,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,45,NA,1,NA,NA,50,NA,35,33,31,20,44,61,61,25,42,43
2025,4981,Calvin Ridley,WR,31.0,TEN,107,PLACEHOLDER,PLACEHOLDER,107,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,83,122,86,129,99,87,90,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,99,101,70,47,106,96,25,27,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,40,NA,49,NA,NA,39,NA,79,104,81,89,84,121,119,81,66,97
2025,12544,LeQuint Allen,RB,21.3,JAX,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,30,1,84,45,72,72,70,NA,NA,82,65,77,NA,78,86,80,NA,NA,84,NA,NA,78,NA,82,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,76
2025,4039,Cooper Kupp,WR,32.5,SEA,53,PLACEHOLDER,PLACEHOLDER,53,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,63,105,50,70,53,20,47,39,21,NA,NA,NA,47,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,58,54,67,70,43,47,59,62,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,62,NA,49,NA,NA,62,58,66,34,66,42,46,98,92,42,73,79
2025,4018,Joe Mixon,RB,29.4,HOU,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,12511,Will Howard,QB,24.2,PIT,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,5857,Noah Fant,TE,28.0,CIN,37,PLACEHOLDER,PLACEHOLDER,37,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,46,16,44,25,39,33,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,43,40,43,39,45,43,25,38,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,41,NA,14,NA,NA,41,NA,52,50,53,43,32,46,47,33,35,37
2025,6865,Colby Parkinson,TE,26.9,LAR,17,PLACEHOLDER,PLACEHOLDER,17,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,41,16,31,3,25,16,29,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,22,27,19,26,37,31,11,22,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,32,NA,14,NA,NA,31,NA,47,3,31,44,5,1,1,43,16,17
2025,5906,Dawson Knox,TE,29.1,BUF,28,PLACEHOLDER,PLACEHOLDER,28,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,24,37,24,19,30,31,28,8,9,NA,NA,NA,28,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,24,31,12,30,26,25,31,24,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,34,NA,14,NA,NA,34,11,21,14,24,42,11,10,10,35,42,27
2025,7607,Michael Carter,RB,26.6,ARI,44,PLACEHOLDER,PLACEHOLDER,44,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,10,58,10,45,19,27,24,NA,NA,50,59,50,41,58,58,54,NA,46,53,NA,NA,56,NA,47,48,29,38,25,29,19,12,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,37,NA,45,NA,NA,10,NA,NA,NA,NA,NA,NA,20,20,44,62,NA
2025,11651,Isaac Guerendo,RB,25.4,SF,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,11623,Jordan Whittington,WR,25.2,LAR,112,PLACEHOLDER,PLACEHOLDER,112,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,130,84,115,129,115,84,121,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,122,113,113,121,101,109,106,108,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,119,NA,32,NA,NA,119,NA,114,111,112,102,110,83,73,104,115,127
2025,7670,Joshua Palmer,WR,26.2,BUF,101,PLACEHOLDER,PLACEHOLDER,101,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,76,1,80,129,96,113,90,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,95,99,61,83,94,90,70,57,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,83,NA,49,NA,NA,81,NA,81,71,71,103,84,107,104,75,115,115
2025,11834,Devaughn Vele,WR,28.0,NO,91,PLACEHOLDER,PLACEHOLDER,91,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,74,1,71,70,91,131,93,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,73,95,15,73,91,95,77,41,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,90,NA,49,NA,NA,88,NA,89,84,71,95,58,36,28,94,94,76
2025,8698,Jake Tonges,TE,26.4,SF,30,PLACEHOLDER,PLACEHOLDER,30,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,38,1,31,13,35,38,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,29,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,25
2025,8119,Jahan Dotson,WR,25.7,PHI,103,PLACEHOLDER,PLACEHOLDER,103,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,85,1,109,92,99,117,103,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,112,101,105,117,44,92,112,112,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,113,NA,49,NA,NA,113,NA,73,78,75,98,98,67,63,89,115,110
2025,12500,Quinn Ewers,QB,22.6,MIA,42,PLACEHOLDER,PLACEHOLDER,42,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,46,45,45,45,7,NA,NA,45,NA,44,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,49,31,49,39,36,NA,50,NA,31,NA,NA,NA,50,NA,NA,NA,28,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,45,NA,NA,41,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,31,42,NA,NA
2025,8161,Malik Willis,QB,26.5,GB,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,54,51,49,1,NA,NA,48,NA,44,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,31,33,NA,14,NA,30,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,6039,Ty Johnson,RB,28.2,BUF,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,65,58,21,14,37,24,26,NA,NA,64,85,65,NA,43,69,65,NA,NA,63,NA,NA,62,NA,54,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,49
2025,4454,Kendrick Bourne,WR,30.3,SF,67,PLACEHOLDER,PLACEHOLDER,67,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,52,146,38,129,71,55,52,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,55,77,9,67,63,73,49,32,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,68,NA,49,NA,NA,68,NA,71,104,62,76,110,44,28,79,73,56
2025,11439,Jaleel McLaughlin,RB,25.2,DEN,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,41,34,63,45,81,79,83,NA,NA,72,85,69,NA,58,71,69,NA,NA,74,NA,NA,69,NA,72,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,70
2025,12670,KeAndre Lambert-Smith,WR,24.1,LAC,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,150,1,150,92,144,149,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,132
2025,12467,Jordan James,RB,21.7,SF,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,7587,Dyami Brown,WR,26.1,JAX,104,PLACEHOLDER,PLACEHOLDER,104,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,91,133,95,92,96,136,107,NA,NA,21,18,12,NA,10,NA,18,NA,126,NA,NA,NA,15,NA,87,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,102
2025,19,Joe Flacco,QB,40.9,CLE,27,PLACEHOLDER,PLACEHOLDER,27,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,2,31,23,21,23,24,41,22,34,26,7,25,24,35,33,NA,NA,NA,NA,NA,NA,NA,NA,3,3,34,31,30,38,22,NA,46,NA,34,NA,NA,NA,32,NA,NA,NA,39,34,NA,NA,NA,NA,24,35,8,31,23,26,21,26,20,32,35,27,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18,31,34,26
2025,11377,Tyrell Shavers,WR,26.3,BUF,109,PLACEHOLDER,PLACEHOLDER,109,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,99,1,106,92,118,98,104,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,107,120,18,1,102,105,78,79,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,1,NA,49,NA,NA,1,NA,98,114,98,112,98,47,42,122,NA,NA
2025,7694,Tommy Tremble,TE,25.5,CAR,42,PLACEHOLDER,PLACEHOLDER,42,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,52,37,49,35,40,34,47,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,51,41,54,50,30,38,52,54,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,49,NA,14,NA,NA,48,NA,48,45,48,36,44,26,26,42,42,40
2025,11783,Ryan Flournoy,WR,26.1,DAL,57,PLACEHOLDER,PLACEHOLDER,57,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,68,43,48,40,67,44,60,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,43,64,7,34,82,79,37,15,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,58,NA,14,NA,NA,57,NA,93,64,75,69,46,47,42,110,94,146
2025,12520,Xavier Restrepo,WR,23.6,TEN,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,149,1,142,129,152,157,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025,8143,Jerome Ford,RB,26.2,CLE,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,76,75,52,45,38,47,52,NA,NA,81,32,77,NA,78,77,85,NA,55,75,NA,NA,78,NA,76,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,68
2025,8172,Greg Dulcich,TE,25.7,MIA,43,PLACEHOLDER,PLACEHOLDER,43,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,42,1,39,47,47,28,34,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,41,47,22,30,55,40,3,3,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,23,NA,61,NA,NA,22,NA,41,37,50,45,32,3,2,58,46,45
2025,8225,Daniel Bellinger,TE,25.2,NYG,46,PLACEHOLDER,PLACEHOLDER,46,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,37,16,41,35,51,42,42,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,41,52,5,39,40,52,35,31,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,42,NA,14,NA,NA,42,NA,42,37,28,54,55,18,40,46,35,35
2025,11994,Kameron Johnson,WR,23.7,TB,NA,PLACEHOLDER,PLACEHOLDER,NA,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,143,43,150,92,152,150,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,146
2025,8135,Treylon Burks,WR,25.7,TEN,119,PLACEHOLDER,PLACEHOLDER,119,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,126,1,123,92,120,131,127,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,122,125,87,99,107,104,102,94,NA,NA,NA,NA,NA,NA,NA,131,NA,NA,110,NA,49,NA,NA,110,NA,102,84,102,109,71,91,87,114,115,130
2025,8117,Jalen Tolbert,WR,26.8,DAL,108,PLACEHOLDER,PLACEHOLDER,108,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,102,43,98,92,105,118,114,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,102,106,74,99,84,100,110,89,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,111,NA,49,NA,NA,111,NA,100,84,87,103,46,75,78,99,94,106
2025,5995,Justice Hill,RB,28.1,BAL,46,PLACEHOLDER,PLACEHOLDER,46,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,45,1,46,26,46,41,41,NA,NA,87,76,94,NA,49,71,82,NA,49,70,NA,NA,85,NA,72,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,46
