WK,SZN,SLPR_ID,PLAYER NAME,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP%,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),VS,vsRK,INJ,PROJ,FPOE
5,5,12519,Luther Burden,WR,21.8,CHI,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE
5,5,5927,Terry McLaurin,WR,30.0,WAS,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ LAC,25,OUT,OUT,OUT
5,5,9228,Bryce Young,QB,24.2,CAR,24.0,24,24,13.02,13.02,13.02,1,1,1,70,70,1,63.3%,125,30,19,10,11,1,90.70,199,3,2,198,6.60,10.42,0,0,0,0,0,0,0,0,0.0,0.0,3,0,0,1,0,NA,1,0.33,100.0%,NA,NA,NA,0,NA,12,33,NA,NA,NA,NA,NA,12,40.0%,2.77,16.7%,41.2%,9.2,NA,34,199,vs MIA,3,·,18.0,-5.0
5,5,2133,Davante Adams,WR,32.8,LAR,23.0,25,27,13.8,11.3,8.8,1,1,1,68,58,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,69,1,3,0,11,19,88,17.6,8.0,0,0,0,88,0,NA,0,0,85.0%,NA,NA,NA,0,NA,3,11,0.273,3.0,40,23.4%,2.20,0,NA,NA,NA,NA,NA,0.075,NA,88,vs SF,18,·,14.1,-0.3
5,5,5892,David Montgomery,RB,28.3,DET,10.0,9,9,18.22,17.72,17.22,1,1,0,62,33,0,100.0%,3,1,1,0,0,0,118.80,68,0,1,3,3.00,3.00,1,3,0,1,0,1,3,6,6.0,6.0,18,2,3,71,1,34,65,3.61,53.0%,3,1.90,0.167,4,0.357,6,20,0.300,6.0,NA,4.2%,NA,1,100.0%,NA,NA,NA,NA,NA,NA,74,@ CIN,1,·,11.7,6.5
5,5,12533,Jacory Croskey-Merritt,RB,24.5,WAS,5.0,5,4,27,26,25,1,1,1,59,28,1,0.0%,0,0,0,0,0,0,0.00,111,0,0,0,0.00,0.00,2,2,0,2,0,2,37,39,19.5,19.5,14,3,4,150,2,81,111,7.93,47.0%,6,5.80,0.429,6,1.009,8,16,0.500,8.0,NA,7.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,150,@ LAC,25,·,8.7,18.3
5,5,12490,Bhayshul Tuten,RB,22.6,JAX,57.0,57,62,2.1,1.6,1.1,1,1,0,58,12,0,0.0%,0,0,0,0,0,0,0.00,6,0,0,0,0.00,0.00,1,-5,0,0,0,1,10,5,5.0,5.0,4,0,1,11,0,9,6,1.5,21.0%,1,2.20,0.250,1,0.470,1,5,0.200,1.0,NA,4.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,11,vs KC,22,·,6.0,-3.9
5,5,7591,Justin Fields,QB,26.6,NYJ,7.0,7,7,25.92,25.92,25.92,1,1,1,82,82,0,69.6%,176,46,32,12,14,0,100.20,309,5,2,283,6.15,8.84,0,0,0,0,0,0,0,0,0.0,0.0,7,0,3,26,0,NA,26,3.71,100.0%,NA,NA,NA,3,NA,17,53,NA,NA,NA,NA,NA,14,30.4%,2.90,4.3%,50.0%,6.6,NA,54,309,vs DAL,1,·,22.5,3.4
5,5,4943,Sam Darnold,QB,28.3,SEA,2.0,2,2,28.64,28.64,28.64,1,1,1,61,61,0,82.4%,237,34,28,14,6,1,135.40,341,0,4,341,10.03,12.18,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,100.0%,NA,NA,NA,0,NA,18,34,NA,NA,NA,NA,NA,18,52.9%,2.88,8.8%,41.2%,8.5,NA,34,341,vs TB,4,·,18.2,10.4
5,5,6819,Michael Pittman,WR,28.0,IND,21.0,22,23,14.9,12.4,9.9,1,1,1,66,54,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,27,1,2,1,6,12,39,7.8,6.5,0,0,0,39,0,NA,0,0,82.0%,NA,NA,NA,0,NA,3,6,0.500,3.0,27,18.8%,1.44,0,NA,NA,NA,NA,NA,0.074,NA,39,vs LV,4,·,13.1,1.8
5,5,4983,D.J. Moore,WR,28.4,CHI,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE
5,5,8228,Jaylen Warren,RB,26.9,PIT,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE
5,5,9753,Zach Charbonnet,RB,24.7,SEA,25.0,22,20,11.8,11.3,10.8,1,1,0,61,35,0,0.0%,0,0,0,0,0,0,0.00,36,0,0,0,0.00,0.00,1,4,0,0,0,2,8,12,12.0,6.0,9,2,2,48,1,28,36,4,57.0%,2,3.10,0.222,3,0.532,3,11,0.273,3.0,NA,5.9%,NA,0,NA,NA,NA,NA,NA,NA,NA,48,vs TB,17,·,10.2,1.6
5,5,12499,Elic Ayomanor,WR,22.3,TEN,74.0,73,74,3.8,2.8,1.8,1,1,0,67,48,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,17,0,2,0,4,1,18,9.0,4.5,0,0,0,18,0,NA,0,0,72.0%,NA,NA,NA,0,NA,2,4,0.500,2.0,35,10.3%,0.51,0,NA,NA,NA,NA,NA,0.057,NA,18,@ ARI,14,·,10.4,-6.6
5,5,10236,Dalton Kincaid,TE,25.9,BUF,10.0,8,8,16.8,13.8,10.8,1,1,1,68,37,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,75,0,5,0,6,33,108,18.0,18.0,0,0,0,108,0,NA,0,0,54.0%,NA,NA,NA,0,NA,5,6,0.833,5.0,21,19.4%,5.14,0,NA,NA,NA,NA,NA,0.238,NA,108,vs NE,5,·,9.5,7.3
5,5,4035,Alvin Kamara,RB,30.2,NO,27.0,29,33,9.5,7.5,5.5,1,1,1,66,37,0,0.0%,0,0,0,0,0,0,0.00,27,0,0,0,0.00,0.00,4,14,2,2,0,6,14,28,7.0,4.7,8,1,0,55,0,25,27,3.38,56.0%,4,3.10,0.500,0,0.810,2,14,0.143,2.0,NA,18.8%,NA,0,NA,NA,NA,NA,NA,NA,NA,55,vs NYG,6,·,14.5,-5.0
5,5,8110,Jake Ferguson,TE,26.7,DAL,2.0,2,2,23.9,20.4,16.9,1,1,1,60,33,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,7,-1,0,1,2,9,50,49,7.0,5.4,0,0,0,49,0,NA,0,0,55.0%,NA,NA,NA,0,NA,3,9,0.333,3.0,19,31.0%,2.58,0,NA,NA,NA,NA,NA,0.053,NA,49,@ NYJ,7,·,11.7,12.2
5,5,5947,Jakobi Meyers,WR,28.9,LV,58.0,62,64,7.2,5.2,3.2,1,1,1,68,60,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,25,0,2,0,6,7,32,8.0,5.3,0,0,0,32,0,NA,0,0,88.0%,NA,NA,NA,0,NA,2,6,0.333,2.0,37,16.7%,0.86,0,NA,NA,NA,NA,NA,0.054,NA,32,@ IND,5,·,15.9,-8.7
5,5,6806,J.K. Dobbins,RB,26.8,DEN,16.0,14,12,15.4,14.9,14.4,1,1,1,74,39,0,0.0%,0,0,0,0,0,0,0.00,79,0,0,0,0.00,0.00,1,-3,0,0,0,1,8,5,5.0,5.0,20,2,4,84,1,72,79,3.95,53.0%,4,3.60,0.200,5,0.560,5,21,0.238,5.0,NA,2.6%,NA,0,NA,NA,NA,NA,NA,NA,NA,84,@ PHI,8,·,12.1,3.3
5,5,2216,Mike Evans,WR,32.1,TB,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ SEA,17,OUT,OUT,OUT
5,5,5872,Deebo Samuel,WR,29.7,WAS,7.0,6,6,23.6,19.6,15.6,1,1,1,59,46,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,8,53,0,3,1,11,43,96,12.0,8.7,0,0,0,96,0,NA,0,0,78.0%,NA,NA,NA,0,NA,4,11,0.364,4.0,24,42.3%,4.00,0,NA,NA,NA,NA,NA,0.125,NA,96,@ LAC,25,·,14.8,8.8
5,5,6783,Jerry Jeudy,WR,26.4,CLE,79.0,80,81,3.5,2.5,1.5,1,1,1,70,63,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,12,1,1,0,5,3,15,7.5,3.0,0,0,0,15,0,NA,0,0,90.0%,NA,NA,NA,0,NA,1,5,0.200,1.0,34,15.2%,0.44,0,NA,NA,NA,NA,NA,0.029,NA,15,vs MIN,32,·,11.4,-7.9
5,5,3321,Tyreek Hill,WR,31.6,MIA,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ CAR,29,IR,IR,IR
5,5,5844,T.J. Hockenson,TE,28.2,MIN,18.0,21,24,9.8,6.8,3.8,1,1,1,65,55,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,12,0,2,0,6,26,38,6.3,6.3,0,0,0,38,0,NA,0,0,85.0%,NA,NA,NA,0,NA,2,6,0.333,2.0,28,17.1%,1.36,0,NA,NA,NA,NA,NA,0.071,NA,38,@ CLE,19,·,8.7,1.1
5,5,6803,Brandon Aiyuk,WR,27.5,SF,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ LAR,12,PUP,PUP,PUP
5,5,6790,D'Andre Swift,RB,26.7,CHI,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE
5,5,10222,Jayden Reed,WR,25.4,GB,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE
5,5,8134,Khalil Shakir,WR,25.6,BUF,39.0,46,52,11,8,5,1,1,1,68,43,0,0.0%,0,0,0,0,0,0,0.00,5,0,0,0,0.00,0.00,6,-4,1,3,0,9,49,45,7.5,5.0,1,0,0,50,0,NA,5,5,63.0%,NA,NA,NA,0,NA,3,10,0.300,3.0,24,29.0%,1.88,0,NA,NA,NA,NA,NA,0.125,NA,50,vs NE,7,·,10.8,0.2
5,5,5967,Tony Pollard,RB,28.4,TEN,17.0,19,18,14.8,13.3,11.8,1,1,1,67,49,1,0.0%,0,0,0,0,0,0,0.00,67,0,0,0,0.00,0.00,3,2,0,0,0,3,9,11,3.7,3.7,14,2,3,78,1,52,67,4.79,73.0%,7,3.70,0.500,4,0.870,4,17,0.235,4.0,NA,7.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,78,@ ARI,12,·,11.6,3.2
5,5,9500,Josh Downs,WR,24.1,IND,34.0,41,49,11.4,8.4,5.4,1,1,1,66,33,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,31,0,4,0,8,23,54,9.0,6.8,0,0,0,54,0,NA,0,0,50.0%,NA,NA,NA,0,NA,4,8,0.500,4.0,23,25.0%,2.35,0,NA,NA,NA,NA,NA,0.174,NA,54,vs LV,4,·,9.3,2.1
5,5,7553,Kyle Pitts,TE,25.0,ATL,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE
5,5,4037,Chris Godwin,WR,29.6,TB,65.0,68,70,5.6,4.1,2.6,1,1,1,61,47,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,8,0,2,0,4,18,26,8.7,6.5,0,0,0,26,0,NA,0,0,77.0%,NA,NA,NA,0,NA,2,4,0.500,2.0,26,12.1%,1.00,0,NA,NA,NA,NA,NA,0.077,NA,26,@ SEA,17,·,11.5,-5.9
5,5,12497,Tory Horton,WR,22.8,SEA,27.0,24,21,12.9,11.4,9.9,1,1,1,61,30,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,27,0,1,1,4,12,39,13.0,9.8,0,0,0,39,0,NA,0,0,49.0%,NA,NA,NA,0,NA,2,4,0.500,2.0,17,11.8%,2.29,0,NA,NA,NA,NA,NA,0.059,NA,39,vs TB,16,·,6.6,6.3
5,5,12495,Ollie Gordon,RB,21.7,MIA,72.0,72,72,-0.2,-0.2,-0.2,1,1,0,55,14,0,0.0%,0,0,0,0,0,0,0.00,-2,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,3,0,0,-2,0,NA,-2,-0.67,25.0%,NA,NA,NA,0,NA,0,3,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2,@ CAR,16,·,6.2,-6.4
5,5,11627,Troy Franklin,WR,22.6,DEN,51.0,50,47,8.5,7,5.5,1,1,1,74,44,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,27,0,2,0,5,8,35,11.7,7.0,0,0,0,35,0,NA,0,0,59.0%,NA,NA,NA,0,NA,2,5,0.400,2.0,32,12.8%,1.09,0,NA,NA,NA,NA,NA,0.063,NA,35,@ PHI,15,·,10.7,-2.2
5,5,12504,Kaleb Johnson,RB,22.1,PIT,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE
5,5,12484,Jayden Higgins,WR,22.8,HOU,57.0,61,63,7.2,5.2,3.2,1,1,1,70,39,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,25,0,1,0,4,7,32,8.0,8.0,0,0,0,32,0,NA,0,0,56.0%,NA,NA,NA,0,NA,1,4,0.250,1.0,16,12.9%,2.00,0,NA,NA,NA,NA,NA,0.063,NA,32,@ BAL,2,·,4.3,2.9
5,5,9480,Brenton Strange,TE,24.8,JAX,39.0,36,33,3.2,2.7,2.2,1,1,1,58,22,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,-2,0,1,0,1,24,22,22.0,22.0,0,0,0,22,0,NA,0,0,38.0%,NA,NA,NA,0,NA,1,1,1.000,1.0,8,4.0%,2.75,0,NA,NA,NA,NA,NA,0.125,NA,22,vs KC,31,OUT,9.1,-5.9
5,5,12535,Isaac TeSlaa,WR,23.6,DET,52.0,49,36,8.2,7.7,7.2,1,1,0,62,21,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,12,0,0,1,1,0,12,12.0,12.0,0,0,0,12,0,NA,0,0,34.0%,NA,NA,NA,0,NA,1,1,1.000,1.0,15,4.2%,0.80,0,NA,NA,NA,NA,NA,0.000,NA,12,@ CIN,11,·,2.8,5.4
5,5,7049,Jauan Jennings,WR,28.2,SF,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ LAR,12,OUT,OUT,OUT
5,5,421,Matthew Stafford,QB,37.6,LAR,8.0,8,8,25.56,25.56,25.56,1,1,1,68,68,1,63.8%,268,47,30,15,17,0,111.00,389,1,3,389,8.28,12.97,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,NA,0,0,100.0%,NA,NA,NA,0,NA,18,48,NA,NA,NA,NA,NA,18,38.3%,2.75,17.0%,20.8%,10.6,NA,48,389,vs SF,10,·,17.6,8.0
5,5,1479,Keenan Allen,WR,33.4,LAC,40.0,43,46,10.8,8.3,5.8,1,1,0,67,39,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,27,1,3,0,9,31,58,11.6,6.4,0,0,0,58,0,NA,0,0,58.0%,NA,NA,NA,0,NA,3,9,0.333,3.0,24,27.3%,2.42,0,NA,NA,NA,NA,NA,0.125,NA,58,vs WAS,10,·,12.8,-2.0
5,5,8126,Wan'Dale Robinson,WR,24.7,NYG,53.0,56,65,8.2,5.7,3.2,1,1,1,73,69,0,0.0%,0,0,0,0,0,0,0.00,2,0,0,0,0.00,0.00,5,9,1,0,0,7,21,30,6.0,4.3,1,0,1,32,0,NA,2,2,95.0%,NA,NA,NA,1,NA,1,8,0.125,1.0,38,17.5%,0.79,0,NA,NA,NA,NA,NA,0.000,NA,32,@ NO,19,·,12.9,-4.7
5,5,8131,Isaiah Likely,TE,25.4,BAL,43.0,43,42,2.2,1.7,1.2,1,1,0,43,23,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,11,0,1,0,1,1,12,12.0,12.0,0,0,0,12,0,NA,0,0,53.0%,NA,NA,NA,0,NA,1,1,1.000,1.0,11,5.0%,1.09,0,NA,NA,NA,NA,NA,0.091,NA,12,vs HOU,28,·,5.7,-3.5
5,5,4033,David Njoku,TE,29.2,CLE,7.0,6,6,18.7,15.7,12.7,1,1,1,70,67,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,32,0,1,1,9,35,67,11.2,7.4,0,0,0,67,0,NA,0,0,96.0%,NA,NA,NA,0,NA,2,9,0.222,2.0,26,27.3%,2.58,0,NA,NA,NA,NA,NA,0.038,NA,67,vs MIN,14,·,8.8,9.9
5,5,10444,Cedric Tillman,WR,25.4,CLE,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs MIN,32,IR,IR,IR
5,5,7002,Juwan Johnson,TE,29.0,NO,35.0,35,37,3.7,2.7,1.7,1,1,1,66,56,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,15,1,1,0,4,2,17,8.5,4.3,0,0,0,17,0,NA,0,0,85.0%,NA,NA,NA,0,NA,1,4,0.250,1.0,27,12.5%,0.63,0,NA,NA,NA,NA,NA,0.037,NA,17,vs NYG,23,·,11.3,-7.6
5,5,11576,Braelon Allen,RB,21.7,NYJ,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs DAL,5,IR,IR,IR
5,5,1373,Geno Smith,QB,35.0,LV,27.0,27,27,7.92,7.92,7.92,1,1,1,68,68,0,69.4%,107,36,25,12,11,2,63.20,236,4,0,228,6.33,9.12,0,0,0,0,0,0,0,0,0.0,0.0,3,0,2,8,0,NA,8,2.67,100.0%,NA,NA,NA,2,NA,14,39,NA,NA,NA,NA,NA,12,33.3%,2.49,13.9%,36.6%,7.7,NA,41,236,@ IND,22,·,18.3,-10.4
5,5,6768,Tua Tagovailoa,QB,27.6,MIA,9.0,9,9,22.74,22.74,22.74,1,1,1,55,55,0,75.0%,180,36,27,10,9,0,122.00,261,3,3,256,7.11,9.48,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,5,0,NA,5,5,100.0%,NA,NA,NA,0,NA,13,37,NA,NA,NA,NA,NA,13,36.1%,2.54,13.9%,30.0%,8.6,NA,40,261,@ CAR,20,·,19.0,3.7
5,5,9504,Kayshon Boutte,WR,23.4,NE,56.0,55,57,7.3,5.8,4.3,1,1,1,60,37,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,39,0,3,0,3,4,43,14.3,14.3,0,0,0,43,0,NA,0,0,62.0%,NA,NA,NA,0,NA,3,3,1.000,3.0,20,10.0%,2.15,0,NA,NA,NA,NA,NA,0.150,NA,43,@ BUF,20,·,7.4,-0.1
5,5,12509,Tre Harris,WR,23.6,LAC,999.0,999,999,0,0,0,1,1,1,67,25,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,37.0%,NA,NA,NA,0,NA,0,0,NA,0.0,13,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,vs WAS,10,·,2.7,-2.7
5,5,8121,Romeo Doubs,WR,25.5,GB,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE
5,5,12469,Dylan Sampson,RB,21.0,CLE,63.0,68,68,1.2,0.7,0.2,1,1,0,70,7,0,0.0%,0,0,0,0,0,0,0.00,-4,0,0,0,0.00,0.00,1,0,0,0,0,2,6,6,6.0,3.0,1,0,0,2,0,0,-4,-4,10.0%,0,0.30,0.000,0,0.030,0,3,0.000,0.0,NA,6.1%,NA,0,NA,NA,NA,NA,NA,NA,NA,2,vs MIN,15,·,2.9,-1.7
5,5,11586,Blake Corum,RB,24.8,LAR,62.0,61,57,1.3,1.3,1.3,1,1,0,68,6,0,0.0%,0,0,0,0,0,0,0.00,13,0,0,0,0.00,0.00,0,0,1,0,0,2,0,0,0.0,0.0,1,0,1,13,0,7,13,13,9.0%,0,7.10,0.000,1,0.710,1,3,0.333,1.0,NA,4.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,13,vs SF,14,·,5.4,-4.1
5,5,12541,Dont'e Thornton,WR,22.8,LV,999.0,999,999,0,0,0,1,1,1,68,32,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,2,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,47.0%,NA,NA,NA,0,NA,0,2,0.000,0.0,22,5.6%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,@ IND,5,·,7.3,-7.3
5,5,8676,Rashid Shaheed,WR,27.1,NO,9.0,8,4,21.4,19.4,17.4,1,1,1,66,44,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,65,0,2,1,5,49,114,28.5,22.8,0,0,0,114,0,NA,0,0,67.0%,NA,NA,NA,0,NA,3,5,0.600,3.0,29,15.6%,3.93,0,NA,NA,NA,NA,NA,0.069,NA,114,vs NYG,3,·,10.4,11.0
5,5,12510,Jalen Milroe,QB,22.8,SEA,33.0,33,33,-2,-2,-2,1,1,0,61,1,1,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,NA,0,0,2.0%,NA,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,0,NA,0.00,0.0%,0.0%,0.0,NA,0,0,vs TB,4,·,DNP,DNP
5,5,12474,Woody Marks,RB,24.8,HOU,52.0,48,46,2.4,2.4,2.4,1,1,0,70,27,0,0.0%,0,0,0,0,0,0,0.00,24,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,7,1,1,24,0,25,24,3.43,39.0%,3,3.50,0.429,1,0.779,1,8,0.125,1.0,NA,3.2%,NA,0,NA,NA,NA,NA,NA,NA,NA,24,@ BAL,2,·,10.6,-8.2
5,5,4981,Calvin Ridley,WR,30.8,TEN,14.0,12,11,18.1,15.6,13.1,1,1,0,67,44,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,114,0,4,0,10,17,131,26.2,13.1,0,0,0,131,0,NA,0,0,66.0%,NA,NA,NA,0,NA,4,10,0.400,4.0,33,25.6%,3.97,0,NA,NA,NA,NA,NA,0.121,NA,131,@ ARI,14,·,10.6,7.5
5,5,7090,Darnell Mooney,WR,27.9,ATL,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE
