WK,SLPR_ID,NM,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP PCT,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),CMP%OE,EPA/DB,VS,vsRK,INJ,PROJ,FPOE
17,6786,CeeDee Lamb,WR,26.5,DAL,38.0,41,41,9.6,7.1,4.6,1,1,1,92,80,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,5,32,1,2,0,10,14,46,9.2,4.6,0,0,0,46,0,NA,0,0,87.0%,NA,NA,NA,0,NA,2,10,0.200,2.0,43,27.0%,1.07,0,NA,NA,NA,NA,NA,0.047,NA,46,NA,NA,@ WAS,7,·,19,-9.4
17,11632,Malik Nabers,WR,22.2,NYG,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ LV,10,IR,IR,IR
17,11564,Drake Maye,QB,23.1,NE,2.0,2,2,32.44,32.44,32.44,1,1,1,66,52,0,90.5,144,21,19,10,2,0,157.0,278,1,5,256,12.19,13.47,0,0,0,0,0,0,0,0,0.0,0.0,3,0,2,22,0,NA,22,7.33,79.0%,NA,NA,NA,2,NA,17,24,NA,NA,NA,NA,NA,15,71.4%,3.07,9.5%,33.3%,9.10,NA,24,278,+24.9%,+1.28,@ NYJ,11,·,22.85,9.6
17,12514,Emeka Egbuka,WR,23.0,TB,67.0,72,75,5,3.5,2,1,1,0,67,39,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,3,6,0,0,0,5,14,20,6.7,4.0,0,0,0,20,0,NA,0,0,58.0%,NA,NA,NA,0,NA,0,5,0.000,0.0,27,11.4%,0.74,0,NA,NA,NA,NA,NA,0.000,NA,20,NA,NA,@ MIA,23,·,9.34,-4.3
17,11604,Brock Bowers,TE,22.8,LV,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs NYG,28,IR,IR,IR
17,6904,Jalen Hurts,QB,27.1,PHI,25.0,25,25,8.9,8.9,8.9,1,1,1,54,54,0,48.2,80,27,13,5,14,0,71.5,115,1,1,110,4.07,8.46,0,0,0,0,0,0,0,0,0.0,0.0,3,0,0,5,0,NA,5,1.67,100.0%,NA,NA,NA,0,NA,6,30,NA,NA,NA,NA,NA,6,22.2%,3.26,14.8%,34.5%,10.90,NA,29,115,-3.5%,-0.21,@ BUF,28,·,22.99,-14.1
17,12527,Ashton Jeanty,RB,21.8,LV,24.0,22,26,9.3,8.3,7.3,1,1,1,59,48,0,0.0,0,0,0,0,0,0,0.0,60,0,0,0,0.00,0.00,2,9,0,1,0,2,4,13,6.5,6.5,16,1,4,73,0,56,60,3.75,81.0%,3,3.50,0.188,4,0.538,5,18,0.278,5.0,NA,6.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,vs NYG,3,·,16.43,-7.1
17,6797,Justin Herbert,QB,27.6,LAC,15.0,15,15,16.14,16.14,16.14,1,1,1,63,63,2,65.6,124,32,21,10,11,1,84.9,273,5,1,236,7.38,11.24,0,0,0,0,0,0,0,0,0.0,0.0,6,0,1,37,0,NA,37,6.17,100.0%,NA,NA,NA,1,NA,12,38,NA,NA,NA,NA,NA,11,34.4%,3.12,12.5%,38.1%,8.70,NA,42,273,+3.9%,-0.17,vs HOU,31,·,20.56,-4.4
17,6813,Jonathan Taylor,RB,26.7,IND,12.0,13,11,17.4,15.9,14.4,1,1,1,57,51,0,0.0,0,0,0,0,0,0,0.0,70,0,0,0,0.00,0.00,3,-1,0,0,0,6,15,14,4.7,2.3,21,1,4,84,1,61,70,3.33,89.0%,8,2.90,0.381,5,0.671,5,27,0.185,5.0,NA,19.4%,NA,0,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,vs JAX,31,·,19.72,-2.3
17,8112,Drake London,WR,24.2,ATL,114.0,115,115,1.4,0.9,0.4,1,1,1,53,52,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,1,4,0,1,0,2,0,4,4.0,2.0,0,0,0,4,0,NA,0,0,98.0%,NA,NA,NA,0,NA,1,2,0.500,1.0,19,10.0%,0.21,0,NA,NA,NA,NA,NA,0.053,NA,4,NA,NA,vs LAR,8,·,17,-15.6
17,4046,Patrick Mahomes,QB,30.0,KC,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs DEN,24,IR,IR,IR
17,6770,Joe Burrow,QB,28.8,CIN,11.0,11,11,20.4,20.4,20.4,1,1,1,77,64,0,77.4,132,31,24,14,7,0,129.1,307,3,2,305,9.84,12.71,0,0,0,0,0,0,0,0,0.0,0.0,3,0,1,2,0,NA,2,0.67,83.0%,NA,NA,NA,1,NA,17,34,NA,NA,NA,NA,NA,16,51.6%,2.83,12.9%,42.9%,7.80,NA,35,307,+9.4%,+0.51,vs ARI,18,·,22.58,-2.2
17,9226,De'Von Achane,RB,24.0,MIA,17.0,17,18,14.2,12.7,11.2,1,1,1,55,41,0,0.0,0,0,0,0,0,0,0.0,83,0,0,0,0.00,0.00,3,0,0,1,0,3,29,29,9.7,9.7,18,2,5,112,0,65,83,4.61,75.0%,7,3.60,0.389,5,0.749,6,21,0.286,6.0,NA,13.6%,NA,0,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,vs TB,12,·,21.79,-7.6
17,8130,Trey McBride,TE,25.8,ARI,1.0,1,2,23.6,18.6,13.6,1,1,1,57,55,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,10,37,0,3,1,13,39,76,7.6,5.9,0,0,0,76,0,NA,0,0,96.0%,NA,NA,NA,0,NA,4,13,0.308,4.0,37,35.1%,2.05,0,NA,NA,NA,NA,NA,0.081,NA,76,NA,NA,@ CIN,1,·,19.5,4.1
17,12507,Omarion Hampton,RB,22.5,LAC,10.0,12,16,20,16,12,1,1,1,63,51,0,0.0,0,0,0,0,0,0,0.0,29,0,0,0,0.00,0.00,8,-26,0,1,0,8,57,31,3.9,3.9,14,0,0,60,1,38,29,2.07,81.0%,3,2.70,0.214,1,0.484,2,22,0.091,2.0,NA,25.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,vs HOU,21,·,14,6.0
17,11620,Rome Odunze,WR,23.3,CHI,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ SF,22,Q,Q,Q
17,12526,Tetairoa McMillan,WR,22.5,CAR,109.0,109,110,1.5,1,0.5,1,1,1,53,44,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,1,2,0,0,0,4,3,5,5.0,1.3,0,0,0,5,0,NA,0,0,83.0%,NA,NA,NA,0,NA,0,4,0.000,0.0,28,16.7%,0.18,0,NA,NA,NA,NA,NA,0.000,NA,5,NA,NA,vs SEA,14,·,13.25,-11.8
17,11560,Caleb Williams,QB,23.9,CHI,7.0,7,7,23,23,23,1,1,1,66,66,0,59.5,200,42,25,14,17,0,100.3,348,0,2,330,7.86,13.20,0,0,0,0,0,0,0,0,0.0,0.0,5,0,2,18,0,NA,18,3.6,100.0%,NA,NA,NA,2,NA,18,47,NA,NA,NA,NA,NA,16,38.1%,3.18,9.5%,21.7%,7.40,NA,46,348,-5.5%,+0.31,@ SF,22,·,18.71,4.3
17,12518,Tyler Warren,TE,23.4,IND,17.0,20,21,9.3,6.8,4.3,1,1,1,57,49,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,5,23,0,4,0,5,20,43,8.6,8.6,0,0,0,43,0,NA,0,0,86.0%,NA,NA,NA,0,NA,4,5,0.800,4.0,23,16.1%,1.87,0,NA,NA,NA,NA,NA,0.174,NA,43,NA,NA,vs JAX,9,·,10.59,-1.3
17,12512,Quinshon Judkins,RB,21.9,CLE,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs PIT,24,IR,IR,IR
17,11584,Bucky Irving,RB,23.1,TB,28.0,35,44,8.3,5.8,3.3,1,1,1,67,36,0,0.0,0,0,0,0,0,0,0.0,19,0,0,0,0.00,0.00,5,-18,0,0,0,6,32,14,2.8,2.3,9,0,2,33,0,21,19,2.11,54.0%,3,2.30,0.333,2,0.563,2,15,0.133,2.0,NA,13.6%,NA,0,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,@ MIA,11,·,15.17,-6.9
17,11631,Brian Thomas Jr.,WR,23.0,JAX,46.0,47,48,7.9,5.9,3.9,1,1,1,69,54,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,4,34,0,2,0,7,5,39,9.8,5.6,0,0,0,39,0,NA,0,0,78.0%,NA,NA,NA,0,NA,2,7,0.286,2.0,37,18.9%,1.05,0,NA,NA,NA,NA,NA,0.054,NA,39,NA,NA,@ IND,4,·,11.74,-3.8
17,8138,James Cook,RB,26.0,BUF,25.0,23,23,8.7,8.2,7.7,1,1,1,76,39,0,0.0,0,0,0,0,0,0,0.0,74,0,0,0,0.00,0.00,1,2,1,0,0,4,1,3,3.0,0.8,20,1,3,77,0,56,74,3.7,51.0%,5,2.80,0.250,3,0.530,3,24,0.125,3.0,NA,11.4%,NA,0,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,vs PHI,10,·,17.08,-8.4
17,4892,Baker Mayfield,QB,30.4,TB,12.0,12,12,19.44,19.44,19.44,1,1,1,67,67,2,75.0,141,44,33,12,11,2,93.6,362,3,2,346,7.86,10.48,0,0,0,0,0,0,0,0,0.0,0.0,3,0,2,16,0,NA,16,5.33,100.0%,NA,NA,NA,2,NA,16,47,NA,NA,NA,NA,NA,14,31.8%,2.81,15.9%,18.0%,7.90,NA,50,362,+2.7%,+0.01,@ MIA,9,·,21.28,-1.8
17,7569,Nico Collins,WR,26.5,HOU,42.0,40,38,8.7,7.2,5.7,1,1,1,65,44,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,3,36,0,3,0,4,21,57,19.0,14.3,0,0,0,57,0,NA,0,0,68.0%,NA,NA,NA,0,NA,3,4,0.750,3.0,24,14.3%,2.38,0,NA,NA,NA,NA,NA,0.125,NA,57,NA,NA,@ LAC,30,·,15.57,-6.9
17,8146,Garrett Wilson,WR,25.2,NYJ,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs NE,17,IR,IR,IR
17,6804,Jordan Love,QB,26.9,GB,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs BAL,14,Q,17.38,-17.4
17,10229,Rashee Rice,WR,25.4,KC,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs DEN,25,IR,IR,IR
17,4866,Saquon Barkley,RB,28.6,PHI,33.0,29,27,6.8,6.8,6.8,1,1,1,54,43,0,0.0,0,0,0,0,0,0,0.0,68,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,19,0,4,68,0,65,68,3.58,80.0%,2,3.40,0.105,4,0.445,4,19,0.211,4.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,@ BUF,5,·,16.56,-9.8
17,11563,Bo Nix,QB,25.6,DEN,10.0,10,10,20.48,20.48,20.48,1,1,1,72,72,0,68.4,82,38,26,11,12,1,76.9,224,1,1,182,4.79,7.00,0,0,0,0,0,0,0,0,0.0,0.0,9,0,3,42,1,NA,42,4.67,100.0%,NA,NA,NA,4,NA,16,47,NA,NA,NA,NA,NA,12,31.6%,2.83,7.9%,18.2%,5.90,NA,44,224,-0.5%,+0.11,@ KC,21,·,19.18,1.3
17,12508,Jaxson Dart,QB,22.4,NYG,4.0,4,4,25.08,25.08,25.08,1,1,1,64,64,0,73.3,86,30,22,9,8,0,91.9,255,2,0,207,6.90,9.41,0,0,0,0,0,0,0,0,0.0,0.0,9,0,4,48,2,NA,48,5.33,100.0%,NA,NA,NA,6,NA,15,39,NA,NA,NA,NA,NA,9,30.0%,2.83,0.0%,30.6%,5.10,NA,36,255,-0.4%,+0.16,@ LV,17,·,20.3,4.8
17,11635,Ladd McConkey,WR,23.9,LAC,76.0,69,61,4.1,3.6,3.1,1,1,1,63,56,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,1,29,0,1,0,2,2,31,31.0,15.5,0,0,0,31,0,NA,0,0,89.0%,NA,NA,NA,0,NA,1,2,0.500,1.0,38,6.3%,0.82,0,NA,NA,NA,NA,NA,0.026,NA,31,NA,NA,vs HOU,31,·,12.9,-8.8
17,4034,Christian McCaffrey,RB,29.3,SF,4.0,4,5,28.1,26.1,24.1,1,1,1,72,61,0,0.0,0,0,0,0,0,0,0.0,140,0,0,0,0.00,0.00,4,4,0,2,0,6,37,41,10.3,6.8,23,1,7,181,1,113,140,6.09,85.0%,9,4.90,0.391,8,0.881,10,29,0.345,10.0,NA,18.2%,NA,0,NA,NA,NA,NA,NA,NA,NA,181,NA,NA,vs CHI,23,·,25.86,2.2
17,8137,George Pickens,WR,24.6,DAL,29.0,30,28,11.8,9.8,7.8,1,1,1,92,80,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,4,28,0,4,0,5,50,78,19.5,15.6,0,0,0,78,0,NA,0,0,87.0%,NA,NA,NA,0,NA,4,5,0.800,4.0,41,13.5%,1.90,0,NA,NA,NA,NA,NA,0.098,NA,78,NA,NA,@ WAS,7,·,17.26,-5.5
17,11628,Marvin Harrison Jr.,WR,23.1,ARI,999.0,999,999,0,0,0,1,1,0,57,19,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,33.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,13,2.7%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,@ CIN,29,Q,12.62,-12.6
17,5850,Josh Jacobs,RB,27.6,GB,66.0,67,71,1.3,0.8,0.3,1,1,1,47,13,0,0.0,0,0,0,0,0,0,0.0,3,0,0,0,0.00,0.00,1,-3,0,0,0,1,3,0,0.0,0.0,4,0,0,3,0,10,3,0.75,28.0%,0,2.60,0.000,0,0.260,0,5,0.000,0.0,NA,4.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,vs BAL,13,Q,14.2,-12.9
17,8150,Kyren Williams,RB,25.1,LAR,15.0,15,14,16,14.5,13,1,1,1,65,46,0,0.0,0,0,0,0,0,0,0.0,92,0,0,0,0.00,0.00,3,9,0,2,0,3,29,38,12.7,12.7,13,1,4,130,0,48,92,7.08,71.0%,3,3.70,0.231,4,0.601,6,16,0.375,6.0,NA,7.9%,NA,0,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,@ ATL,17,·,14.27,1.7
17,12481,Cam Skattebo,RB,23.6,NYG,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ LV,9,IR,IR,IR
17,8155,Breece Hall,RB,24.3,NYJ,9.0,9,9,20.9,19.9,18.9,1,1,1,61,30,0,0.0,0,0,0,0,0,0,0.0,111,0,0,0,0.00,0.00,2,-4,0,1,0,3,22,18,9.0,6.0,14,0,3,129,1,41,111,7.93,48.0%,2,2.90,0.143,4,0.433,5,17,0.294,5.0,NA,8.8%,NA,0,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,vs NE,30,·,12.84,8.1
17,9758,C.J. Stroud,QB,24.0,HOU,17.0,16,16,15.76,15.76,15.76,1,1,1,65,65,0,57.1,137,28,16,6,12,2,80.1,244,0,2,244,8.71,15.25,0,0,0,0,0,0,0,0,0.0,0.0,4,0,0,0,0,NA,0,0,100.0%,NA,NA,NA,0,NA,8,32,NA,NA,NA,NA,NA,8,28.6%,2.63,14.3%,28.6%,9.90,NA,28,244,-5.1%,-0.27,@ LAC,30,·,17.59,-1.8
17,8183,Brock Purdy,QB,25.8,SF,1.0,1,1,37.92,37.92,37.92,1,1,1,72,72,0,72.7,195,33,24,14,9,1,118.6,331,1,3,303,9.18,12.63,0,0,0,0,0,0,0,0,0.0,0.0,6,0,1,28,2,NA,28,4.67,100.0%,NA,NA,NA,3,NA,20,39,NA,NA,NA,NA,NA,17,51.5%,3.24,9.1%,23.7%,8.00,NA,38,331,+3.5%,+0.33,vs CHI,10,·,23.24,14.7
17,3294,Dak Prescott,QB,32.2,DAL,8.0,8,8,22.68,22.68,22.68,1,1,1,92,92,0,51.4,156,37,19,11,18,0,97.5,331,6,2,307,8.30,16.16,0,0,0,0,0,0,0,0,0.0,0.0,4,0,3,24,0,NA,24,6,100.0%,NA,NA,NA,3,NA,16,41,NA,NA,NA,NA,NA,13,35.1%,2.95,13.5%,28.9%,11.10,NA,45,331,-7.9%,+0.21,@ WAS,3,·,24.18,-1.5
17,5859,A.J. Brown,WR,28.2,PHI,30.0,31,32,11.8,9.3,6.8,1,1,1,54,48,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,5,60,0,3,0,7,8,68,13.6,9.7,0,0,0,68,0,NA,0,0,89.0%,NA,NA,NA,0,NA,3,7,0.429,3.0,26,25.9%,2.62,0,NA,NA,NA,NA,NA,0.115,NA,68,NA,NA,@ BUF,24,Q,14.18,-2.4
17,12529,TreVeyon Henderson,RB,22.9,NE,29.0,24,22,8.2,8.2,8.2,1,1,0,66,34,0,0.0,0,0,0,0,0,0,0.0,82,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,19,1,4,82,0,57,82,4.32,52.0%,5,3.00,0.263,4,0.563,4,19,0.211,4.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,@ NYJ,4,Q,13.12,-4.9
17,11624,Xavier Worthy,WR,22.4,KC,119.0,119,118,0.1,0.1,0.1,1,1,1,43,34,0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0.00,0.00,0,0,1,0,0,3,0,0,0.0,0.0,1,0,0,1,0,NA,1,1,79.0%,NA,NA,NA,0,NA,0,4,0.000,0.0,17,13.6%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,1,NA,NA,vs DEN,25,·,8.97,-8.9
17,10859,Sam LaPorta,TE,24.7,DET,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ MIN,24,IR,IR,IR
17,9484,Tucker Kraft,TE,24.9,GB,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs BAL,25,IR,IR,IR
17,3163,Jared Goff,QB,31.0,DET,31.0,31,31,4.08,4.08,4.08,1,1,1,64,64,3,62.1,111,29,18,11,11,2,64.9,199,5,1,197,6.79,10.94,0,0,0,0,0,0,0,0,0.0,0.0,3,0,1,2,0,NA,2,0.67,100.0%,NA,NA,NA,1,NA,13,32,NA,NA,NA,NA,NA,12,41.4%,2.52,3.4%,38.2%,6.90,NA,34,199,-10.3%,-0.29,@ MIN,32,·,18.99,-14.9
