WK,SLPR_ID,NM,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP PCT,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),CMP%OE,EPA/DB,VS,vsRK,INJ,PROJ,FPOE
17,9756,Jordan Addison,WR,23.7,MIN,25.0,17,10,12.5,12.5,12.5,1,1,1,54,42,0,0.0,0,0,0,0,0,0,0.0,65,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,1,1,0,65,1,NA,65,65,78.0%,NA,NA,NA,1,NA,1,2,0.500,1.0,22,6.3%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,65,NA,NA,vs DET,2,·,9.56,2.9
17,12530,Travis Hunter,WR,22.4,JAX,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ IND,4,IR,IR,IR
17,5870,Daniel Jones,QB,28.3,IND,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs JAX,12,IR,IR,IR
17,7526,Jaylen Waddle,WR,26.8,MIA,118.0,118,104,0.7,0.7,0.7,1,1,1,55,14,0,0.0,0,0,0,0,0,0,0.0,7,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,1,0,0,7,0,NA,7,7,25.0%,NA,NA,NA,0,NA,0,2,0.000,0.0,8,4.5%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,7,NA,NA,vs TB,16,·,13.99,-13.3
17,6801,Tee Higgins,WR,26.7,CIN,37.0,35,37,9.9,7.9,5.9,1,1,1,77,44,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,4,55,0,2,0,5,4,59,14.8,11.8,0,0,0,59,0,NA,0,0,57.0%,NA,NA,NA,0,NA,2,5,0.400,2.0,28,13.9%,2.11,0,NA,NA,NA,NA,NA,0.071,NA,59,NA,NA,vs ARI,19,·,15.21,-5.3
17,9754,Quentin Johnston,WR,24.1,LAC,17.0,19,22,14.8,12.3,9.8,1,1,1,63,47,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,5,86,0,4,0,8,12,98,19.6,12.3,0,0,0,98,0,NA,0,0,75.0%,NA,NA,NA,0,NA,4,8,0.500,4.0,34,25.0%,2.88,0,NA,NA,NA,NA,NA,0.118,NA,98,NA,NA,vs HOU,31,·,11.01,3.8
17,7525,DeVonta Smith,WR,26.9,PHI,71.0,73,68,4.5,3.5,2.5,1,1,1,54,46,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,2,13,1,2,0,5,12,25,12.5,5.0,0,0,0,25,0,NA,0,0,85.0%,NA,NA,NA,0,NA,2,5,0.400,2.0,26,18.5%,0.96,0,NA,NA,NA,NA,NA,0.077,NA,25,NA,NA,@ BUF,24,·,12.64,-8.1
17,5846,DK Metcalf,WR,27.8,PIT,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ CLE,27,SUS,SUS,SUS
17,9997,Zay Flowers,WR,25.0,BAL,24.0,24,26,13,11,9,1,1,1,76,52,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,4,14,0,2,1,5,16,30,7.5,6.0,0,0,0,30,0,NA,0,0,68.0%,NA,NA,NA,0,NA,3,5,0.600,3.0,24,25.0%,1.25,0,NA,NA,NA,NA,NA,0.083,NA,30,NA,NA,@ GB,15,·,14.31,-1.3
17,12522,Cam Ward,QB,23.3,TEN,13.0,13,13,17.04,17.04,17.04,1,1,1,74,74,2,52.5,169,40,21,10,19,0,88.6,261,4,2,251,6.28,11.95,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0,10,0,NA,10,5,100.0%,NA,NA,NA,0,NA,12,42,NA,NA,NA,NA,NA,12,30.0%,4.07,20.0%,43.5%,10.70,NA,46,261,+1.6%,-0.24,vs NO,26,·,14.83,2.2
17,11638,Ricky Pearsall,WR,25.0,SF,22.0,26,27,13.5,11,8.5,1,1,1,72,58,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,5,68,1,4,0,8,17,85,17.0,10.6,0,0,0,85,0,NA,0,0,81.0%,NA,NA,NA,0,NA,4,8,0.500,4.0,34,24.2%,2.50,0,NA,NA,NA,NA,NA,0.118,NA,85,NA,NA,vs CHI,3,Q,10.76,2.7
17,8144,Chris Olave,WR,25.2,NO,2.0,2,3,25.9,21.9,17.9,1,1,1,54,49,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,8,63,0,4,1,11,56,119,14.9,10.8,0,0,0,119,0,NA,0,0,91.0%,NA,NA,NA,0,NA,5,11,0.455,5.0,31,40.7%,3.84,0,NA,NA,NA,NA,NA,0.129,NA,119,NA,NA,@ TEN,11,·,16.47,9.4
17,11559,Michael Penix Jr.,QB,25.4,ATL,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs LAR,19,IR,IR,IR
17,8151,Kenneth Walker III,RB,24.9,SEA,32.0,30,32,7.7,6.7,5.7,1,1,1,66,31,1,0.0,0,0,0,0,0,0,0.0,51,0,0,0,0.00,0.00,2,-8,0,0,0,2,14,6,3.0,3.0,15,4,1,57,0,48,51,3.4,47.0%,6,3.20,0.400,1,0.720,1,17,0.059,1.0,NA,7.4%,NA,0,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,@ CAR,8,·,12.41,-4.7
17,12501,Matthew Golden,WR,22.2,GB,93.0,93,89,2.2,1.7,1.2,1,1,0,47,25,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,1,11,0,0,0,3,1,12,12.0,4.0,0,0,0,12,0,NA,0,0,53.0%,NA,NA,NA,0,NA,0,3,0.000,0.0,19,12.0%,0.63,0,NA,NA,NA,NA,NA,0.000,NA,12,NA,NA,vs BAL,9,·,2.71,-0.5
17,5849,Kyler Murray,QB,28.1,ARI,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ CIN,4,IR,IR,IR
17,11565,J.J. McCarthy,QB,22.7,MIN,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs DET,7,OUT,OUT,OUT
17,7588,Javonte Williams,RB,25.4,DAL,19.0,18,17,11.4,11.4,11.4,1,1,1,92,25,0,0.0,0,0,0,0,0,0,0.0,54,0,0,0,0.00,0.00,0,0,0,0,0,2,0,0,0.0,0.0,13,1,3,54,1,48,54,4.15,27.0%,2,3.70,0.154,4,0.524,4,15,0.267,4.0,NA,5.4%,NA,0,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,@ WAS,6,·,15.47,-4.1
17,7523,Trevor Lawrence,QB,26.0,JAX,5.0,5,5,24.12,24.12,24.12,1,1,1,69,69,0,62.2,170,37,23,12,14,1,72.2,289,2,0,263,7.11,11.43,0,0,0,0,0,0,0,0,0.0,0.0,8,0,2,26,2,NA,26,3.25,100.0%,NA,NA,NA,4,NA,16,45,NA,NA,NA,NA,NA,12,32.4%,3.09,16.2%,45.5%,9.70,NA,44,289,+0.2%,0.00,@ IND,15,·,22.52,1.6
17,8148,Jameson Williams,WR,24.5,DET,56.0,55,49,5.7,4.7,3.7,1,1,1,64,53,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,2,34,0,2,0,3,3,37,18.5,12.3,0,0,0,37,0,NA,0,0,83.0%,NA,NA,NA,0,NA,2,3,0.667,2.0,31,10.3%,1.19,0,NA,NA,NA,NA,NA,0.065,NA,37,NA,NA,@ MIN,32,·,13.33,-7.6
17,4943,Sam Darnold,QB,28.3,SEA,29.0,29,29,7.08,7.08,7.08,1,1,1,66,66,2,66.7,74,27,18,7,9,1,77.2,149,3,1,147,5.44,8.17,0,0,0,0,0,0,0,0,0.0,0.0,3,0,0,2,0,NA,2,0.67,100.0%,NA,NA,NA,0,NA,8,30,NA,NA,NA,NA,NA,8,29.6%,2.82,3.7%,32.3%,6.30,NA,31,149,-1.7%,-0.31,@ CAR,25,·,19.85,-12.8
17,12533,Jacory Croskey-Merritt,RB,24.5,WAS,7.0,7,6,22.5,22.5,22.5,1,1,1,44,28,0,0.0,0,0,0,0,0,0,0.0,105,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,11,3,1,105,2,103,105,9.55,64.0%,4,9.40,0.364,3,1.304,3,11,0.273,3.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,vs DAL,7,·,6.43,16.1
17,12489,RJ Harvey,RB,24.6,DEN,11.0,11,12,18.6,16.1,13.6,1,1,1,72,47,0,0.0,0,0,0,0,0,0,0.0,43,0,0,0,0.00,0.00,5,-2,1,1,1,6,35,33,6.6,5.5,14,1,3,76,0,49,43,3.07,65.0%,6,3.50,0.429,3,0.779,5,20,0.250,5.0,NA,15.8%,NA,0,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,@ KC,26,·,13.78,4.8
17,7543,Travis Etienne,RB,26.7,JAX,20.0,21,21,11.2,10.2,9.2,1,1,1,69,48,0,0.0,0,0,0,0,0,0,0.0,76,0,0,0,0.00,0.00,2,0,0,1,0,3,16,16,8.0,5.3,17,0,4,92,0,56,76,4.47,70.0%,4,3.30,0.235,4,0.565,5,20,0.250,5.0,NA,8.1%,NA,0,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,@ IND,20,·,15.03,-3.8
17,3198,Derrick Henry,RB,31.7,BAL,1.0,1,1,45.6,45.6,45.6,1,1,1,76,48,0,0.0,0,0,0,0,0,0,0.0,216,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,36,1,10,216,4,158,216,6,63.0%,9,4.40,0.250,14,0.690,14,36,0.389,14.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,216,NA,NA,@ GB,27,·,16.13,29.5
17,9224,Chase Brown,RB,25.5,CIN,3.0,3,3,29.1,27.6,26.1,1,1,1,77,47,0,0.0,0,0,0,0,0,0,0.0,101,0,0,0,0.00,0.00,3,-6,0,1,0,3,46,40,13.3,13.3,22,4,3,141,2,68,101,4.59,61.0%,12,3.10,0.545,5,0.855,6,25,0.240,6.0,NA,8.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,141,NA,NA,vs ARI,2,·,16.38,12.7
17,8110,Jake Ferguson,TE,26.7,DAL,23.0,18,16,7.6,7.1,6.6,1,1,1,92,27,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,1,6,0,0,1,2,0,6,6.0,3.0,0,0,0,6,0,NA,0,0,29.0%,NA,NA,NA,0,NA,1,2,0.500,1.0,10,5.4%,0.60,0,NA,NA,NA,NA,NA,0.000,NA,6,NA,NA,@ WAS,4,·,11.29,-3.7
17,5045,Courtland Sutton,WR,30.0,DEN,45.0,46,47,8,6,4,1,1,1,72,59,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,4,32,2,3,0,10,8,40,10.0,4.0,0,0,0,40,0,NA,0,0,82.0%,NA,NA,NA,0,NA,3,10,0.300,3.0,40,26.3%,1.00,0,NA,NA,NA,NA,NA,0.075,NA,40,NA,NA,@ KC,20,·,13.08,-5.1
17,12506,Harold Fannin,TE,21.2,CLE,14.0,12,11,11,10,9,1,1,1,52,12,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,2,29,0,0,1,2,1,30,15.0,15.0,0,0,0,30,0,NA,0,0,23.0%,NA,NA,NA,0,NA,1,2,0.500,1.0,7,8.7%,4.29,0,NA,NA,NA,NA,NA,0.000,NA,30,NA,NA,vs PIT,3,·,11.75,-0.8
17,4217,George Kittle,TE,32.0,SF,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs CHI,17,Q,12.65,-12.7
17,2133,Davante Adams,WR,32.8,LAR,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ ATL,12,Q,Q,Q
17,12517,Colston Loveland,TE,21.5,CHI,2.0,2,1,21.4,18.4,15.4,1,1,0,66,54,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,6,78,1,4,1,10,16,94,15.7,9.4,0,0,0,94,0,NA,0,0,82.0%,NA,NA,NA,0,NA,5,10,0.500,5.0,39,23.8%,2.41,0,NA,NA,NA,NA,NA,0.103,NA,94,NA,NA,@ SF,5,·,8.91,12.5
17,12519,Luther Burden,WR,21.8,CHI,1.0,1,1,27.8,23.8,19.8,1,1,1,66,38,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,8,83,1,5,1,9,55,138,17.3,15.3,0,0,0,138,0,NA,0,0,58.0%,NA,NA,NA,0,NA,6,9,0.667,6.0,26,21.4%,5.31,0,NA,NA,NA,NA,NA,0.192,NA,138,NA,NA,@ SF,22,Q,8.7,19.1
17,9228,Bryce Young,QB,24.2,CAR,21.0,21,21,9.86,9.86,9.86,1,1,1,53,53,0,58.3,-17,24,14,3,10,1,45.8,81,2,0,54,2.25,3.86,0,0,0,0,0,0,0,0,0.0,0.0,9,0,2,27,1,NA,27,3,100.0%,NA,NA,NA,3,NA,6,33,NA,NA,NA,NA,NA,3,12.5%,2.84,0.0%,33.3%,1.10,NA,30,81,-9.0%,-0.60,vs SEA,13,·,17.02,-7.2
17,8408,Jordan Mason,RB,26.4,MIN,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs DET,22,OUT,OUT,OUT
17,6819,Michael Pittman,WR,28.0,IND,81.0,81,83,3.6,2.6,1.6,1,1,1,57,49,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,2,11,0,1,0,3,5,16,8.0,5.3,0,0,0,16,0,NA,0,0,86.0%,NA,NA,NA,0,NA,1,3,0.333,1.0,28,9.7%,0.57,0,NA,NA,NA,NA,NA,0.036,NA,16,NA,NA,vs JAX,13,·,10.88,-7.3
17,8228,Jaylen Warren,RB,26.9,PIT,37.0,31,29,6.4,6.4,6.4,1,1,1,66,21,1,0.0,0,0,0,0,0,0,0.0,64,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,12,0,3,64,0,54,64,5.33,32.0%,7,4.50,0.583,3,1.033,3,12,0.250,3.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,@ CLE,15,Q,13.1,-6.7
17,10236,Dalton Kincaid,TE,25.9,BUF,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs PHI,32,Q,7,-7.0
17,5892,David Montgomery,RB,28.3,DET,39.0,40,39,6,5,4,1,1,0,64,22,0,0.0,0,0,0,0,0,0,0.0,25,0,0,0,0.00,0.00,2,-7,0,1,0,2,22,15,7.5,7.5,10,0,2,40,0,27,25,2.5,34.0%,2,2.70,0.200,2,0.470,3,12,0.250,3.0,NA,6.9%,NA,0,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,@ MIN,19,Q,8.51,-2.5
17,11589,Trey Benson,RB,23.2,ARI,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ CIN,1,IR,IR,IR
17,9753,Zach Charbonnet,RB,24.7,SEA,6.0,5,4,26.2,25.2,24.2,1,1,0,66,35,0,0.0,0,0,0,0,0,0,0.0,110,0,0,0,0.00,0.00,2,3,0,1,0,2,9,12,6.0,6.0,18,1,6,122,2,86,110,6.11,53.0%,6,4.80,0.333,8,0.813,9,20,0.450,9.0,NA,7.4%,NA,0,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,@ CAR,8,·,9.31,16.9
17,7553,Kyle Pitts,TE,25.0,ATL,37.0,38,41,3.6,2.6,1.6,1,1,1,53,49,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,2,13,0,1,0,3,3,16,8.0,5.3,0,0,0,16,0,NA,0,0,92.0%,NA,NA,NA,0,NA,1,3,0.333,1.0,18,15.0%,0.89,0,NA,NA,NA,NA,NA,0.056,NA,16,NA,NA,vs LAR,19,·,11.19,-7.6
17,7594,Chuba Hubbard,RB,26.3,CAR,57.0,64,80,2.8,1.3,-0.2,1,1,0,53,20,1,0.0,0,0,0,0,0,0,0.0,12,0,0,0,0.00,0.00,3,-18,0,1,0,3,24,6,2.0,2.0,4,0,0,18,0,8,12,3,38.0%,1,2.00,0.250,0,0.450,1,7,0.143,1.0,NA,12.5%,NA,0,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,vs SEA,18,·,6.2,-3.4
17,5927,Terry McLaurin,WR,30.0,WAS,31.0,32,34,11.3,8.8,6.3,1,1,1,44,38,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,5,57,0,4,0,7,6,63,12.6,9.0,0,0,0,63,0,NA,0,0,86.0%,NA,NA,NA,0,NA,4,7,0.571,4.0,24,30.4%,2.63,0,NA,NA,NA,NA,NA,0.167,NA,63,NA,NA,vs DAL,1,·,12.02,-0.7
17,6806,J.K. Dobbins,RB,26.8,DEN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ KC,26,IR,IR,IR
17,7021,Rico Dowdle,RB,27.3,CAR,23.0,28,30,9.3,7.8,6.3,1,1,1,53,34,0,0.0,0,0,0,0,0,0,0.0,59,0,0,0,0.00,0.00,3,-2,1,0,0,5,6,4,1.3,0.8,12,0,2,63,0,44,59,4.92,64.0%,3,3.70,0.250,2,0.620,2,17,0.118,2.0,NA,20.8%,NA,0,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,vs SEA,18,·,10.2,-0.9
17,11637,Keon Coleman,WR,22.4,BUF,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs PHI,28,·,4.69,-4.7
17,6790,D'Andre Swift,RB,26.7,CHI,8.0,8,8,21.9,20.9,19.9,1,1,1,66,39,0,0.0,0,0,0,0,0,0,0.0,54,0,0,0,0.00,0.00,2,2,0,1,0,3,23,25,12.5,8.3,9,0,2,79,2,48,54,6,59.0%,1,5.30,0.111,4,0.641,5,12,0.417,5.0,NA,7.1%,NA,0,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,@ SF,29,·,11.7,10.2
17,4983,D.J. Moore,WR,28.4,CHI,104.0,103,105,1.7,1.2,0.7,1,1,1,66,61,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,1,7,1,0,0,4,0,7,7.0,1.8,0,0,0,7,0,NA,0,0,92.0%,NA,NA,NA,0,NA,0,4,0.000,0.0,42,9.5%,0.17,0,NA,NA,NA,NA,NA,0.000,NA,7,NA,NA,@ SF,22,·,12.04,-10.3
17,12474,Woody Marks,RB,24.8,HOU,26.0,26,24,8.5,8,7.5,1,1,1,65,44,0,0.0,0,0,0,0,0,0,0.0,71,0,0,0,0.00,0.00,1,-1,0,0,0,2,5,4,4.0,2.0,19,0,3,75,0,57,71,3.74,68.0%,5,3.00,0.263,3,0.563,3,21,0.143,3.0,NA,7.1%,NA,0,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,@ LAC,25,·,9.32,-0.8
17,5872,Deebo Samuel,WR,29.7,WAS,32.0,29,24,11.3,10.3,9.3,1,1,1,44,36,0,0.0,0,0,0,0,0,0,0.0,25,0,0,0,0.00,0.00,2,14,0,2,0,4,54,68,34.0,17.0,2,0,1,93,0,NA,25,12.5,82.0%,NA,NA,NA,1,NA,3,6,0.500,3.0,22,17.4%,3.09,0,NA,NA,NA,NA,NA,0.091,NA,93,NA,NA,vs DAL,1,·,10.04,1.3
17,12499,Elic Ayomanor,WR,22.3,TEN,21.0,21,23,13.7,11.7,9.7,1,1,1,74,60,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,4,36,0,3,1,7,1,37,9.3,5.3,0,0,0,37,0,NA,0,0,81.0%,NA,NA,NA,0,NA,4,7,0.571,4.0,40,17.5%,0.93,0,NA,NA,NA,NA,NA,0.075,NA,37,NA,NA,vs NO,26,·,7.55,6.2
17,7591,Justin Fields,QB,26.6,NYJ,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs NE,20,IR,IR,IR
17,12490,Bhayshul Tuten,RB,22.6,JAX,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ IND,20,Q,Q,Q
17,9500,Josh Downs,WR,24.1,IND,61.0,60,58,5.4,4.4,3.4,1,1,1,57,35,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,2,33,1,2,0,5,1,34,17.0,6.8,0,0,0,34,0,NA,0,0,61.0%,NA,NA,NA,0,NA,2,5,0.400,2.0,26,16.1%,1.31,0,NA,NA,NA,NA,NA,0.077,NA,34,NA,NA,vs JAX,13,·,9.73,-4.3
17,2216,Mike Evans,WR,32.1,TB,27.0,28,25,12.1,10.6,9.1,1,1,1,67,50,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,3,32,0,2,1,7,-1,31,10.3,4.4,0,0,0,31,0,NA,0,0,75.0%,NA,NA,NA,0,NA,3,7,0.429,3.0,41,15.9%,0.76,0,NA,NA,NA,NA,NA,0.049,NA,31,NA,NA,@ MIA,23,·,14.2,-2.1
17,4035,Alvin Kamara,RB,30.2,NO,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ TEN,14,Q,Q,Q
17,421,Matthew Stafford,QB,37.6,LAR,18.0,17,17,15.76,15.76,15.76,1,1,1,65,65,0,57.9,149,38,22,8,16,3,64.5,269,3,2,269,7.08,12.23,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,100.0%,NA,NA,NA,0,NA,10,38,NA,NA,NA,NA,NA,10,26.3%,3.24,23.7%,24.4%,12.20,NA,41,269,+3.0%,-0.07,@ ATL,16,·,21.38,-5.6
17,12484,Jayden Higgins,WR,22.8,HOU,11.0,9,8,16.8,15.8,14.8,1,1,0,65,32,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,2,52,0,1,1,4,36,88,44.0,22.0,0,0,0,88,0,NA,0,0,49.0%,NA,NA,NA,0,NA,2,4,0.500,2.0,14,14.3%,6.29,0,NA,NA,NA,NA,NA,0.071,NA,88,NA,NA,@ LAC,30,·,9.18,7.6
17,8134,Khalil Shakir,WR,25.6,BUF,39.0,42,53,9.5,6.5,3.5,1,1,1,76,59,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.00,0.00,6,9,0,1,0,7,26,35,5.8,5.0,0,0,0,35,0,NA,0,0,78.0%,NA,NA,NA,0,NA,1,7,0.143,1.0,37,20.0%,0.95,0,NA,NA,NA,NA,NA,0.027,NA,35,NA,NA,vs PHI,28,·,11.64,-2.1
