WK,SLPR_ID,NM,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP PCT,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),CPOE,EPA/DB,VS,vsRK,INJ,PROJ,FPOE
14,5870,Daniel Jones,QB,28.3,IND,30.0,30,30,1.8,1.8,1.8,1,1,1,70,16,0,71.4,37,7,5,4,2,1,57.70,64,0,0,60,8.57,12.00,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,4,0,NA,4,4,23.0%,NA,NA,NA,0,NA,4,8,NA,NA,NA,NA,NA,4,57.1%,2.54,0.0%,25.0%,8.80,NA,8,64,+3.5%,-0.31,@ JAX,10,·,16.6,-14.8
14,7526,Jaylen Waddle,WR,26.8,MIA,11.0,10,10,18.1,15.6,13.1,1,1,1,65,51,0,0.0,0,0,0,0,0,0,0.00,21,0,0,0,0.00,0.00,5,33,0,3,1,7,17,50,10.0,7.1,1,0,1,71,0,NA,21,21,78.0%,NA,NA,NA,1,NA,5,8,0.625,5.0,18,33.3%,2.78,0,NA,NA,NA,NA,NA,0.167,NA,71,NA,NA,@ NYJ,23,·,14.0,4.1
14,6801,Tee Higgins,WR,26.7,CIN,4.0,4,3,27.2,24.2,21.2,1,1,1,60,44,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,80,1,3,2,11,12,92,15.3,8.4,0,0,0,92,0,NA,0,0,73.0%,NA,NA,NA,0,NA,5,11,0.455,5.0,32,30.6%,2.88,0,NA,NA,NA,NA,NA,0.094,NA,92,NA,NA,@ BUF,22,·,13.9,13.3
14,9754,Quentin Johnston,WR,24.1,LAC,81.0,83,86,2.8,1.8,0.8,1,1,0,74,56,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,5,0,0,0,3,3,8,4.0,2.7,0,0,0,8,0,NA,0,0,76.0%,NA,NA,NA,0,NA,0,3,0.000,0.0,38,0.0%,0.21,0,NA,NA,NA,NA,NA,0.000,NA,8,NA,NA,vs PHI,17,·,11.1,-8.3
14,7525,DeVonta Smith,WR,26.9,PHI,41.0,41,44,7.7,5.7,3.7,1,1,1,71,69,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,15,1,1,0,8,22,37,9.3,4.6,0,0,0,37,0,NA,0,0,97.0%,NA,NA,NA,0,NA,1,8,0.125,1.0,43,0.0%,0.86,0,NA,NA,NA,NA,NA,0.023,NA,37,NA,NA,@ LAC,32,·,13.5,-5.8
14,5846,DK Metcalf,WR,27.8,PIT,7.0,7,7,21.8,18.3,14.8,1,1,1,52,43,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,7,111,0,3,0,12,37,148,21.1,12.3,0,0,0,148,0,NA,0,0,83.0%,NA,NA,NA,0,NA,3,12,0.250,3.0,33,35.3%,4.48,0,NA,NA,NA,NA,NA,0.091,NA,148,NA,NA,@ BAL,10,·,12.6,9.2
14,9997,Zay Flowers,WR,25.0,BAL,8.0,8,12,20.6,16.6,12.6,1,1,1,80,74,0,0.0,0,0,0,0,0,0,0.00,2,0,0,0,0.00,0.00,8,82,2,4,0,11,42,124,15.5,11.3,1,0,0,126,0,NA,2,2,93.0%,NA,NA,NA,0,NA,4,12,0.333,4.0,38,31.4%,3.26,0,NA,NA,NA,NA,NA,0.105,NA,126,NA,NA,vs PIT,6,·,14.2,6.4
14,12522,Cam Ward,QB,23.3,TEN,20.0,20,20,12.08,12.08,12.08,1,1,1,66,66,0,50.0,32,28,14,4,14,1,70.10,121,1,2,117,4.18,8.36,0,0,0,0,0,0,0,0,0.0,0.0,2,0,1,4,0,NA,4,2,100.0%,NA,NA,NA,1,NA,7,30,NA,NA,NA,NA,NA,6,21.4%,2.69,10.7%,44.8%,5.10,NA,29,121,-13.8%,-0.45,@ CLE,28,·,13.9,-1.8
14,11638,Ricky Pearsall,WR,25.0,SF,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,8144,Chris Olave,WR,25.2,NO,53.0,52,55,6,4.5,3,1,1,1,58,54,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,19,1,2,0,5,11,30,10.0,6.0,0,0,0,30,0,NA,0,0,93.0%,NA,NA,NA,0,NA,2,5,0.400,2.0,24,25.0%,1.25,0,NA,NA,NA,NA,NA,0.083,NA,30,NA,NA,@ TB,11,·,15.6,-9.6
14,11559,Michael Penix Jr.,QB,25.4,ATL,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs SEA,12,IR,IR,IR
14,8151,Kenneth Walker III,RB,24.9,SEA,49.0,49,51,3.8,3.3,2.8,1,1,1,61,32,0,0.0,0,0,0,0,0,0,0.00,29,0,0,0,0.00,0.00,1,-4,1,0,0,3,3,-1,-1.0,-0.3,10,1,2,28,0,35,29,2.9,52.0%,4,3.50,0.400,2,0.750,2,13,0.154,2.0,NA,10.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,@ ATL,10,·,12.8,-9.0
14,12501,Matthew Golden,WR,22.2,GB,999.0,999,999,0,0,0,1,1,0,53,5,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,9.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,4,4.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,vs CHI,4,-,4.8,-4.8
14,5849,Kyler Murray,QB,28.1,ARI,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs LAR,25,IR,IR,IR
14,11565,J.J. McCarthy,QB,22.7,MIN,10.0,10,10,20.42,20.42,20.42,1,1,1,64,64,0,69.6,83,23,16,10,7,0,129.20,182,4,3,163,7.09,10.19,0,0,0,0,0,0,0,0,0.0,0.0,6,0,2,19,0,NA,19,3.17,100.0%,NA,NA,NA,2,NA,15,29,NA,NA,NA,NA,NA,13,56.5%,2.56,8.7%,31.0%,7.10,NA,29,182,-2.7%,+0.43,vs WAS,6,·,18.9,1.5
14,7588,Javonte Williams,RB,25.4,DAL,17.0,16,16,14.7,13.7,12.7,1,1,1,82,65,0,0.0,0,0,0,0,0,0,0.00,67,0,0,0,0.00,0.00,2,-10,0,0,0,4,10,0,0.0,0.0,17,3,4,67,1,68,67,3.94,79.0%,8,4.00,0.471,5,0.871,5,21,0.238,5.0,NA,8.5%,NA,0,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,@ DET,31,·,15.4,-0.7
14,7523,Trevor Lawrence,QB,26.0,JAX,13.0,13,13,19.36,19.36,19.36,1,1,1,64,58,0,56.7,166,30,17,8,13,0,105.40,260,0,2,244,8.13,14.35,0,0,0,0,0,0,0,0,0.0,0.0,4,0,3,16,0,NA,16,4,91.0%,NA,NA,NA,3,NA,13,34,NA,NA,NA,NA,NA,10,33.3%,2.75,20.0%,25.0%,11.20,NA,32,260,-2.1%,+0.40,vs IND,21,·,18.7,0.7
14,8148,Jameson Williams,WR,24.5,DET,12.0,15,17,17.3,13.8,10.3,1,1,1,62,57,0,0.0,0,0,0,0,0,0,0.00,7,0,0,0,0.00,0.00,7,56,0,3,0,9,40,96,13.7,10.7,1,0,0,103,0,NA,7,7,92.0%,NA,NA,NA,0,NA,3,10,0.300,3.0,35,26.5%,2.74,0,NA,NA,NA,NA,NA,0.086,NA,103,NA,NA,vs DAL,1,·,14.1,3.2
14,4943,Sam Darnold,QB,28.3,SEA,4.0,4,4,23.26,23.26,23.26,1,1,1,61,53,0,66.7,135,30,20,8,10,1,111.70,272,2,3,249,8.30,12.45,0,0,0,0,0,0,0,0,0.0,0.0,3,0,2,23,0,NA,23,7.67,87.0%,NA,NA,NA,2,NA,13,33,NA,NA,NA,NA,NA,11,36.7%,3.03,10.0%,23.5%,9.10,NA,34,272,-2.6%,+0.29,@ ATL,16,·,19.1,4.2
14,12533,Jacory Croskey-Merritt,RB,24.5,WAS,51.0,50,47,3.2,3.2,3.2,1,1,0,52,10,0,0.0,0,0,0,0,0,0,0.00,32,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,7,1,1,32,0,22,32,4.57,19.0%,3,3.20,0.429,1,0.749,1,7,0.143,1.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,@ MIN,19,·,5.3,-2.1
14,12489,RJ Harvey,RB,24.6,DEN,4.0,5,8,22,19,16,1,1,1,74,50,0,0.0,0,0,0,0,0,0,0.00,75,0,0,0,0.00,0.00,6,-9,0,2,0,6,34,25,4.2,4.2,17,2,5,100,1,56,75,4.41,68.0%,8,3.30,0.471,6,0.801,8,23,0.348,8.0,NA,15.8%,NA,0,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,@ LV,12,·,12.7,9.3
14,7543,Travis Etienne,RB,26.7,JAX,5.0,4,4,21.2,20.7,20.2,1,1,1,64,46,0,0.0,0,0,0,0,0,0,0.00,74,0,0,0,0.00,0.00,1,-5,0,0,0,1,13,8,8.0,8.0,20,1,1,82,2,36,74,3.7,72.0%,2,1.80,0.100,3,0.280,3,21,0.143,3.0,NA,3.2%,NA,0,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,vs IND,21,·,11.8,9.4
14,3198,Derrick Henry,RB,31.7,BAL,24.0,23,23,11.2,10.7,10.2,1,1,1,80,43,0,0.0,0,0,0,0,0,0,0.00,94,0,0,0,0.00,0.00,1,3,0,0,0,2,5,8,8.0,4.0,25,3,6,102,0,85,94,3.76,54.0%,8,3.40,0.320,6,0.660,6,27,0.222,6.0,NA,5.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,vs PIT,23,·,16.4,-5.2
14,9224,Chase Brown,RB,25.5,CIN,6.0,8,10,18.5,17,15.5,1,1,1,60,40,0,0.0,0,0,0,0,0,0,0.00,23,0,0,0,0.00,0.00,3,8,0,0,1,4,4,12,4.0,3.0,12,0,0,35,1,29,23,1.92,67.0%,1,2.40,0.083,1,0.323,2,16,0.125,2.0,NA,11.1%,NA,0,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,@ BUF,4,·,15.9,2.6
14,8110,Jake Ferguson,TE,26.7,DAL,12.0,12,15,10.8,8.3,5.8,1,1,0,82,66,1,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,46,0,2,0,7,12,58,11.6,8.3,0,0,0,58,0,NA,0,0,80.0%,NA,NA,NA,0,NA,2,7,0.286,2.0,44,14.9%,1.32,0,NA,NA,NA,NA,NA,0.045,NA,58,NA,NA,@ DET,22,·,11.3,-0.5
14,5045,Courtland Sutton,WR,30.0,DEN,22.0,26,33,12.2,9.2,6.2,1,1,1,74,48,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,53,1,4,0,10,9,62,10.3,6.2,0,0,0,62,0,NA,0,0,65.0%,NA,NA,NA,0,NA,4,10,0.400,4.0,35,26.3%,1.77,0,NA,NA,NA,NA,NA,0.114,NA,62,NA,NA,@ LV,7,·,12.1,0.1
14,12506,Harold Fannin,TE,21.2,CLE,1.0,1,1,25.4,21.4,17.4,1,1,0,69,62,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,8,60,0,4,1,11,54,114,14.3,10.4,0,0,0,114,0,NA,0,0,90.0%,NA,NA,NA,0,NA,5,11,0.455,5.0,38,26.2%,3.00,0,NA,NA,NA,NA,NA,0.105,NA,114,NA,NA,vs TEN,24,·,10.9,14.5
14,4217,George Kittle,TE,32.0,SF,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,2133,Davante Adams,WR,32.8,LAR,48.0,49,56,6.9,4.9,2.9,1,1,1,70,30,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,26,0,3,0,6,3,29,7.3,4.8,0,0,0,29,0,NA,0,0,43.0%,NA,NA,NA,0,NA,3,6,0.500,3.0,22,19.4%,1.32,0,NA,NA,NA,NA,NA,0.136,NA,29,NA,NA,@ ARI,19,·,15.4,-8.5
14,12517,Colston Loveland,TE,21.5,CHI,9.0,9,9,12.9,10.9,8.9,1,1,0,70,41,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,16,0,2,1,5,13,29,7.3,5.8,0,0,0,29,0,NA,0,0,59.0%,NA,NA,NA,0,NA,3,5,0.600,3.0,22,14.3%,1.32,0,NA,NA,NA,NA,NA,0.091,NA,29,NA,NA,@ GB,21,·,8.4,4.5
14,12519,Luther Burden,WR,21.8,CHI,26.0,28,30,11,9,7,1,1,1,70,50,0,0.0,0,0,0,0,0,0,0.00,3,0,0,0,0.00,0.00,4,40,0,4,0,6,27,67,16.8,11.2,1,0,0,70,0,NA,3,3,71.0%,NA,NA,NA,0,NA,4,7,0.571,4.0,26,17.1%,2.58,0,NA,NA,NA,NA,NA,0.154,NA,70,NA,NA,@ GB,21,·,9.7,1.3
14,9228,Bryce Young,QB,24.2,CAR,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,8408,Jordan Mason,RB,26.4,MIN,22.0,21,20,11.2,11.2,11.2,1,1,0,64,19,0,0.0,0,0,0,0,0,0,0.00,52,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,11,0,2,52,1,33,52,4.73,30.0%,0,3.00,0.000,3,0.300,3,11,0.273,3.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,vs WAS,3,·,8.1,3.1
14,6819,Michael Pittman,WR,28.0,IND,13.0,18,27,16.9,12.4,7.9,1,1,1,70,61,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,9,47,0,5,0,12,32,79,8.8,6.6,0,0,0,79,0,NA,0,0,87.0%,NA,NA,NA,0,NA,5,12,0.417,5.0,34,33.3%,2.32,0,NA,NA,NA,NA,NA,0.147,NA,79,NA,NA,@ JAX,15,·,11.1,5.8
14,8228,Jaylen Warren,RB,26.9,PIT,16.0,17,18,15.2,13.7,12.2,1,1,1,52,26,0,0.0,0,0,0,0,0,0,0.00,13,0,0,0,0.00,0.00,3,1,0,0,1,3,48,49,16.3,16.3,8,0,0,62,0,22,13,1.63,50.0%,1,2.80,0.125,0,0.405,1,11,0.091,1.0,NA,8.8%,NA,0,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,@ BAL,13,·,12.1,3.1
14,10236,Dalton Kincaid,TE,25.9,BUF,8.0,6,6,14.1,12.1,10.1,1,1,0,64,22,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,0,0,2,1,5,41,41,10.3,8.2,0,0,0,41,0,NA,0,0,34.0%,NA,NA,NA,0,NA,3,5,0.600,3.0,19,17.9%,2.16,0,NA,NA,NA,NA,NA,0.105,NA,41,NA,NA,vs CIN,1,·,9.9,4.2
14,5892,David Montgomery,RB,28.3,DET,19.0,15,15,14.3,13.8,13.3,1,1,0,62,19,0,0.0,0,0,0,0,0,0,0.00,60,0,0,0,0.00,0.00,1,2,0,0,0,1,11,13,13.0,13.0,6,1,3,73,1,47,60,10,31.0%,4,7.80,0.667,4,1.447,4,7,0.571,4.0,NA,2.9%,NA,0,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,vs DAL,15,·,10.4,3.9
14,11589,Trey Benson,RB,23.2,ARI,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs LAR,30,IR,IR,IR
14,9753,Zach Charbonnet,RB,24.7,SEA,33.0,33,35,8.6,7.6,6.6,1,1,0,61,25,0,0.0,0,0,0,0,0,0,0.00,46,0,0,0,0.00,0.00,2,3,1,1,0,3,17,20,10.0,6.7,7,1,1,66,0,46,46,6.57,41.0%,2,6.60,0.286,1,0.946,2,10,0.200,2.0,NA,10.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,@ ATL,10,·,8.1,0.5
14,7553,Kyle Pitts,TE,25.0,ATL,6.0,7,8,15,12,9,1,1,1,64,59,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,58,0,3,0,10,32,90,15.0,9.0,0,0,0,90,0,NA,0,0,92.0%,NA,NA,NA,0,NA,3,10,0.300,3.0,29,33.3%,3.10,0,NA,NA,NA,NA,NA,0.103,NA,90,NA,NA,vs SEA,10,·,11.8,3.2
14,7594,Chuba Hubbard,RB,26.3,CAR,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,5927,Terry McLaurin,WR,30.0,WAS,45.0,42,40,7.1,5.6,4.1,1,1,1,52,32,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,33,0,2,0,6,8,41,13.7,6.8,0,0,0,41,0,NA,0,0,62.0%,NA,NA,NA,0,NA,2,6,0.333,2.0,23,25.0%,1.78,0,NA,NA,NA,NA,NA,0.087,NA,41,NA,NA,@ MIN,31,·,12.8,-5.7
14,6806,J.K. Dobbins,RB,26.8,DEN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ LV,12,IR,IR,IR
14,7021,Rico Dowdle,RB,27.3,CAR,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,11637,Keon Coleman,WR,22.4,BUF,70.0,72,76,3.6,2.6,1.6,1,1,0,64,18,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,11,0,1,0,3,5,16,8.0,5.3,0,0,0,16,0,NA,0,0,28.0%,NA,NA,NA,0,NA,1,3,0.333,1.0,8,10.7%,2.00,0,NA,NA,NA,NA,NA,0.125,NA,16,NA,NA,vs CIN,27,·,6.6,-3.0
14,6790,D'Andre Swift,RB,26.7,CHI,23.0,25,28,11.2,9.7,8.2,1,1,1,70,40,0,0.0,0,0,0,0,0,0,0.00,63,0,0,0,0.00,0.00,3,-6,0,1,0,4,25,19,6.3,4.8,13,0,4,82,0,35,63,4.85,57.0%,0,2.70,0.000,4,0.270,5,17,0.294,5.0,NA,11.4%,NA,0,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,@ GB,24,·,11.0,0.2
14,4983,D.J. Moore,WR,28.4,CHI,99.0,101,101,0.6,0.1,-0.4,1,1,1,70,58,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,-3,0,0,0,3,-1,-4,-4.0,-1.3,0,0,0,-4,0,NA,0,0,83.0%,NA,NA,NA,0,NA,0,3,0.000,0.0,33,8.6%,-0.12,0,NA,NA,NA,NA,NA,0.000,NA,-4,NA,NA,@ GB,21,·,11.6,-11.0
14,12474,Woody Marks,RB,24.8,HOU,14.0,14,14,15.6,14.6,13.6,1,1,1,70,61,0,0.0,0,0,0,0,0,0,0.00,68,0,0,0,0.00,0.00,2,-2,0,0,1,3,10,8,4.0,2.7,26,1,3,76,0,57,68,2.62,87.0%,7,2.20,0.269,3,0.489,4,29,0.138,4.0,NA,9.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,@ KC,26,·,12.3,3.3
14,5872,Deebo Samuel,WR,29.7,WAS,49.0,50,57,6.7,4.7,2.7,1,1,1,52,27,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,3,2,2,0,6,24,27,6.8,4.5,0,0,0,27,0,NA,0,0,52.0%,NA,NA,NA,0,NA,2,6,0.333,2.0,23,25.0%,1.17,0,NA,NA,NA,NA,NA,0.087,NA,27,NA,NA,@ MIN,31,·,12.8,-6.1
14,12499,Elic Ayomanor,WR,22.3,TEN,39.0,34,29,8.4,7.9,7.4,1,1,1,66,53,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,11,0,0,1,3,3,14,14.0,4.7,0,0,0,14,0,NA,0,0,80.0%,NA,NA,NA,0,NA,1,3,0.333,1.0,24,10.7%,0.58,0,NA,NA,NA,NA,NA,0.000,NA,14,NA,NA,@ CLE,28,·,6.8,1.6
14,7591,Justin Fields,QB,26.6,NYJ,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs MIA,9,OUT,OUT,OUT
14,12490,Bhayshul Tuten,RB,22.6,JAX,72.0,72,72,-1.5,-1.5,-1.5,1,1,0,64,2,2,0.0,0,0,0,0,0,0,0.00,5,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,2,0,1,5,0,NA,5,2.5,3.0%,NA,NA,NA,1,NA,1,2,0.500,1.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,vs IND,21,·,6.1,-7.6
14,9500,Josh Downs,WR,24.1,IND,51.0,53,64,6.3,4.3,2.3,1,1,1,70,46,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,21,0,2,0,5,2,23,5.8,4.6,0,0,0,23,0,NA,0,0,66.0%,NA,NA,NA,0,NA,2,5,0.400,2.0,25,13.9%,0.92,0,NA,NA,NA,NA,NA,0.080,NA,23,NA,NA,@ JAX,15,·,8.6,-2.3
14,2216,Mike Evans,WR,32.1,TB,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs NO,18,IR,IR,IR
14,4035,Alvin Kamara,RB,30.2,NO,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ TB,11,OUT,OUT,OUT
14,421,Matthew Stafford,QB,37.6,LAR,5.0,5,5,23.24,23.24,23.24,1,1,1,70,58,0,71.0,185,31,22,10,9,0,131.30,281,0,3,281,9.06,12.77,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,83.0%,NA,NA,NA,0,NA,13,31,NA,NA,NA,NA,NA,13,41.9%,2.58,9.7%,16.1%,7.80,NA,31,281,+4.7%,+0.43,@ ARI,23,·,20.4,2.8
14,12484,Jayden Higgins,WR,22.8,HOU,50.0,48,46,6.4,4.9,3.4,1,1,1,70,42,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,27,1,2,0,5,7,34,11.3,6.8,0,0,0,34,0,NA,0,0,60.0%,NA,NA,NA,0,NA,2,5,0.400,2.0,20,16.1%,1.70,0,NA,NA,NA,NA,NA,0.100,NA,34,NA,NA,@ KC,20,·,9.9,-3.5
14,8134,Khalil Shakir,WR,25.6,BUF,33.0,30,28,9.6,8.6,7.6,1,1,1,64,32,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,9,0,0,1,3,7,16,8.0,5.3,0,0,0,16,0,NA,0,0,50.0%,NA,NA,NA,0,NA,1,3,0.333,1.0,22,10.7%,0.73,0,NA,NA,NA,NA,NA,0.000,NA,16,NA,NA,vs CIN,27,·,12.6,-3.0
14,6803,Brandon Aiyuk,WR,27.5,SF,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,BYE,BYE,BYE,BYE,BYE
14,12498,Mason Taylor,TE,21.4,NYJ,14.0,15,17,10.1,7.6,5.1,1,1,0,58,38,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,19,2,3,0,8,32,51,10.2,6.4,0,0,0,51,0,NA,0,0,66.0%,NA,NA,NA,0,NA,3,8,0.375,3.0,26,23.5%,1.96,0,NA,NA,NA,NA,NA,0.115,NA,51,NA,NA,vs MIA,3,·,8.6,1.5
