WK,SLPR_ID,NM,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP PCT,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),VS,vsRK,INJ,PROJ,FPOE
12,6786,CeeDee Lamb,WR,26.5,DAL,28.0,29,29,11.5,9.5,7.5,1,1,1,74,63,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,66,2,2,0,11,9,75,18.8,6.8,0,0,0,75,0,NA,0,0,85.1%,NA,NA,NA,0,NA,2,11,0.182,2.0,32,30.6%,2.34,0,NA,NA,NA,NA,NA,0.063,NA,75,vs PHI,20,·,18.6,
12,11632,Malik Nabers,WR,22.2,NYG,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ DET,11,IR,IR,
12,11564,Drake Maye,QB,23.1,NE,12.0,12,12,16.96,16.96,16.96,1,1,1,71,71,0,62.9,189,35,22,11,13,1,87.10,316,1,1,294,8.40,13.36,0,0,0,0,0,0,0,0,0.0,0.0,5,0,2,22,0,NA,22,4.4,100.0%,NA,NA,NA,2,NA,14,40,NA,NA,NA,NA,NA,12,34.3%,3.05,2.9%,35.9%,8.40,NA,39,316,@ CIN,2,·,25.3,
12,12514,Emeka Egbuka,WR,23.0,TB,47.0,51,52,6.2,4.7,3.2,1,1,1,70,63,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,9,0,1,0,8,23,32,10.7,4.0,0,0,0,32,0,NA,0,0,90.0%,NA,NA,NA,0,NA,1,8,0.125,1.0,37,23.5%,0.86,0,NA,NA,NA,NA,NA,0.027,NA,32,@ LAR,16,·,12.3,
12,11604,Brock Bowers,TE,22.8,LV,7.0,10,12,11.5,8.5,5.5,1,1,1,79,76,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,40,0,3,0,9,15,55,9.2,6.1,0,0,0,55,0,NA,0,0,96.2%,NA,NA,NA,0,NA,3,9,0.333,3.0,51,20.5%,1.08,0,NA,NA,NA,NA,NA,0.059,NA,55,vs CLE,20,·,15.1,
12,6904,Jalen Hurts,QB,27.1,PHI,2.0,2,2,30.86,30.86,30.86,1,1,1,63,63,0,69.2,155,39,27,13,12,0,99.20,322,1,1,289,7.41,10.70,0,0,0,0,0,0,0,0,0.0,0.0,7,0,1,33,2,NA,33,4.71,100.0%,NA,NA,NA,3,NA,17,46,NA,NA,NA,NA,NA,14,35.9%,2.88,7.7%,38.1%,8.50,NA,42,322,@ DAL,1,·,25.7,
12,12527,Ashton Jeanty,RB,21.8,LV,4.0,5,8,24.8,20.8,16.8,1,1,1,79,64,0,0.0,0,0,0,0,0,0,0.00,50,0,0,0,0.00,0.00,8,-20,0,3,1,8,78,58,7.3,7.3,17,1,1,108,0,53,50,2.94,81.0%,8,3.10,0.471,1,0.781,5,25,0.200,5.0,NA,18.2%,NA,0,NA,NA,NA,NA,NA,NA,NA,108,vs CLE,28,·,14.3,
12,6797,Justin Herbert,QB,27.6,LAC,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,
12,6813,Jonathan Taylor,RB,26.7,IND,28.0,26,25,8.6,7.6,6.6,1,1,1,51,46,0,0.0,0,0,0,0,0,0,0.00,58,0,0,0,0.00,0.00,2,-6,1,0,0,3,14,8,4.0,2.7,16,3,2,66,0,46,58,3.63,90.2%,4,2.90,0.250,2,0.540,2,19,0.105,2.0,NA,9.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,66,@ KC,26,·,22.5,
12,8112,Drake London,WR,24.2,ATL,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ NO,17,OUT,OUT,
12,4046,Patrick Mahomes,QB,30.0,KC,10.0,10,10,18.08,18.08,18.08,1,1,1,96,96,0,63.0,134,46,29,15,17,1,77.40,382,4,0,352,7.65,12.14,0,0,0,0,0,0,0,0,0.0,0.0,4,0,2,30,0,NA,30,7.5,100.0%,NA,NA,NA,2,NA,17,50,NA,NA,NA,NA,NA,15,32.6%,3.10,8.7%,27.8%,7.60,NA,54,382,vs IND,20,·,24.9,
12,6770,Joe Burrow,QB,28.8,CIN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs NE,17,IR,20.1,
12,9226,De'Von Achane,RB,24.0,MIA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,
12,8130,Trey McBride,TE,25.8,ARI,2.0,3,6,16.9,12.4,7.9,1,1,1,84,74,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,9,43,0,6,0,10,36,79,8.8,7.9,0,0,0,79,0,NA,0,0,88.1%,NA,NA,NA,0,NA,6,10,0.600,6.0,52,20.0%,1.52,0,NA,NA,NA,NA,NA,0.115,NA,79,vs JAX,2,·,18.5,
12,12507,Omarion Hampton,RB,22.5,LAC,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,
12,11620,Rome Odunze,WR,23.3,CHI,39.0,38,39,8.3,6.8,5.3,1,1,1,65,51,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,33,0,3,0,9,20,53,17.7,5.9,0,0,0,53,0,NA,0,0,78.5%,NA,NA,NA,0,NA,3,9,0.333,3.0,30,25.7%,1.77,0,NA,NA,NA,NA,NA,0.100,NA,53,vs PIT,3,·,11.8,
12,12526,Tetairoa McMillan,WR,22.5,CAR,29.0,27,21,11.5,10.5,9.5,1,1,1,46,42,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,35,1,0,1,7,0,35,17.5,5.0,0,0,0,35,0,NA,0,0,91.3%,NA,NA,NA,0,NA,1,7,0.143,1.0,29,24.1%,1.21,0,NA,NA,NA,NA,NA,0.000,NA,35,@ SF,25,·,14.8,
12,11560,Caleb Williams,QB,23.9,CHI,6.0,6,6,21.66,21.66,21.66,1,1,1,65,65,1,54.3,141,35,19,8,16,0,104.30,260,1,3,239,6.83,12.58,0,0,0,0,0,0,0,0,0.0,0.0,4,0,1,21,0,NA,21,5.25,100.0%,NA,NA,NA,1,NA,12,39,NA,NA,NA,NA,NA,11,31.4%,2.68,2.9%,15.8%,8.10,NA,38,260,vs PIT,8,·,18.1,
12,12518,Tyler Warren,TE,23.4,IND,13.0,14,15,9.5,7,4.5,1,1,1,51,44,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,5,0,2,0,7,40,45,9.0,6.4,0,0,0,45,0,NA,0,0,86.3%,NA,NA,NA,0,NA,2,7,0.286,2.0,25,22.6%,1.80,0,NA,NA,NA,NA,NA,0.080,NA,45,@ KC,26,·,12.4,
12,12512,Quinshon Judkins,RB,21.9,CLE,10.0,9,9,16.7,16.7,16.7,1,1,1,51,25,0,0.0,0,0,0,0,0,0,0.00,47,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,16,2,1,47,2,54,47,2.94,49.0%,5,3.40,0.313,3,0.653,3,16,0.188,3.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,47,@ LV,19,·,13.7,
12,11584,Bucky Irving,RB,23.1,TB,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ LAR,30,OUT,OUT,
12,11631,Brian Thomas Jr.,WR,23.0,JAX,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ ARI,21,OUT,OUT,
12,8138,James Cook,RB,26.0,BUF,6.0,6,5,21.9,20.4,18.9,1,1,1,66,36,0,0.0,0,0,0,0,0,0,0.00,116,0,0,0,0.00,0.00,3,1,0,0,0,3,12,13,4.3,4.3,17,0,2,129,1,97,116,6.82,54.5%,3,5.70,0.176,3,0.746,3,20,0.150,3.0,NA,8.8%,NA,0,NA,NA,NA,NA,NA,NA,NA,129,@ HOU,25,·,19.3,
12,4892,Baker Mayfield,QB,30.4,TB,27.0,27,27,5.54,5.54,5.54,1,1,1,70,39,0,47.4,20,19,9,2,10,2,32.00,60,2,1,41,2.16,4.56,0,0,0,0,0,0,0,0,0.0,0.0,4,0,2,19,0,NA,19,4.75,55.7%,NA,NA,NA,2,NA,5,23,NA,NA,NA,NA,NA,3,15.8%,2.89,10.5%,33.3%,8.00,NA,24,60,@ LAR,27,·,20.4,
12,7569,Nico Collins,WR,26.5,HOU,38.0,37,37,8.5,7,5.5,1,1,1,59,44,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,36,0,2,0,3,19,55,18.3,18.3,0,0,0,55,0,NA,0,0,74.6%,NA,NA,NA,0,NA,2,3,0.667,2.0,24,10.0%,2.29,0,NA,NA,NA,NA,NA,0.083,NA,55,vs BUF,22,·,15.7,
12,8146,Garrett Wilson,WR,25.2,NYJ,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ BAL,9,IR,IR,
12,6804,Jordan Love,QB,26.9,GB,26.0,26,26,7.06,7.06,7.06,1,1,1,66,60,0,66.7,80,21,14,8,7,0,85.20,154,1,0,139,6.62,9.93,0,0,0,0,0,0,0,0,0.0,0.0,3,0,1,15,0,NA,15,5,90.9%,NA,NA,NA,1,NA,9,24,NA,NA,NA,NA,NA,8,38.1%,2.81,4.8%,47.8%,8.20,NA,23,154,vs MIN,21,·,18.1,
12,10229,Rashee Rice,WR,25.4,KC,6.0,8,9,24.1,20.1,16.1,1,1,1,96,60,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,8,33,0,6,0,12,108,141,17.6,11.8,0,0,0,141,0,NA,0,0,62.5%,NA,NA,NA,0,NA,6,12,0.500,6.0,36,26.1%,3.92,0,NA,NA,NA,NA,NA,0.167,NA,141,vs IND,10,·,17.5,
12,4866,Saquon Barkley,RB,28.6,PHI,19.0,24,30,12.4,8.9,5.4,1,1,1,63,52,1,0.0,0,0,0,0,0,0,0.00,22,0,0,0,0.00,0.00,7,0,0,3,0,8,52,52,7.4,6.5,10,0,1,74,0,26,22,2.2,82.5%,4,2.60,0.400,1,0.660,4,18,0.222,4.0,NA,20.5%,NA,0,NA,NA,NA,NA,NA,NA,NA,74,@ DAL,8,·,16.9,
12,11563,Bo Nix,QB,25.6,DEN,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,
12,12508,Jaxson Dart,QB,22.4,NYG,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ DET,12,OUT,OUT,
12,11635,Ladd McConkey,WR,23.9,LAC,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,
12,4034,Christian McCaffrey,RB,29.3,SF,2.0,3,4,27.2,23.7,20.2,1,1,1,70,58,1,0.0,0,0,0,0,0,0,0.00,89,0,0,0,0.00,0.00,7,1,0,4,0,7,52,53,7.6,7.6,24,0,5,142,1,62,89,3.71,82.9%,11,2.60,0.458,6,0.718,10,31,0.323,10.0,NA,21.9%,NA,0,NA,NA,NA,NA,NA,NA,NA,142,vs CAR,13,·,24.2,
12,8137,George Pickens,WR,24.6,DAL,4.0,4,4,29.6,25.1,20.6,1,1,1,74,58,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,9,117,0,6,1,9,29,146,16.2,16.2,0,0,0,146,0,NA,0,0,78.4%,NA,NA,NA,0,NA,7,9,0.778,7.0,30,25.0%,4.87,0,NA,NA,NA,NA,NA,0.200,NA,146,vs PHI,20,·,15.0,
12,11628,Marvin Harrison Jr.,WR,23.1,ARI,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs JAX,13,OUT,OUT,
12,5850,Josh Jacobs,RB,27.6,GB,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs MIN,20,Q,14.5,
12,8150,Kyren Williams,RB,25.1,LAR,38.0,35,33,5.8,5.3,4.8,1,1,1,56,37,0,0.0,0,0,0,0,0,0,0.00,46,0,0,0,0.00,0.00,1,2,0,0,0,1,0,2,2.0,2.0,12,2,2,48,0,36,46,3.83,66.1%,2,3.00,0.167,2,0.467,2,13,0.154,2.0,NA,2.9%,NA,0,NA,NA,NA,NA,NA,NA,NA,48,vs TB,6,·,13.4,
12,12481,Cam Skattebo,RB,23.6,NYG,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ DET,31,IR,IR,
12,8155,Breece Hall,RB,24.3,NYJ,15.0,16,19,13.9,11.9,9.9,1,1,1,59,42,1,0.0,0,0,0,0,0,0,0.00,44,0,0,0,0.00,0.00,4,-2,0,2,0,4,77,75,18.8,18.8,16,0,3,119,0,54,44,2.75,71.2%,3,3.40,0.188,3,0.528,5,20,0.250,5.0,NA,14.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,119,@ BAL,10,·,12.5,
12,9758,C.J. Stroud,QB,24.0,HOU,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs BUF,29,OUT,OUT,
12,8183,Brock Purdy,QB,25.8,SF,20.0,20,20,10.32,10.32,10.32,1,1,1,70,70,0,71.9,74,32,23,10,9,3,58.50,209,0,1,193,6.03,8.39,0,0,0,0,0,0,0,0,0.0,0.0,6,0,4,16,0,NA,16,2.67,100.0%,NA,NA,NA,4,NA,15,38,NA,NA,NA,NA,NA,11,34.4%,2.90,9.4%,21.2%,6.40,NA,33,209,vs CAR,24,·,23.0,
12,3294,Dak Prescott,QB,32.2,DAL,3.0,3,3,28.06,28.06,28.06,1,1,1,74,74,0,63.9,225,36,23,14,13,1,103.20,363,1,2,354,9.83,15.39,0,0,0,0,0,0,0,0,0.0,0.0,5,0,0,9,1,NA,9,1.8,100.0%,NA,NA,NA,1,NA,17,41,NA,NA,NA,NA,NA,16,44.4%,2.81,16.7%,30.0%,10.40,NA,40,363,vs PHI,22,·,21.7,
12,5859,A.J. Brown,WR,28.2,PHI,5.0,5,7,25,21,17,1,1,1,63,59,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,8,72,0,5,1,10,38,110,13.8,11.0,0,0,0,110,0,NA,0,0,93.7%,NA,NA,NA,0,NA,6,10,0.600,6.0,38,25.6%,2.89,0,NA,NA,NA,NA,NA,0.132,NA,110,@ DAL,1,·,15.7,
12,12529,TreVeyon Henderson,RB,22.9,NE,22.0,21,22,11.1,9.6,8.1,1,1,1,71,46,0,0.0,0,0,0,0,0,0,0.00,66,0,0,0,0.00,0.00,3,3,0,0,0,4,12,15,5.0,3.8,18,1,4,81,0,34,66,3.67,64.8%,3,1.90,0.167,4,0.357,4,22,0.182,4.0,NA,11.4%,NA,0,NA,NA,NA,NA,NA,NA,NA,81,@ CIN,1,·,15.1,
12,11624,Xavier Worthy,WR,22.4,KC,33.0,34,35,9.9,7.9,5.9,1,1,1,96,74,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,54,0,2,0,8,5,59,14.8,7.4,0,0,0,59,0,NA,0,0,77.1%,NA,NA,NA,0,NA,2,8,0.250,2.0,42,17.4%,1.40,0,NA,NA,NA,NA,NA,0.048,NA,59,vs IND,10,Q,10.5,
12,10859,Sam LaPorta,TE,24.7,DET,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs NYG,22,IR,IR,
12,9484,Tucker Kraft,TE,24.9,GB,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs MIN,7,IR,IR,
12,3163,Jared Goff,QB,31.0,DET,9.0,9,9,18.16,18.16,18.16,1,1,1,68,68,0,66.7,110,42,28,11,14,1,91.30,279,3,2,279,6.64,9.96,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,100.0%,NA,NA,NA,0,NA,13,42,NA,NA,NA,NA,NA,13,31.0%,2.69,9.5%,26.7%,5.20,NA,45,279,vs NYG,3,·,20.1,
12,9756,Jordan Addison,WR,23.7,MIN,999.0,999,999,0,0,0,1,1,1,44,43,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,97.7%,NA,NA,NA,0,NA,0,1,0.000,0.0,24,5.3%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,@ GB,23,·,10.4,
12,12530,Travis Hunter,WR,22.4,JAX,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ ARI,21,IR,IR,
12,5870,Daniel Jones,QB,28.3,IND,13.0,13,13,16.84,16.84,16.84,1,1,1,51,51,0,61.3,55,31,19,4,12,0,99.00,197,0,2,181,5.84,9.53,0,0,0,0,0,0,0,0,0.0,0.0,3,0,2,16,0,NA,16,5.33,100.0%,NA,NA,NA,2,NA,8,34,NA,NA,NA,NA,NA,6,19.4%,2.40,0.0%,40.6%,4.70,NA,32,197,@ KC,23,·,19.9,
12,7526,Jaylen Waddle,WR,26.8,MIA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,
