WK,SLPR_ID,NM,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP PCT,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),VS,vsRK,INJ,PROJ,FPOE
5,11604,Brock Bowers,TE,22.8,LV,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ IND,20,OUT,OUT,OUT
5,6904,Jalen Hurts,QB,27.1,PHI,14.0,14,14,19.5,19.5,19.5,1,1,1,61,61,0,60.5%,163,38,23,9,15,0,100.80,283,6,2,280,7.37,12.17,0,0,0,0,0,0,0,0,0.0,0.0,2,1,0,3,0,NA,3,1.5,100.0%,NA,NA,NA,0,NA,11,40,NA,NA,NA,NA,NA,11,28.9%,3.09,23.7%,33.3%,10.8,NA,45,283,vs DEN,29,·,21.4,-1.9
5,6786,CeeDee Lamb,WR,26.5,DAL,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ NYJ,13,OUT,OUT,OUT
5,6797,Justin Herbert,QB,27.6,LAC,21.0,20,20,15.64,15.64,15.64,1,1,1,67,61,0,75.9%,68,29,22,8,7,1,86.30,226,4,1,166,5.72,7.55,0,0,0,0,0,0,0,0,0.0,0.0,4,0,3,60,0,NA,60,15,91.0%,NA,NA,NA,3,NA,12,33,NA,NA,NA,NA,NA,9,31.0%,2.68,6.9%,34.3%,4.5,NA,35,226,vs WAS,8,·,21.7,-6.1
5,9488,Jaxon Smith-Njigba,WR,23.6,SEA,3.0,3,3,27.2,23.2,19.2,1,1,1,61,55,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,8,96,0,5,1,9,36,132,16.5,14.7,0,0,0,132,0,NA,0,0,90.2%,NA,NA,NA,0,NA,6,9,0.667,6.0,31,26.5%,4.26,0,NA,NA,NA,NA,NA,0.161,NA,132,vs TB,16,·,17.8,9.4
5,12514,Emeka Egbuka,WR,23.0,TB,1.0,1,1,31.3,27.8,24.3,1,1,1,61,52,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,7,131,0,5,1,7,32,163,23.3,23.3,0,0,0,163,0,NA,0,0,85.2%,NA,NA,NA,0,NA,6,7,0.857,6.0,31,21.2%,5.26,0,NA,NA,NA,NA,NA,0.161,NA,163,@ SEA,17,·,14.9,16.4
5,8130,Trey McBride,TE,25.8,ARI,20.0,23,23,9.1,6.6,4.1,1,1,1,67,61,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,13,0,2,0,7,28,41,8.2,5.9,0,0,0,41,0,NA,0,0,91.0%,NA,NA,NA,0,NA,2,7,0.286,2.0,30,21.9%,1.37,0,NA,NA,NA,NA,NA,0.067,NA,41,vs TEN,22,·,15.0,-5.9
5,12527,Ashton Jeanty,RB,21.8,LV,15.0,17,19,15.9,13.4,10.9,1,1,1,68,37,0,0.0%,0,0,0,0,0,0,0.00,67,0,0,0,0.00,0.00,5,2,0,1,0,7,40,42,8.4,6.0,14,0,3,109,0,39,67,4.79,54.4%,3,2.80,0.214,3,0.494,4,21,0.190,4.0,NA,19.4%,NA,0,NA,NA,NA,NA,NA,NA,NA,109,@ IND,24,·,15.9,0.0
5,6813,Jonathan Taylor,RB,26.7,IND,2.0,2,2,31.6,30.1,28.6,1,1,1,66,49,0,0.0%,0,0,0,0,0,0,0.00,66,0,0,0,0.00,0.00,3,6,1,0,0,4,14,20,6.7,5.0,17,0,3,86,3,34,66,3.88,74.2%,2,2.00,0.118,6,0.318,6,21,0.286,6.0,NA,12.5%,NA,0,NA,NA,NA,NA,NA,NA,NA,86,vs LV,10,·,19.4,12.2
5,6770,Joe Burrow,QB,28.8,CIN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs DET,11,IR,IR,IR
5,11564,Drake Maye,QB,23.1,NE,25.0,25,25,12.12,12.12,12.12,1,1,1,60,60,0,73.3%,173,30,22,13,8,0,101.10,285,4,0,273,9.10,12.41,0,0,0,0,0,0,0,0,0.0,0.0,3,0,1,12,0,NA,12,4,100.0%,NA,NA,NA,1,NA,14,33,NA,NA,NA,NA,NA,13,43.3%,3.17,10.0%,38.9%,7.8,NA,36,285,@ BUF,19,·,21.2,-9.1
5,4866,Saquon Barkley,RB,28.6,PHI,11.0,10,10,17.8,16.3,14.8,1,1,1,61,44,0,0.0%,0,0,0,0,0,0,0.00,30,0,0,0,0.00,0.00,3,31,0,0,1,3,27,58,19.3,19.3,6,0,1,88,0,23,30,5,72.1%,4,3.90,0.667,1,1.057,2,9,0.222,2.0,NA,7.9%,NA,0,NA,NA,NA,NA,NA,NA,NA,88,vs DEN,19,Q,16.5,1.3
5,11620,Rome Odunze,WR,23.3,CHI,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE
5,8112,Drake London,WR,24.2,ATL,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE
5,7569,Nico Collins,WR,26.5,HOU,18.0,17,15,16,14,12,1,1,1,70,40,0,0.0%,0,0,0,0,0,0,0.00,8,0,0,0,0.00,0.00,4,36,0,1,1,5,16,52,13.0,10.4,1,0,0,60,0,NA,8,8,57.1%,NA,NA,NA,0,NA,2,6,0.333,2.0,24,16.1%,2.17,0,NA,NA,NA,NA,NA,0.042,NA,60,@ BAL,2,·,15.4,0.6
5,9226,De'Von Achane,RB,24.0,MIA,14.0,16,21,16.6,13.6,10.6,1,1,1,55,48,0,0.0%,0,0,0,0,0,0,0.00,16,0,0,0,0.00,0.00,6,14,1,1,1,7,16,30,5.0,4.3,10,0,2,46,0,0,16,1.6,87.3%,2,0.00,0.200,2,0.200,4,17,0.235,4.0,NA,19.4%,NA,0,NA,NA,NA,NA,NA,NA,NA,46,@ CAR,16,·,22.2,-5.6
5,11560,Caleb Williams,QB,23.9,CHI,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE
5,11584,Bucky Irving,RB,23.1,TB,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ SEA,18,OUT,OUT,OUT
5,12526,Tetairoa McMillan,WR,22.5,CAR,25.0,28,35,13.3,10.3,7.3,1,1,1,70,63,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,62,0,4,0,8,11,73,12.2,9.1,0,0,0,73,0,NA,0,0,90.0%,NA,NA,NA,0,NA,4,8,0.500,4.0,31,26.7%,2.35,0,NA,NA,NA,NA,NA,0.129,NA,73,vs MIA,21,·,14.9,-1.6
5,11631,Brian Thomas Jr.,WR,23.0,JAX,30.0,30,31,12,10,8,1,1,1,58,54,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,58,0,3,0,6,22,80,20.0,13.3,0,0,0,80,0,NA,0,0,93.1%,NA,NA,NA,0,NA,3,6,0.500,3.0,28,24.0%,2.86,0,NA,NA,NA,NA,NA,0.107,NA,80,vs KC,31,·,14.2,-2.2
5,12507,Omarion Hampton,RB,22.5,LAC,21.0,24,27,13,10,7,1,1,1,67,39,0,0.0%,0,0,0,0,0,0,0.00,44,0,0,0,0.00,0.00,6,-18,0,1,0,6,44,26,4.3,4.3,12,3,2,70,0,50,44,3.67,58.2%,10,4.20,0.833,2,1.253,3,18,0.167,3.0,NA,18.2%,NA,0,NA,NA,NA,NA,NA,NA,NA,70,vs WAS,21,OUT,18.5,-5.5
5,4046,Patrick Mahomes,QB,30.0,KC,4.0,4,4,27.72,27.72,27.72,1,1,1,64,64,0,70.7%,167,41,29,14,12,1,91.30,378,0,1,318,7.76,10.97,0,0,0,0,0,0,0,0,0.0,0.0,6,1,3,60,1,NA,60,10,100.0%,NA,NA,NA,4,NA,19,47,NA,NA,NA,NA,NA,15,36.6%,2.88,14.6%,23.9%,9.4,NA,46,378,@ JAX,26,·,22.5,5.2
5,8138,James Cook,RB,26.0,BUF,42.0,38,35,4.9,4.9,4.9,1,1,1,68,49,0,0.0%,0,0,0,0,0,0,0.00,49,0,0,0,0.00,0.00,0,0,1,0,0,1,0,0,0.0,0.0,15,0,2,49,0,36,49,3.27,72.1%,4,2.40,0.267,2,0.507,2,16,0.125,2.0,NA,3.2%,NA,0,NA,NA,NA,NA,NA,NA,NA,49,vs NE,27,·,18.5,-13.6
5,6804,Jordan Love,QB,26.9,GB,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE
5,8146,Garrett Wilson,WR,25.2,NYJ,12.0,10,12,19.1,16.1,13.1,1,1,1,82,77,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,53,1,3,1,10,18,71,11.8,7.1,0,0,0,71,0,NA,0,0,93.9%,NA,NA,NA,0,NA,4,10,0.400,4.0,47,21.7%,1.51,0,NA,NA,NA,NA,NA,0.064,NA,71,vs DAL,1,·,15.5,3.6
5,12518,Tyler Warren,TE,23.4,IND,11.0,11,9,14.4,12.4,10.4,1,1,1,66,47,0,0.0%,0,1,0,0,1,0,39.60,0,0,0,0,0.00,0.00,4,33,0,1,1,4,11,44,11.0,11.0,0,0,0,44,0,NA,0,0,71.2%,NA,NA,NA,0,NA,2,5,0.400,2.0,24,12.5%,1.83,0,0.0%,NA,NA,NA,NA,0.042,NA,44,vs LV,25,·,12.8,1.6
5,11635,Ladd McConkey,WR,23.9,LAC,20.0,21,20,14.9,12.4,9.9,1,1,0,67,53,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,32,0,2,1,7,7,39,7.8,5.6,0,0,0,39,0,NA,0,0,79.1%,NA,NA,NA,0,NA,3,7,0.429,3.0,30,21.2%,1.30,0,NA,NA,NA,NA,NA,0.067,NA,39,vs WAS,10,·,12.7,2.2
5,11563,Bo Nix,QB,25.6,DEN,15.0,15,15,17.88,17.88,17.88,1,1,1,74,74,0,61.5%,120,39,24,11,15,0,87.80,264,2,1,242,6.21,10.08,0,0,0,0,0,0,0,0,0.0,0.0,3,0,1,22,0,NA,22,7.33,100.0%,NA,NA,NA,1,NA,13,42,NA,NA,NA,NA,NA,12,30.8%,2.68,12.8%,27.9%,8.9,NA,43,264,@ PHI,16,·,18.9,-1.0
5,12512,Quinshon Judkins,RB,21.9,CLE,20.0,18,15,13.8,13.3,12.8,1,1,1,70,39,0,0.0%,0,0,0,0,0,0,0.00,110,0,0,0,0.00,0.00,1,2,0,1,0,2,16,18,18.0,9.0,23,0,5,128,0,113,110,4.78,55.7%,4,4.90,0.174,5,0.664,6,25,0.240,6.0,NA,6.1%,NA,0,NA,NA,NA,NA,NA,NA,NA,128,vs MIN,15,·,14.9,-1.1
5,4892,Baker Mayfield,QB,30.4,TB,6.0,6,6,26.66,26.66,26.66,1,1,1,61,61,0,87.9%,177,33,29,15,4,0,134.70,394,1,2,379,11.48,13.07,0,0,0,0,0,0,0,0,0.0,0.0,5,0,1,15,0,NA,15,3,100.0%,NA,NA,NA,1,NA,18,38,NA,NA,NA,NA,NA,17,51.5%,2.95,9.1%,34.2%,7.2,NA,38,394,@ SEA,21,·,20.4,6.3
5,10229,Rashee Rice,WR,25.4,KC,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ JAX,24,SUS,SUS,SUS
5,4034,Christian McCaffrey,RB,29.3,SF,4.0,6,6,27.9,23.9,19.9,1,1,1,86,76,0,0.0%,0,0,0,0,0,0,0.00,57,0,0,0,0.00,0.00,8,2,0,4,1,9,80,82,10.3,9.1,22,0,2,139,0,59,57,2.59,88.4%,12,2.70,0.545,2,0.815,7,31,0.226,7.0,NA,18.4%,NA,0,NA,NA,NA,NA,NA,NA,NA,139,@ LAR,30,·,24.9,3.0
5,11628,Marvin Harrison Jr.,WR,23.1,ARI,22.0,23,24,13.8,11.8,9.8,1,1,1,67,52,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,88,0,4,0,5,10,98,24.5,19.6,0,0,0,98,0,NA,0,0,77.6%,NA,NA,NA,0,NA,4,5,0.800,4.0,31,15.6%,3.16,0,NA,NA,NA,NA,NA,0.129,NA,98,vs TEN,9,·,11.8,2.0
5,12529,TreVeyon Henderson,RB,22.9,NE,43.0,43,44,4.7,3.7,2.7,1,1,0,60,30,0,0.0%,0,0,0,0,0,0,0.00,24,0,0,0,0.00,0.00,2,-2,0,0,0,3,5,3,1.5,1.0,6,0,1,27,0,25,24,4,50.0%,1,4.10,0.167,1,0.577,1,9,0.111,1.0,NA,10.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,27,@ BUF,13,·,9.5,-4.8
5,8150,Kyren Williams,RB,25.1,LAR,3.0,3,5,31.1,27.1,23.1,1,1,1,68,62,1,0.0%,0,0,0,0,0,0,0.00,65,0,0,0,0.00,0.00,8,30,1,1,2,10,36,66,8.3,6.6,14,0,4,131,0,49,65,4.64,91.2%,2,3.50,0.143,4,0.493,7,24,0.292,7.0,NA,21.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,131,vs SF,14,·,13.9,17.2
5,5850,Josh Jacobs,RB,27.6,GB,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE
5,8183,Brock Purdy,QB,25.8,SF,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ LAR,17,OUT,OUT,OUT
5,8155,Breece Hall,RB,24.3,NYJ,12.0,13,13,17.5,15.5,13.5,1,1,1,82,51,1,0.0%,0,0,0,0,0,0,0.00,113,0,0,0,0.00,0.00,4,17,0,1,0,5,25,42,10.5,8.4,14,1,6,155,0,39,113,8.07,62.2%,5,2.80,0.357,6,0.637,7,19,0.368,7.0,NA,10.9%,NA,0,NA,NA,NA,NA,NA,NA,NA,155,vs DAL,5,·,15.8,1.7
5,5859,A.J. Brown,WR,28.2,PHI,48.0,52,56,9.3,6.8,4.3,1,1,1,61,57,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,29,0,3,0,8,14,43,8.6,5.4,0,0,0,43,0,NA,0,0,93.4%,NA,NA,NA,0,NA,3,8,0.375,3.0,42,21.1%,1.02,0,NA,NA,NA,NA,NA,0.071,NA,43,vs DEN,27,·,13.5,-4.2
5,9997,Zay Flowers,WR,25.0,BAL,29.0,33,38,12.2,9.7,7.2,1,1,1,43,36,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,42,0,1,0,5,30,72,14.4,14.4,0,0,0,72,0,NA,0,0,83.7%,NA,NA,NA,0,NA,1,5,0.200,1.0,21,25.0%,3.43,0,NA,NA,NA,NA,NA,0.048,NA,72,vs HOU,26,·,14.5,-2.3
5,12522,Cam Ward,QB,23.3,TEN,26.0,26,26,9,9,9,1,1,1,67,67,0,53.8%,184,39,21,12,18,1,64.60,259,2,0,265,6.79,12.62,0,0,0,0,0,0,0,0,0.0,0.0,5,1,0,-6,0,NA,-6,-1.2,100.0%,NA,NA,NA,0,NA,12,44,NA,NA,NA,NA,NA,12,30.8%,2.93,15.4%,23.8%,10.9,NA,42,259,@ ARI,25,·,14.8,-5.8
5,12508,Jaxson Dart,QB,22.4,NYG,16.0,16,16,17.58,17.58,17.58,1,1,1,73,73,1,65.0%,64,40,26,8,14,2,73.10,257,1,2,202,5.05,7.77,0,0,0,0,0,0,0,0,0.0,0.0,7,0,4,55,0,NA,55,7.86,100.0%,NA,NA,NA,4,NA,14,47,NA,NA,NA,NA,NA,10,25.0%,2.93,15.0%,34.8%,8.5,NA,46,257,@ NO,5,Q,19.7,-2.1
5,11638,Ricky Pearsall,WR,25.0,SF,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ LAR,12,OUT,OUT,OUT
5,9484,Tucker Kraft,TE,24.9,GB,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE
5,9758,C.J. Stroud,QB,24.0,HOU,1.0,1,1,28.76,28.76,28.76,1,1,1,70,56,0,85.2%,167,27,23,9,4,0,143.90,274,2,4,244,9.04,10.61,0,0,0,0,0,0,0,0,0.0,0.0,1,0,1,30,0,NA,30,30,80.0%,NA,NA,NA,1,NA,14,28,NA,NA,NA,NA,NA,13,48.1%,2.67,7.4%,30.0%,7.5,NA,30,274,@ BAL,2,·,15.4,13.4
5,8151,Kenneth Walker III,RB,24.9,SEA,26.0,26,24,9.6,9.1,8.6,1,1,1,61,27,0,0.0%,0,0,0,0,0,0,0.00,86,0,0,0,0.00,0.00,1,0,0,0,0,1,0,0,0.0,0.0,10,1,3,86,0,19,86,8.6,44.3%,2,1.90,0.200,3,0.390,3,11,0.273,3.0,NA,2.9%,NA,0,NA,NA,NA,NA,NA,NA,NA,86,vs TB,17,·,12.0,-2.4
5,3163,Jared Goff,QB,31.0,DET,13.0,13,13,20.12,20.12,20.12,1,1,1,62,62,1,82.6%,86,23,19,11,4,0,153.00,256,4,3,258,11.22,13.58,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0,-2,0,NA,-2,-1,100.0%,NA,NA,NA,0,NA,14,25,NA,NA,NA,NA,NA,14,60.9%,2.60,4.3%,29.6%,4.8,NA,27,256,@ CIN,7,·,20.0,0.1
5,8148,Jameson Williams,WR,24.5,DET,89.0,89,88,2,1.5,1,1,1,1,62,51,0,0.0%,0,0,0,0,0,0,0.00,1,0,0,0,0.00,0.00,1,7,0,1,0,1,2,9,9.0,9.0,1,0,0,10,0,NA,1,1,82.3%,NA,NA,NA,0,NA,1,2,0.500,1.0,24,4.2%,0.38,0,NA,NA,NA,NA,NA,0.042,NA,10,@ CIN,11,·,12.3,-10.3
5,10859,Sam LaPorta,TE,24.7,DET,4.0,4,4,20.2,17.7,15.2,1,1,1,62,58,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,23,0,3,1,6,69,92,18.4,15.3,0,0,0,92,0,NA,0,0,93.5%,NA,NA,NA,0,NA,4,6,0.667,4.0,21,25.0%,4.38,0,NA,NA,NA,NA,NA,0.143,NA,92,@ CIN,1,·,11.7,8.5
5,3198,Derrick Henry,RB,31.7,BAL,29.0,25,23,9.3,9.3,9.3,1,1,1,43,28,0,0.0%,0,0,0,0,0,0,0.00,33,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,15,0,2,33,1,38,33,2.2,65.1%,0,2.50,0.000,3,0.250,3,16,0.188,3.0,NA,5.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,33,vs HOU,20,·,18.1,-8.8
