SZN,SLPR_ID,PLAYER NAME,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP%,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),VS,vsRK,INJ,PROJ,FPOE
3,7567,Kenneth Gainwell,RB,26.5,PIT,28.0,28,24,9.6,9.1,8.6,1,1,0,54,14,0,0.0%,0,0,0,0,0,0,0.00,16,0,0,0,0.00,0.00,1,-4,0,0,0,1,14,10,10.0,10.0,4,0,1,26,1,9,16,4,26.0%,0,2.30,0.000,2,0.230,2,5,0.400,2.0,NA,4.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,26,@ NE,27,·,9.9,-0.3
3,9506,Sean Tucker,RB,23.9,TB,999.0,999,999,0,0,0,1,0,0,72,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs NYJ,9,·,1.0,-1.0
3,8180,Jalen Nailor,WR,26.6,MIN,57.0,56,56,6.7,5.2,3.7,1,1,1,60,50,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,24,0,2,0,5,13,37,12.3,7.4,0,0,0,37,0,NA,0,0,83.0%,NA,NA,NA,0,NA,2,5,0.400,2.0,25,20.8%,1.48,0,NA,NA,NA,NA,NA,0.080,NA,37,vs CIN,11,·,9.6,-2.9
3,5001,Dalton Schultz,TE,29.2,HOU,17.0,20,20,8.9,6.4,3.9,1,1,1,63,50,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,28,0,2,0,6,11,39,7.8,6.5,0,0,0,39,0,NA,0,0,79.0%,NA,NA,NA,0,NA,2,6,0.333,2.0,29,15.8%,1.34,0,NA,NA,NA,NA,NA,0.069,NA,39,@ JAX,27,·,8.4,0.5
3,12544,LeQuint Allen,RB,21.1,JAX,64.0,66,68,1.9,1.4,0.9,1,1,0,70,21,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,3,0,0,0,1,6,9,9.0,9.0,0,0,0,9,0,0,0,0,30.0%,0,0.00,NA,0,NA,0,1,0.000,0.0,NA,2.5%,NA,0,NA,NA,NA,NA,NA,NA,NA,9,vs HOU,20,·,1.7,0.2
3,8143,Jerome Ford,RB,26.0,CLE,48.0,53,67,5,3,1,1,1,0,66,24,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,-5,0,0,0,4,15,10,2.5,2.5,0,0,0,10,0,0,0,0,36.0%,0,0.00,NA,0,NA,0,4,0.000,0.0,NA,11.1%,NA,0,NA,NA,NA,NA,NA,NA,NA,10,vs GB,31,·,6.6,-1.6
3,12641,Jaylin Lane,WR,23.4,WAS,55.0,46,39,6.8,6.3,5.8,1,1,0,58,14,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,-4,0,0,0,2,2,-2,-2.0,-1.0,0,0,0,-2,0,NA,0,0,24.0%,NA,NA,NA,0,NA,0,2,0.000,0.0,11,9.5%,-0.18,0,NA,NA,NA,NA,NA,0.000,NA,-2,vs LV,4,·,6.3,0.5
3,12493,Oronde Gadsden,TE,22.2,LAC,14.0,17,18,9.6,7.1,4.6,1,1,0,86,22,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,40,0,3,0,7,6,46,9.2,6.6,0,0,0,46,0,NA,0,0,26.0%,NA,NA,NA,0,NA,3,7,0.429,3.0,15,14.9%,3.07,0,NA,NA,NA,NA,NA,0.200,NA,46,vs DEN,24,·,2.0,7.6
3,1426,DeAndre Hopkins,WR,33.3,BAL,100.0,95,92,2.3,1.8,1.3,1,1,0,57,14,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,13,0,1,0,2,0,13,13.0,6.5,0,0,0,13,0,NA,0,0,25.0%,NA,NA,NA,0,NA,1,2,0.500,1.0,7,7.1%,1.86,0,NA,NA,NA,NA,NA,0.143,NA,13,vs DET,6,·,5.4,-3.1
3,7021,Rico Dowdle,RB,27.3,CAR,24.0,21,20,10.8,10.3,9.8,1,1,0,58,23,0,0.0%,0,0,0,0,0,0,0.00,30,0,0,0,0.00,0.00,1,-7,0,1,0,1,15,8,8.0,8.0,10,1,2,38,1,29,30,3,40.0%,2,2.90,0.200,3,0.490,4,11,0.364,4.0,NA,4.2%,NA,0,NA,NA,NA,NA,NA,NA,NA,38,vs ATL,32,·,4.4,6.4
3,11557,Joe Milton,QB,25.6,DAL,35.0,35,35,0.64,0.64,0.64,1,1,0,74,10,0,60.0%,34,5,3,2,2,1,46.70,41,0,0,41,8.20,13.67,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,14.0%,NA,NA,NA,0,NA,2,5,NA,NA,NA,NA,NA,2,40.0%,3.16,20.0%,0.0%,13.9,NA,5,41,@ CHI,15,·,DNP,DNP
3,10219,Chris Rodriguez,RB,25.0,WAS,53.0,49,44,3.9,3.9,3.9,1,1,1,58,22,0,0.0%,0,0,0,0,0,0,0.00,39,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,11,0,1,39,0,19,39,3.55,38.0%,0,1.70,0.000,1,0.170,1,11,0.091,1.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,39,vs LV,10,·,5.6,-1.7
3,9487,Parker Washington,WR,23.5,JAX,53.0,54,59,7.4,5.4,3.4,1,1,0,70,50,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,22,2,2,0,11,12,34,8.5,3.1,0,0,0,34,0,NA,0,0,71.0%,NA,NA,NA,0,NA,2,11,0.182,2.0,31,27.5%,1.10,0,NA,NA,NA,NA,NA,0.065,NA,34,vs HOU,26,·,4.2,3.2
3,9481,Luke Musgrave,TE,25.0,GB,999.0,999,999,0,0,0,1,1,0,65,13,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,20.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ CLE,19,·,5.0,-5.0
3,12467,Jordan James,RB,21.5,SF,999.0,999,999,0,0,0,0,0,0,65,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs ARI,12,OUT,OUT,OUT
3,11603,AJ Barner,TE,23.4,SEA,38.0,37,31,3.3,2.8,2.3,1,1,1,57,31,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,20,0,1,0,1,3,23,23.0,23.0,0,0,0,23,0,NA,0,0,54.0%,NA,NA,NA,0,NA,1,1,1.000,1.0,9,4.8%,2.56,0,NA,NA,NA,NA,NA,0.111,NA,23,vs NO,4,·,5.3,-2.0
3,11581,MarShawn Lloyd,RB,24.7,GB,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ CLE,28,IR,IR,IR
3,12502,Gunnar Helm,TE,23.0,TEN,28.0,27,28,5.7,4.2,2.7,1,1,0,70,27,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,7,0,2,0,3,20,27,9.0,9.0,0,0,0,27,0,NA,0,0,39.0%,NA,NA,NA,0,NA,2,3,0.667,2.0,15,7.9%,1.80,0,NA,NA,NA,NA,NA,0.133,NA,27,vs IND,20,·,2.5,3.2
3,5857,Noah Fant,TE,27.8,CIN,29.0,35,51,5.6,3.1,0.6,1,1,1,56,18,1,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,13,0,1,0,5,13,26,5.2,5.2,0,0,0,26,0,NA,0,0,32.0%,NA,NA,NA,0,NA,1,5,0.200,1.0,12,18.5%,2.17,0,NA,NA,NA,NA,NA,0.083,NA,26,@ MIN,14,·,5.6,0.0
3,8119,Jahan Dotson,WR,25.5,PHI,111.0,111,108,1.7,1.2,0.7,1,1,0,67,52,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,5,0,0,0,3,2,7,7.0,2.3,0,0,0,7,0,NA,0,0,78.0%,NA,NA,NA,0,NA,0,3,0.000,0.0,31,9.4%,0.23,0,NA,NA,NA,NA,NA,0.000,NA,7,vs LAR,12,·,3.9,-2.2
3,12482,Savion Williams,WR,23.8,GB,120.0,120,120,-0.1,-0.1,-0.1,1,1,0,65,6,0,0.0%,0,0,0,0,0,0,0.00,-1,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,2,1,0,-1,0,NA,-1,-0.5,9.0%,NA,NA,NA,0,NA,0,2,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-1,@ CLE,8,·,1.8,-1.9
3,19,Joe Flacco,QB,40.7,CLE,32.0,32,32,4.68,4.68,4.68,1,1,1,66,66,0,58.3%,74,36,21,7,15,1,55.60,142,2,0,142,3.94,6.76,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,100.0%,NA,NA,NA,0,NA,7,36,NA,NA,NA,NA,NA,7,19.4%,2.81,8.3%,42.1%,7.0,NA,38,142,vs GB,27,·,18.9,-14.2
3,10235,Roschon Johnson,RB,24.6,CHI,999.0,999,999,0,0,0,1,0,0,59,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs DAL,5,·,0.8,-0.8
3,12540,Chimere Dike,WR,23.8,TEN,86.0,92,113,3.5,2,0.5,1,1,1,70,29,0,0.0%,0,0,0,0,0,0,0.00,3,0,0,0,0.00,0.00,3,-6,0,0,0,4,8,2,0.7,0.5,2,0,0,5,0,NA,3,1.5,41.0%,NA,NA,NA,0,NA,0,6,0.000,0.0,13,10.5%,0.15,0,NA,NA,NA,NA,NA,0.000,NA,5,vs IND,5,·,2.7,0.8
3,4098,Kareem Hunt,RB,30.1,KC,22.0,19,17,11.4,10.9,10.4,1,1,0,72,32,0,0.0%,0,0,0,0,0,0,0.00,34,0,0,0,0.00,0.00,1,-3,0,1,0,1,13,10,10.0,10.0,10,0,1,44,1,37,34,3.4,44.0%,1,3.70,0.100,2,0.470,3,11,0.273,3.0,NA,2.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,44,@ NYG,6,·,9.4,2.0
3,10226,Andrei Iosivas,WR,25.9,CIN,999.0,999,999,0,0,0,1,1,0,56,35,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,63.0%,NA,NA,NA,0,NA,0,0,NA,0.0,16,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,@ MIN,32,·,4.1,-4.1
3,5906,Dawson Knox,TE,28.8,BUF,999.0,999,999,0,0,0,1,1,1,60,32,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,53.0%,NA,NA,NA,0,NA,0,0,NA,0.0,12,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,vs MIA,6,·,3.9,-3.9
3,12523,Jimmy Horn,WR,23.0,CAR,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs ATL,30,·,DNP,DNP
3,7828,Noah Gray,TE,26.4,KC,33.0,33,36,4.7,3.2,1.7,1,1,0,72,49,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,5,0,1,0,6,12,17,5.7,2.8,0,0,0,17,0,NA,0,0,68.0%,NA,NA,NA,0,NA,1,6,0.167,1.0,19,16.2%,0.89,0,NA,NA,NA,NA,NA,0.053,NA,17,@ NYG,23,·,5.7,-1.0
3,10218,Xavier Hutchinson,WR,25.3,HOU,73.0,79,85,4.6,3.1,1.6,1,1,1,63,39,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,9,0,0,0,3,7,16,5.3,5.3,0,0,0,16,0,NA,0,0,62.0%,NA,NA,NA,0,NA,0,3,0.000,0.0,28,7.9%,0.57,0,NA,NA,NA,NA,NA,0.000,NA,16,@ JAX,24,·,3.4,1.2
3,11623,Jordan Whittington,WR,25.0,LAR,87.0,87,90,3.4,2.4,1.4,1,1,1,66,33,0,0.0%,0,0,0,0,0,0,0.00,7,0,0,0,0.00,0.00,2,7,0,0,0,3,0,7,3.5,2.3,2,0,0,14,0,NA,7,3.5,50.0%,NA,NA,NA,0,NA,0,5,0.000,0.0,12,8.8%,0.58,0,NA,NA,NA,NA,NA,0.000,NA,14,@ PHI,15,·,2.2,1.2
3,3161,Carson Wentz,QB,32.7,MIN,13.0,13,13,15.32,15.32,15.32,1,1,1,60,48,0,70.0%,92,20,14,7,6,0,129.80,177,3,2,173,8.65,12.36,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0,4,0,NA,4,2,80.0%,NA,NA,NA,0,NA,9,22,NA,NA,NA,NA,NA,9,45.0%,2.43,5.0%,44.0%,8.9,NA,25,177,vs CIN,7,Q,16.6,-1.3
3,7596,Elijah Moore,WR,25.5,BUF,61.0,58,52,6.1,5.1,4.1,1,1,0,60,14,0,0.0%,0,0,0,0,0,0,0.00,11,0,0,0,0.00,0.00,2,1,0,1,0,3,29,30,15.0,10.0,1,0,1,41,0,NA,11,11,23.0%,NA,NA,NA,1,NA,2,4,0.500,2.0,8,10.7%,3.75,0,NA,NA,NA,NA,NA,0.125,NA,41,vs MIA,21,OUT,1.9,4.2
3,5995,Justice Hill,RB,27.8,BAL,36.0,38,42,7.5,6,4.5,1,1,0,57,29,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,4,0,1,0,4,41,45,15.0,11.3,0,0,0,45,0,0,0,0,51.0%,1,0.00,NA,0,NA,1,4,0.250,1.0,NA,14.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,45,vs DET,26,·,5.7,1.8
3,11571,Isaiah Davis,RB,23.6,NYJ,999.0,999,999,0,0,0,1,1,0,69,9,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,13.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ TB,17,·,3.6,-3.6
3,12542,Efton Chism,WR,23.9,NE,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs PIT,22,OUT,OUT,OUT
3,5955,Hunter Renfrow,WR,29.8,CAR,98.0,101,110,2.6,1.6,0.6,1,1,0,58,17,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,-1,0,0,0,4,7,6,3.0,1.5,0,0,0,6,0,NA,0,0,29.0%,NA,NA,NA,0,NA,0,4,0.000,0.0,11,16.7%,0.55,0,NA,NA,NA,NA,NA,0.000,NA,6,vs ATL,30,·,9.4,-6.8
3,12511,Will Howard,QB,24.0,PIT,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ NE,12,IR,IR,IR
3,8117,Jalen Tolbert,WR,26.6,DAL,52.0,51,47,7.4,5.9,4.4,1,1,0,74,65,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,16,0,3,0,6,8,24,8.0,4.0,0,0,0,24,0,NA,0,0,88.0%,NA,NA,NA,0,NA,3,6,0.500,3.0,42,13.3%,0.57,0,NA,NA,NA,NA,NA,0.071,NA,24,@ CHI,23,·,4.7,2.7
3,11650,Luke McCaffrey,WR,24.5,WAS,23.0,20,19,14.6,13.1,11.6,1,1,0,58,21,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,14,0,0,1,3,42,56,18.7,18.7,0,0,0,56,0,NA,0,0,36.0%,NA,NA,NA,0,NA,1,3,0.333,1.0,11,14.3%,5.09,0,NA,NA,NA,NA,NA,0.000,NA,56,vs LV,4,·,2.9,11.7
3,6149,Darius Slayton,WR,28.7,NYG,54.0,59,64,7,5,3,1,1,0,66,50,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,25,0,1,0,4,5,30,7.5,7.5,0,0,0,30,0,NA,0,0,76.0%,NA,NA,NA,0,NA,1,4,0.250,1.0,26,12.5%,1.15,0,NA,NA,NA,NA,NA,0.038,NA,30,vs KC,31,Q,5.4,1.6
3,6151,Miles Sanders,RB,28.4,DAL,32.0,33,35,8.3,6.8,5.3,1,1,0,74,27,0,0.0%,0,0,0,0,0,0,0.00,41,0,0,0,0.00,0.00,3,10,0,0,0,3,2,12,4.0,4.0,9,1,2,53,0,37,41,4.56,36.0%,2,4.10,0.222,2,0.632,2,12,0.167,2.0,NA,6.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,53,@ CHI,7,OUT,5.4,2.9
3,11629,Devontez Walker,WR,24.3,BAL,78.0,67,58,4.4,3.9,3.4,1,1,0,57,7,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,32,0,1,0,1,2,34,34.0,34.0,0,0,0,34,0,NA,0,0,12.0%,NA,NA,NA,0,NA,1,1,1.000,1.0,6,3.6%,5.67,0,NA,NA,NA,NA,NA,0.167,NA,34,vs DET,6,·,2.5,1.9
3,6271,Olamide Zaccheaus,WR,28.2,CHI,58.0,57,57,6.6,5.1,3.6,1,1,0,59,34,0,0.0%,0,0,0,0,0,0,0.00,12,0,0,0,0.00,0.00,3,17,0,1,0,4,7,24,8.0,6.0,1,0,1,36,0,NA,12,12,58.0%,NA,NA,NA,1,NA,2,5,0.400,2.0,16,14.3%,1.50,0,NA,NA,NA,NA,NA,0.063,NA,36,vs DAL,1,·,6.2,0.4
3,1689,Adam Thielen,WR,35.1,MIN,999.0,999,999,0,0,0,1,1,1,60,45,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,1,0,0,2,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,75.0%,NA,NA,NA,0,NA,0,2,0.000,0.0,24,8.3%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,vs CIN,11,·,9.0,-9.0
3,4993,Mike Gesicki,TE,30.0,CIN,51.0,51,50,1.6,1.1,0.6,1,1,0,56,17,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,3,0,0,0,3,3,6,6.0,2.0,0,0,0,6,0,NA,0,0,30.0%,NA,NA,NA,0,NA,0,3,0.000,0.0,11,11.1%,0.55,0,NA,NA,NA,NA,NA,0.000,NA,6,@ MIN,14,·,5.8,-4.2
3,8129,Dameon Pierce,RB,25.6,HOU,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ JAX,29,·,DNP,DNP
3,12500,Quinn Ewers,QB,22.4,MIA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ BUF,19,OUT,OUT,OUT
3,12496,Tai Felton,WR,22.5,MIN,105.0,104,98,1.9,1.4,0.9,1,1,0,60,12,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,7,0,0,0,1,2,9,9.0,9.0,0,0,0,9,0,NA,0,0,20.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,4,4.2%,2.25,0,NA,NA,NA,NA,NA,0.000,NA,9,vs CIN,11,·,0.6,1.3
3,12485,Tez Johnson,WR,23.4,TB,999.0,999,999,0,0,0,1,1,0,72,21,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,29.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs NYJ,13,·,2.1,-2.1
3,9497,Jalin Hyatt,WR,24.0,NYG,999.0,999,999,0,0,0,1,1,0,66,6,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,9.0%,NA,NA,NA,0,NA,0,0,NA,0.0,4,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,vs KC,31,·,0.1,-0.1
3,4040,JuJu Smith-Schuster,WR,28.8,KC,38.0,41,42,9.5,7.5,5.5,1,1,1,72,50,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,18,0,3,0,4,37,55,13.8,13.8,0,0,0,55,0,NA,0,0,69.0%,NA,NA,NA,0,NA,3,4,0.750,3.0,27,10.8%,2.04,0,NA,NA,NA,NA,NA,0.111,NA,55,@ NYG,3,·,5.7,3.8
3,11834,Devaughn Vele,WR,27.8,NO,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ SEA,17,·,DNP,DNP
3,8917,KaVontae Turpin,WR,29.1,DAL,42.0,40,35,8.8,7.8,6.8,1,1,0,74,49,0,0.0%,0,0,0,0,0,0,0.00,4,0,0,0,0.00,0.00,2,58,0,2,0,3,6,64,32.0,21.3,1,0,0,68,0,NA,4,4,66.0%,NA,NA,NA,0,NA,2,4,0.500,2.0,33,6.7%,1.94,0,NA,NA,NA,NA,NA,0.061,NA,68,@ CHI,23,OUT,6.4,2.4
3,5096,Ray-Ray McCloud,WR,28.9,ATL,81.0,83,83,4,3,2,1,1,1,66,46,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,-2,0,1,0,5,22,20,10.0,4.0,0,0,0,20,0,NA,0,0,70.0%,NA,NA,NA,0,NA,1,5,0.200,1.0,28,11.6%,0.71,0,NA,NA,NA,NA,NA,0.036,NA,20,@ CAR,29,·,5.2,-1.2
3,11640,Jermaine Burton,WR,24.2,CIN,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ MIN,32,OUT,OUT,OUT
3,12516,Kalel Mullings,RB,23.0,TEN,999.0,999,999,0,0,0,1,0,0,70,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs IND,24,IR,1.2,-1.2
3,8161,Malik Willis,QB,26.3,GB,999.0,999,999,0,0,0,1,0,0,65,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ CLE,24,·,DNP,DNP
3,6039,Ty Johnson,RB,28.0,BUF,55.0,57,56,3.1,2.6,2.1,1,1,0,60,15,0,0.0%,0,0,0,0,0,0,0.00,13,0,0,0,0.00,0.00,1,1,1,1,0,2,7,8,8.0,4.0,3,0,1,21,0,12,13,4.33,25.0%,0,3.90,0.000,1,0.390,2,5,0.400,2.0,NA,7.1%,NA,0,NA,NA,NA,NA,NA,NA,NA,21,vs MIA,4,·,3.9,-0.8
3,8698,Jake Tonges,TE,26.2,SF,36.0,36,34,4.1,3.1,2.1,1,1,1,65,45,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,14,0,2,0,3,7,21,10.5,7.0,0,0,0,21,0,NA,0,0,69.0%,NA,NA,NA,0,NA,2,3,0.667,2.0,29,7.3%,0.72,0,NA,NA,NA,NA,NA,0.069,NA,21,vs ARI,12,·,6.4,-2.3
3,8147,John Metchie,WR,25.2,PHI,110.0,109,105,1.8,1.3,0.8,1,1,0,67,2,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,4,0,1,0,1,4,8,8.0,8.0,0,0,0,8,0,NA,0,0,3.0%,NA,NA,NA,0,NA,1,1,1.000,1.0,1,3.1%,8.00,0,NA,NA,NA,NA,NA,1.000,NA,8,vs LAR,12,·,0.5,1.3
3,6945,Antonio Gibson,RB,27.2,NE,70.0,70,69,0.8,0.8,0.8,1,1,0,74,19,1,0.0%,0,0,0,0,0,0,0.00,28,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,7,1,2,28,0,21,28,4,26.0%,1,3.00,0.143,2,0.443,2,7,0.286,2.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,28,vs PIT,23,OUT,3.0,-2.2
