WK,SLPR_ID,NM,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP PCT,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),CMP%OE,EPA/DB,VS,vsRK,INJ,PROJ,FPOE
16,8130,Trey McBride,TE,25.8,ARI,21.0,21,29,6.7,4.7,2.7,1,1,1,57,55,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,12,1,1,0,8,15,27,6.8,3.4,0,0,0,27,0,NA,0,0,96.5%,NA,NA,NA,0,NA,1,8,0.125,1.0,30,25.8%,0.90,0,NA,NA,NA,NA,NA,0.033,NA,27,NA,NA,vs ATL,31,·,18.89,-12.2
16,12507,Omarion Hampton,RB,22.5,LAC,19.0,16,14,16.5,16,15.5,1,1,0,64,35,0,0.0,0,0,0,0,0,0,0.00,85,0,0,0,0.00,0.00,1,4,0,0,0,2,6,10,10.0,5.0,16,3,3,95,1,62,85,5.31,54.7%,7,3.90,0.438,4,0.828,4,18,0.222,4.0,NA,6.9%,NA,0,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,@ DAL,8,·,12.7,3.8
16,11620,Rome Odunze,WR,23.3,CHI,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs GB,13,OUT,11.13,-11.1
16,12526,Tetairoa McMillan,WR,22.5,CAR,14.0,13,13,19.3,16.3,13.3,1,1,1,54,47,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,60,0,3,1,10,13,73,12.2,7.3,0,0,0,73,0,NA,0,0,87.0%,NA,NA,NA,0,NA,4,10,0.400,4.0,32,31.3%,2.28,0,NA,NA,NA,NA,NA,0.094,NA,73,NA,NA,vs TB,16,·,14.68,4.6
16,11560,Caleb Williams,QB,23.9,CHI,9.0,9,9,21,21,21,1,1,1,64,64,0,55.9,161,34,19,8,15,0,98.90,280,0,2,250,7.35,13.16,0,0,0,0,0,0,0,0,0.0,0.0,3,0,1,30,0,NA,30,10,100.0%,NA,NA,NA,1,NA,11,37,NA,NA,NA,NA,NA,10,29.4%,3.13,8.8%,35.1%,9.70,NA,37,280,+2.0%,+0.22,vs GB,22,·,17.44,3.6
16,12518,Tyler Warren,TE,23.4,IND,24.0,24,26,6,4.5,3,1,1,1,60,53,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,13,0,1,0,9,17,30,10.0,3.3,0,0,0,30,0,NA,0,0,88.3%,NA,NA,NA,0,NA,1,9,0.111,1.0,32,25.0%,0.94,0,NA,NA,NA,NA,NA,0.031,NA,30,NA,NA,vs SF,6,·,10.83,-4.8
16,12512,Quinshon Judkins,RB,21.9,CLE,30.0,38,44,10.1,7.6,5.1,1,1,1,66,26,0,0.0,0,0,0,0,0,0,0.00,22,0,0,0,0.00,0.00,5,-3,1,2,0,6,32,29,5.8,4.8,8,0,2,51,0,24,22,2.75,39.4%,1,3.00,0.125,2,0.425,4,14,0.286,4.0,NA,20.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,vs BUF,4,·,12.77,-2.7
16,11584,Bucky Irving,RB,23.1,TB,43.0,41,35,7.1,7.1,7.1,1,1,1,64,40,0,0.0,0,0,0,0,0,0,0.00,71,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,19,0,4,71,0,57,71,3.74,62.5%,2,3.00,0.105,4,0.405,4,19,0.211,4.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,@ CAR,9,·,16.21,-9.1
16,11631,Brian Thomas Jr.,WR,23.0,JAX,83.0,82,87,3.8,2.8,1.8,1,1,1,70,51,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,18,0,1,0,3,0,18,9.0,6.0,0,0,0,18,0,NA,0,0,72.9%,NA,NA,NA,0,NA,1,3,0.333,1.0,36,8.3%,0.50,0,NA,NA,NA,NA,NA,0.028,NA,18,NA,NA,@ DEN,27,·,11.12,-7.3
16,8138,James Cook,RB,26.0,BUF,6.0,6,5,26.4,25.9,25.4,1,1,1,50,28,0,0.0,0,0,0,0,0,0,0.00,117,0,0,0,0.00,0.00,1,-1,1,1,0,2,18,17,17.0,8.5,16,0,3,134,2,86,117,7.31,56.0%,4,5.40,0.250,5,0.790,6,18,0.333,6.0,NA,10.5%,NA,0,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,@ CLE,19,·,17.15,9.3
16,4892,Baker Mayfield,QB,30.4,TB,20.0,20,20,13.7,13.7,13.7,1,1,1,64,64,0,69.2,90,26,18,8,8,1,79.80,194,2,1,145,5.58,8.06,0,0,0,0,0,0,0,0,0.0,0.0,4,0,2,49,0,NA,49,12.25,100.0%,NA,NA,NA,2,NA,11,30,NA,NA,NA,NA,NA,9,34.6%,2.49,3.8%,26.7%,6.30,NA,30,194,-1.8%,+0.21,@ CAR,24,·,22.47,-8.8
16,7569,Nico Collins,WR,26.5,HOU,36.0,38,37,9.9,7.9,5.9,1,1,1,65,52,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,59,0,3,0,9,0,59,14.8,6.6,0,0,0,59,0,NA,0,0,80.0%,NA,NA,NA,0,NA,3,9,0.333,3.0,30,25.7%,1.97,0,NA,NA,NA,NA,NA,0.100,NA,59,NA,NA,vs LV,7,·,15.61,-5.7
16,8146,Garrett Wilson,WR,25.2,NYJ,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ NO,22,IR,IR,IR
16,6804,Jordan Love,QB,26.9,GB,31.0,31,31,3.78,3.78,3.78,1,1,1,72,26,1,61.5,47,13,8,4,5,0,78.00,84,0,0,77,5.92,9.63,0,0,0,0,0,0,0,0,0.0,0.0,2,0,1,7,0,NA,7,3.5,36.1%,NA,NA,NA,1,NA,5,15,NA,NA,NA,NA,NA,4,30.8%,2.62,0.0%,14.3%,6.80,NA,14,84,-8.2%,+0.08,@ CHI,9,·,20.3,-16.5
16,10229,Rashee Rice,WR,25.4,KC,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ TEN,6,·,16.12,-16.1
16,4866,Saquon Barkley,RB,28.6,PHI,13.0,10,9,21.2,21.2,21.2,1,1,1,70,54,0,0.0,0,0,0,0,0,0,0.00,132,0,0,0,0.00,0.00,0,0,0,0,0,2,0,0,0.0,0.0,21,6,6,132,1,116,132,6.29,77.1%,6,5.50,0.286,7,0.836,7,23,0.304,7.0,NA,6.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,132,NA,NA,@ WAS,6,Q,15.72,5.5
16,11563,Bo Nix,QB,25.6,DEN,17.0,17,17,16.18,16.18,16.18,1,1,1,66,66,1,59.6,207,47,28,13,19,1,81.20,363,1,1,352,7.49,12.57,0,0,0,0,0,0,0,0,0.0,0.0,4,0,1,11,0,NA,11,2.75,100.0%,NA,NA,NA,1,NA,15,51,NA,NA,NA,NA,NA,14,29.8%,2.91,14.9%,30.6%,9.70,NA,49,363,-7.6%,-0.03,vs JAX,11,·,19.87,-3.7
16,12508,Jaxson Dart,QB,22.4,NYG,36.0,36,36,1.02,1.02,1.02,1,1,1,56,56,0,53.9,14,13,7,1,6,1,27.40,40,5,0,33,2.54,4.71,0,0,0,0,0,0,0,0,0.0,0.0,2,0,1,7,0,NA,7,3.5,100.0%,NA,NA,NA,1,NA,2,15,NA,NA,NA,NA,NA,1,7.7%,NA,NA,NA,NA,NA,NA,40,NA,NA,vs MIN,30,·,20.02,-19.0
16,11635,Ladd McConkey,WR,23.9,LAC,21.0,21,21,14.3,12.3,10.3,1,1,1,64,48,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,29,0,1,1,6,14,43,10.8,7.2,0,0,0,43,0,NA,0,0,75.0%,NA,NA,NA,0,NA,2,6,0.333,2.0,30,20.7%,1.43,0,NA,NA,NA,NA,NA,0.033,NA,43,NA,NA,@ DAL,1,·,14.26,0.0
16,4034,Christian McCaffrey,RB,29.3,SF,2.0,3,4,32.6,29.6,26.6,1,1,1,66,53,0,0.0,0,0,0,0,0,0,0.00,117,0,0,0,0.00,0.00,6,15,0,1,2,8,14,29,4.8,3.6,21,0,6,146,0,76,117,5.57,80.3%,7,3.60,0.333,6,0.693,9,29,0.310,9.0,NA,23.5%,NA,0,NA,NA,NA,NA,NA,NA,NA,146,NA,NA,@ IND,23,·,22.2,10.4
16,8137,George Pickens,WR,24.6,DAL,4.0,5,5,26,22.5,19,1,1,1,58,51,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,7,103,0,4,1,9,27,130,18.6,14.4,0,0,0,130,0,NA,0,0,87.9%,NA,NA,NA,0,NA,5,9,0.556,5.0,35,28.1%,3.71,0,NA,NA,NA,NA,NA,0.114,NA,130,NA,NA,vs LAC,32,·,15.54,10.5
16,11628,Marvin Harrison Jr.,WR,23.1,ARI,95.0,96,93,2.4,1.9,1.4,1,1,0,57,29,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,14,0,1,0,3,0,14,14.0,4.7,0,0,0,14,0,NA,0,0,50.9%,NA,NA,NA,0,NA,1,3,0.333,1.0,20,9.7%,0.70,0,NA,NA,NA,NA,NA,0.050,NA,14,NA,NA,vs ATL,8,OUT,12.18,-9.8
16,5850,Josh Jacobs,RB,27.6,GB,53.0,54,57,4.8,3.8,2.8,1,1,1,72,28,1,0.0,0,0,0,0,0,0,0.00,36,0,0,0,0.00,0.00,2,-3,0,0,0,2,15,12,6.0,6.0,12,0,2,48,0,30,36,3,38.9%,3,2.50,0.250,2,0.500,2,14,0.143,2.0,NA,8.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,@ CHI,20,Q,17.15,-12.4
16,8150,Kyren Williams,RB,25.1,LAR,27.0,28,28,11.5,10,8.5,1,1,1,92,65,0,0.0,0,0,0,0,0,0,0.00,70,0,0,0,0.00,0.00,3,11,0,0,0,6,4,15,5.0,2.5,23,1,3,85,0,58,70,3.04,70.7%,4,2.50,0.174,3,0.424,3,29,0.103,3.0,NA,12.2%,NA,0,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,@ SEA,16,·,13.21,-1.7
16,12481,Cam Skattebo,RB,23.6,NYG,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs MIN,18,IR,IR,IR
16,8155,Breece Hall,RB,24.3,NYJ,38.0,40,39,8.3,7.3,6.3,1,1,1,66,42,0,0.0,0,0,0,0,0,0,0.00,54,0,0,0,0.00,0.00,2,-8,0,1,0,3,17,9,4.5,3.0,16,2,5,63,0,40,54,3.38,63.6%,4,2.50,0.250,5,0.500,6,19,0.316,6.0,NA,8.6%,NA,0,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,@ NO,14,·,12.88,-4.6
16,9758,C.J. Stroud,QB,24.0,HOU,24.0,24,24,11.48,11.48,11.48,1,1,1,65,65,1,65.7,130,35,23,9,12,0,88.60,187,0,1,187,5.34,8.13,0,0,0,0,0,0,0,0,0.0,0.0,4,0,0,0,0,NA,0,0,100.0%,NA,NA,NA,0,NA,10,39,NA,NA,NA,NA,NA,10,28.6%,2.74,8.6%,19.4%,8.10,NA,36,187,+2.2%,+0.01,vs LV,15,·,17.3,-5.8
16,8183,Brock Purdy,QB,25.8,SF,1.0,1,1,31.9,31.9,31.9,1,1,1,66,63,1,73.5,230,34,25,15,9,1,126.80,306,1,5,295,8.68,11.80,0,0,0,0,0,0,0,0,0.0,0.0,2,0,1,11,0,NA,11,5.5,95.5%,NA,NA,NA,1,NA,21,36,NA,NA,NA,NA,NA,20,58.8%,3.31,11.8%,22.2%,10.10,NA,36,306,+12.8%,+0.51,@ IND,20,·,22.1,9.8
16,3294,Dak Prescott,QB,32.2,DAL,11.0,11,11,19.16,19.16,19.16,1,1,1,58,53,0,70.0,172,30,21,10,9,0,116.50,258,1,2,244,8.13,11.62,0,0,0,0,0,0,0,0,0.0,0.0,2,0,1,14,0,NA,14,7,91.4%,NA,NA,NA,1,NA,13,32,NA,NA,NA,NA,NA,12,40.0%,3.08,16.7%,30.3%,10.30,NA,33,258,+6.2%,+0.38,vs LAC,31,·,21.84,-2.7
16,5859,A.J. Brown,WR,28.2,PHI,15.0,17,24,18.5,14,9.5,1,1,1,70,61,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,9,49,0,6,0,12,46,95,10.6,7.9,0,0,0,95,0,NA,0,0,87.1%,NA,NA,NA,0,NA,6,12,0.500,6.0,37,40.0%,2.57,0,NA,NA,NA,NA,NA,0.162,NA,95,NA,NA,@ WAS,9,·,15.89,2.6
16,12529,TreVeyon Henderson,RB,22.9,NE,60.0,61,64,2.2,1.7,1.2,1,1,0,74,14,0,0.0,0,0,0,0,0,0,0.00,3,0,0,0,0.00,0.00,1,2,0,0,0,1,7,9,9.0,9.0,5,0,0,12,0,10,3,0.6,18.9%,1,1.90,0.200,0,0.390,0,6,0.000,0.0,NA,2.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,@ BAL,13,·,13.47,-11.3
16,11624,Xavier Worthy,WR,22.4,KC,65.0,63,56,6.1,5.1,4.1,1,1,1,45,38,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,23,0,2,0,3,18,41,20.5,13.7,1,0,0,41,0,NA,0,0,84.4%,NA,NA,NA,0,NA,2,4,0.500,2.0,28,12.5%,1.46,0,NA,NA,NA,NA,NA,0.071,NA,41,NA,NA,@ TEN,6,Q,10.19,-4.1
16,10859,Sam LaPorta,TE,24.7,DET,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs PIT,3,IR,IR,IR
16,9484,Tucker Kraft,TE,24.9,GB,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ CHI,16,IR,IR,IR
16,3163,Jared Goff,QB,31.0,DET,6.0,6,6,26.46,26.46,26.46,1,1,1,74,74,0,63.0,190,54,34,16,20,0,101.20,363,3,3,364,6.74,10.71,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,-1,0,NA,-1,-1,100.0%,NA,NA,NA,0,NA,19,55,NA,NA,NA,NA,NA,19,35.2%,2.58,3.7%,28.1%,6.20,NA,57,363,-7.6%,+0.23,vs PIT,8,·,19.48,7.0
