WK,SLPR_ID,NM,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP PCT,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),VS,vsRK,INJ,PROJ,FPOE,TD(t)
8,12497,Tory Horton,WR,22.8,SEA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE,0.0
8,11627,Troy Franklin,WR,22.6,DEN,1.0,1,1,26.9,23.9,20.9,1,1,0,63,40,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,52,0,3,2,8,37,89,14.8,11.1,0,0,0,89,0,NA,0,0,63.0%,NA,NA,NA,0,NA,5,8,0.625,5.0,25,27.6%,3.56,0,NA,NA,NA,NA,NA,0.120,NA,89,vs DAL,1,·,8.1,18.8,2.0
8,8676,Rashid Shaheed,WR,27.1,NO,19.0,32,42,14.5,10,5.5,1,1,1,72,56,1,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,9,46,0,4,0,12,29,75,8.3,6.3,0,0,0,75,0,NA,0,0,78.0%,NA,NA,NA,0,NA,4,12,0.333,4.0,43,23.5%,1.74,0,NA,NA,NA,NA,NA,0.093,NA,75,vs TB,21,·,11.8,2.7,0.0
8,4037,Chris Godwin,WR,29.6,TB,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ NO,16,OUT,OUT,OUT,0.0
8,12495,Ollie Gordon,RB,21.7,MIA,18.0,16,16,13.6,13.1,12.6,1,1,0,69,21,0,0.0%,0,0,0,0,0,0,0.00,46,0,0,0,0.00,0.00,1,-2,0,0,1,1,22,20,20.0,20.0,10,1,6,66,0,32,46,4.6,30.0%,1,3.20,0.100,6,0.420,7,11,0.636,7.0,NA,3.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,66,@ ATL,18,·,5.1,8.5,1.0
8,5967,Tony Pollard,RB,28.4,TEN,34.0,32,35,6.3,5.8,5.3,1,1,1,71,33,0,0.0%,0,0,0,0,0,0,0.00,44,0,0,0,0.00,0.00,1,2,0,1,0,2,7,9,9.0,4.5,11,1,3,53,0,35,44,4,46.0%,5,3.20,0.455,3,0.775,4,13,0.308,4.0,NA,5.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,53,@ IND,28,·,9.8,-3.5,0.0
8,12535,Isaac TeSlaa,WR,23.6,DET,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE,0.0
8,9504,Kayshon Boutte,WR,23.4,NE,13.0,10,7,16.5,15,13.5,1,1,0,68,50,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,74,1,1,1,5,1,75,25.0,15.0,0,0,0,75,0,NA,0,0,74.0%,NA,NA,NA,0,NA,2,5,0.400,2.0,28,20.8%,2.68,0,NA,NA,NA,NA,NA,0.036,NA,75,vs CLE,19,·,8.4,8.1,1.0
8,6768,Tua Tagovailoa,QB,27.6,MIA,8.0,8,8,24.2,24.2,24.2,1,1,1,69,62,0,76.9%,60,26,20,6,6,0,138.60,205,1,4,205,7.88,10.25,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,90.0%,NA,NA,NA,0,NA,10,26,NA,NA,NA,NA,NA,10,38.5%,2.37,0.0%,29.6%,3.7,NA,27,205,@ ATL,31,·,18.4,5.8,4.0
8,9480,Brenton Strange,TE,24.8,JAX,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE,0.0
8,4033,David Njoku,TE,29.2,CLE,9.0,8,7,13.7,11.7,9.7,1,1,1,54,32,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,22,0,1,1,5,15,37,9.3,7.4,0,0,0,37,0,NA,0,0,59.0%,NA,NA,NA,0,NA,2,5,0.400,2.0,21,14.3%,1.76,0,NA,NA,NA,NA,NA,0.048,NA,37,@ NE,15,·,8.2,5.5,1.0
8,8131,Isaiah Likely,TE,25.4,BAL,38.0,39,42,2.8,1.8,0.8,1,1,0,62,36,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,3,0,0,0,2,5,8,4.0,4.0,0,0,0,8,0,NA,0,0,58.0%,NA,NA,NA,0,NA,0,2,0.000,0.0,14,9.1%,0.57,0,NA,NA,NA,NA,NA,0.000,NA,8,vs CHI,16,·,4.0,-1.2,0.0
8,10213,Tre Tucker,WR,24.6,LV,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE,0.0
8,1479,Keenan Allen,WR,33.4,LAC,48.0,48,49,8.4,6.4,4.4,1,1,0,73,18,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,35,0,4,0,5,9,44,11.0,8.8,0,0,0,44,0,NA,0,0,25.0%,NA,NA,NA,0,NA,4,5,0.800,4.0,14,20.0%,3.14,0,NA,NA,NA,NA,NA,0.286,NA,44,vs MIN,14,·,12.9,-4.5,0.0
8,7049,Jauan Jennings,WR,28.2,SF,47.0,47,48,8.5,6.5,4.5,1,1,1,48,41,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,40,1,1,0,7,5,45,11.3,6.4,0,0,0,45,0,NA,0,0,85.0%,NA,NA,NA,0,NA,1,7,0.143,1.0,27,21.9%,1.67,0,NA,NA,NA,NA,NA,0.037,NA,45,@ HOU,28,·,11.0,-2.5,0.0
8,5022,Dallas Goedert,TE,30.7,PHI,5.0,3,3,17.8,16.3,14.8,1,1,1,57,37,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,11,0,0,2,3,17,28,9.3,9.3,0,0,0,28,0,NA,0,0,63.0%,NA,NA,NA,0,NA,2,3,0.667,2.0,17,15.0%,1.65,0,NA,NA,NA,NA,NA,0.000,NA,28,vs NYG,24,·,11.0,6.8,2.0
8,8132,Tyler Allgeier,RB,25.4,ATL,27.0,26,25,9.4,8.4,7.4,1,1,0,50,20,0,0.0%,0,0,0,0,0,0,0.00,4,0,0,0,0.00,0.00,2,5,0,1,0,2,5,10,5.0,5.0,4,0,0,14,1,6,4,1,40.0%,0,1.60,0.000,1,0.160,2,6,0.333,2.0,NA,6.5%,NA,0,NA,NA,NA,NA,NA,NA,NA,14,vs MIA,3,·,7.9,1.5,1.0
8,8136,Rachaad White,RB,26.7,TB,30.0,30,30,8.1,7.1,6.1,1,1,1,58,32,0,0.0%,0,0,0,0,0,0,0.00,35,0,0,0,0.00,0.00,2,-4,0,2,0,2,30,26,13.0,13.0,13,0,2,61,0,33,35,2.69,55.0%,5,2.50,0.385,2,0.635,4,15,0.267,4.0,NA,8.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,61,@ NO,12,·,19.4,-11.3,0.0
8,2449,Stefon Diggs,WR,31.8,NE,37.0,35,32,10.4,8.9,7.4,1,1,1,68,35,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,10,0,0,1,5,4,14,4.7,2.8,0,0,0,14,0,NA,0,0,51.0%,NA,NA,NA,0,NA,1,5,0.200,1.0,19,20.8%,0.74,0,NA,NA,NA,NA,NA,0.000,NA,14,vs CLE,19,·,12.9,-2.5,1.0
8,11576,Braelon Allen,RB,21.7,NYJ,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ CIN,1,IR,IR,IR,0.0
8,9508,Tyjae Spears,RB,24.3,TEN,12.0,13,13,17.2,15.7,14.2,1,1,0,71,37,0,0.0%,0,0,0,0,0,0,0.00,59,0,0,0,0.00,0.00,3,5,0,1,0,3,18,23,7.7,7.7,9,0,1,82,1,25,59,6.56,52.0%,2,2.80,0.222,2,0.502,3,12,0.250,3.0,NA,7.9%,NA,0,NA,NA,NA,NA,NA,NA,NA,82,@ IND,28,·,8.3,8.9,1.0
8,9494,Marvin Mims,WR,23.5,DEN,81.0,78,70,1.8,1.8,1.8,1,1,0,63,19,0,0.0%,0,0,0,0,0,0,0.00,18,0,0,0,0.00,0.00,0,0,1,0,0,1,0,0,0.0,0.0,3,0,1,18,0,NA,18,6,30.0%,NA,NA,NA,1,NA,1,4,0.250,1.0,10,3.4%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,18,vs DAL,1,·,8.6,-6.8,0.0
8,9757,Kendre Miller,RB,23.3,NO,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs TB,7,IR,IR,IR,0.0
8,12509,Tre Harris,WR,23.6,LAC,44.0,40,36,8.8,7.8,6.8,1,1,1,73,43,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,8,0,0,1,2,0,8,4.0,4.0,0,0,0,8,0,NA,0,0,59.0%,NA,NA,NA,0,NA,1,2,0.500,1.0,7,8.0%,1.14,0,NA,NA,NA,NA,NA,0.000,NA,8,vs MIN,14,·,1.8,7.0,1.0
8,12521,Elijah Arroyo,TE,22.5,SEA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE,0.0
8,12469,Dylan Sampson,RB,21.0,CLE,31.0,38,42,7.9,5.4,2.9,1,1,0,54,25,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,6,0,1,0,6,23,29,5.8,4.8,3,0,1,29,0,5,0,0,46.0%,3,1.50,1.000,1,1.150,2,9,0.222,2.0,NA,17.1%,NA,0,NA,NA,NA,NA,NA,NA,NA,29,@ NE,27,·,3.5,4.4,0.0
8,11562,Spencer Rattler,QB,25.0,NO,27.0,27,27,3.64,3.64,3.64,1,1,1,72,33,1,71.4%,78,21,15,6,6,1,68.80,148,3,0,136,6.48,9.07,0,0,0,0,0,0,0,0,0.0,0.0,3,0,1,12,0,NA,12,4,46.0%,NA,NA,NA,1,NA,7,24,NA,NA,NA,NA,NA,6,28.6%,2.91,23.8%,42.3%,9.0,NA,26,148,vs TB,14,·,16.5,-12.9,0.0
8,11586,Blake Corum,RB,24.8,LAR,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE,0.0
8,11618,Jalen McMillan,WR,23.8,TB,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ NO,16,IR,IR,IR,0.0
8,7611,Rhamondre Stevenson,RB,27.6,NE,35.0,36,36,5.9,5.4,4.9,1,1,1,68,50,0,0.0%,0,0,0,0,0,0,0.00,34,0,0,0,0.00,0.00,1,12,0,1,0,2,3,15,15.0,7.5,14,1,0,49,0,43,34,2.43,74.0%,3,3.10,0.214,0,0.524,1,16,0.063,1.0,NA,8.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,49,vs CLE,31,·,13.1,-7.2,0.0
8,12510,Jalen Milroe,QB,22.8,SEA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE,0.0
8,8205,Isiah Pacheco,RB,26.6,KC,37.0,33,31,5.8,5.8,5.8,1,1,1,69,40,0,0.0%,0,0,0,0,0,0,0.00,58,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,12,0,3,58,0,25,58,4.83,58.0%,1,2.10,0.083,3,0.293,3,12,0.250,3.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,58,vs WAS,15,·,9.1,-3.3,0.0
8,10444,Cedric Tillman,WR,25.4,CLE,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ NE,11,IR,IR,IR,0.0
8,11646,Jalen Coker,WR,23.9,CAR,54.0,54,53,6.6,5.1,3.6,1,1,0,61,40,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,28,0,3,0,4,8,36,12.0,9.0,0,0,0,36,0,NA,0,0,66.0%,NA,NA,NA,0,NA,3,4,0.750,3.0,24,16.7%,1.50,0,NA,NA,NA,NA,NA,0.125,NA,36,vs BUF,24,·,3.9,2.7,0.0
8,12536,Jaylin Noel,WR,23.1,HOU,34.0,36,39,11.3,8.8,6.3,1,1,0,80,31,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,53,0,4,0,6,10,63,12.6,10.5,0,0,0,63,0,NA,0,0,39.0%,NA,NA,NA,0,NA,4,6,0.667,4.0,16,15.4%,3.94,0,NA,NA,NA,NA,NA,0.250,NA,63,vs SF,18,·,8.1,3.2,0.0
8,12541,Dont'e Thornton,WR,22.8,LV,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE,0.0
8,3214,Hunter Henry,TE,30.8,NE,16.0,15,11,7.7,7.2,6.7,1,1,1,68,52,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,1,0,0,1,1,6,7,7.0,7.0,0,0,0,7,0,NA,0,0,76.0%,NA,NA,NA,0,NA,1,1,1.000,1.0,24,4.2%,0.29,0,NA,NA,NA,NA,NA,0.000,NA,7,vs CLE,20,·,9.7,-2.0,1.0
8,12534,Kyle Monangai,RB,23.3,CHI,52.0,51,48,2.4,2.4,2.4,1,1,0,63,29,0,0.0%,0,0,0,0,0,0,0.00,24,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,7,0,1,24,0,27,24,3.43,46.0%,0,3.90,0.000,1,0.390,1,7,0.143,1.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,24,@ BAL,2,·,5.3,-2.9,0.0
8,12486,Dillon Gabriel,QB,24.8,CLE,18.0,18,18,13.54,13.54,13.54,1,1,1,54,54,0,60.0%,68,35,21,5,14,2,65.90,169,1,2,156,4.46,7.43,0,0,0,0,0,0,0,0,0.0,0.0,1,0,1,13,0,NA,13,13,100.0%,NA,NA,NA,1,NA,8,36,NA,NA,NA,NA,NA,7,20.0%,3.10,5.7%,45.9%,6.7,NA,37,169,@ NE,23,·,15.2,-1.7,2.0
8,7090,Darnell Mooney,WR,27.9,ATL,79.0,80,79,2.1,1.6,1.1,1,1,1,50,45,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,11,0,1,0,4,0,11,11.0,2.8,0,0,0,11,0,NA,0,0,90.0%,NA,NA,NA,0,NA,1,4,0.250,1.0,30,12.9%,0.37,0,NA,NA,NA,NA,NA,0.033,NA,11,vs MIA,27,·,10.9,-8.8,0.0
8,5012,Mark Andrews,TE,30.1,BAL,21.0,21,22,6.4,4.9,3.4,1,1,1,62,37,1,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,27,0,1,0,3,7,34,11.3,11.3,0,0,0,34,0,NA,0,0,60.0%,NA,NA,NA,0,NA,1,3,0.333,1.0,13,13.6%,2.62,0,NA,NA,NA,NA,NA,0.077,NA,34,vs CHI,16,·,9.3,-2.9,0.0
8,12483,Jack Bech,WR,22.8,LV,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE,0.0
8,7571,Rashod Bateman,WR,25.8,BAL,52.0,51,45,7.1,6.1,5.1,1,1,1,62,49,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,44,0,1,0,4,7,51,25.5,12.8,0,0,0,51,0,NA,0,0,79.0%,NA,NA,NA,0,NA,1,4,0.250,1.0,18,18.2%,2.83,0,NA,NA,NA,NA,NA,0.056,NA,51,vs CHI,9,·,8.0,-0.9,0.0
8,11655,Tyrone Tracy,RB,25.8,NYG,32.0,31,34,7.3,6.3,5.3,1,1,0,52,33,0,0.0%,0,0,0,0,0,0,0.00,39,0,0,0,0.00,0.00,2,-5,0,1,0,3,19,14,7.0,4.7,10,0,2,53,0,37,39,3.9,63.0%,7,3.70,0.700,2,1.070,3,13,0.231,3.0,NA,12.5%,NA,0,NA,NA,NA,NA,NA,NA,NA,53,@ PHI,9,·,4.7,2.6,0.0
8,7002,Juwan Johnson,TE,29.0,NO,11.0,11,16,10.3,7.8,5.3,1,1,0,72,55,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,44,1,4,0,8,9,53,10.6,6.6,0,0,0,53,0,NA,0,0,76.0%,NA,NA,NA,0,NA,4,8,0.500,4.0,42,15.7%,1.26,0,NA,NA,NA,NA,NA,0.095,NA,53,vs TB,18,·,8.7,1.6,0.0
8,12457,Jaydon Blue,RB,21.7,DAL,49.0,47,41,2.9,2.9,2.9,1,1,0,74,14,1,0.0%,0,0,0,0,0,0,0.00,29,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,8,1,1,29,0,21,29,3.63,19.0%,1,2.60,0.125,1,0.385,1,8,0.125,1.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,29,@ DEN,23,·,3.5,-0.6,0.0
8,1466,Travis Kelce,TE,36.0,KC,2.0,2,2,21.9,18.9,15.9,1,1,1,69,58,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,46,1,4,1,8,53,99,16.5,12.4,0,0,0,99,0,NA,0,0,84.0%,NA,NA,NA,0,NA,5,8,0.625,5.0,30,23.5%,3.30,0,NA,NA,NA,NA,NA,0.133,NA,99,vs WAS,14,·,10.5,11.4,1.0
8,4199,Aaron Jones,RB,30.8,MIN,40.0,41,40,5,4,3,1,1,1,49,26,0,0.0%,0,0,0,0,0,0,0.00,15,0,0,0,0.00,0.00,2,-12,0,1,0,4,27,15,7.5,3.8,5,0,0,30,0,15,15,3,53.0%,0,3.00,0.000,0,0.300,1,9,0.111,1.0,NA,12.9%,NA,0,NA,NA,NA,NA,NA,NA,NA,30,@ LAC,8,·,8.8,-3.8,0.0
8,8167,Christian Watson,WR,26.4,GB,29.0,30,26,12.5,10.5,8.5,1,1,1,64,36,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,73,0,3,0,4,12,85,21.3,21.3,0,0,0,85,0,NA,0,0,56.0%,NA,NA,NA,0,NA,3,4,0.750,3.0,23,10.8%,3.70,0,NA,NA,NA,NA,NA,0.130,NA,85,@ PIT,6,Q,2.8,9.7,0.0
8,4981,Calvin Ridley,WR,30.8,TEN,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ IND,2,OUT,OUT,OUT,0.0
8,11597,Theo Johnson,TE,24.6,NYG,24.0,26,32,5,3.5,2,1,1,1,52,51,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,18,0,2,0,4,2,20,6.7,5.0,0,0,0,20,0,NA,0,0,98.0%,NA,NA,NA,0,NA,2,4,0.500,2.0,27,16.7%,0.74,0,NA,NA,NA,NA,NA,0.074,NA,20,@ PHI,29,·,8.2,-3.2,0.0
8,12487,Terrance Ferguson,TE,22.6,LAR,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE,0.0
8,12493,Oronde Gadsden,TE,22.3,LAC,3.0,4,4,18.7,16.2,13.7,1,1,0,73,56,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,50,0,2,1,5,27,77,15.4,15.4,0,0,0,77,0,NA,0,0,77.0%,NA,NA,NA,0,NA,3,5,0.600,3.0,23,20.0%,3.35,0,NA,NA,NA,NA,NA,0.087,NA,77,vs MIN,7,·,10.0,8.7,1.0
8,12503,Isaiah Bond,WR,21.5,CLE,999.0,999,999,0,0,0,1,1,1,54,29,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,1,0,0,4,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,54.0%,NA,NA,NA,0,NA,0,4,0.000,0.0,18,11.4%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,@ NE,11,·,5.7,-5.7,0.0
8,12471,DJ Giddens,RB,22.1,IND,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs TEN,4,OUT,OUT,OUT,0.0
8,12547,Kyle Williams,WR,22.9,NE,999.0,999,999,0,0,0,1,1,0,68,15,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,22.0%,NA,NA,NA,0,NA,0,0,NA,0.0,2,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,vs CLE,19,·,1.8,-1.8,0.0
8,11600,Ja'Tavion Sanders,TE,22.5,CAR,25.0,27,33,4.9,3.4,1.9,1,1,0,61,33,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,2,0,0,0,3,17,19,6.3,6.3,0,0,0,19,0,NA,0,0,54.0%,NA,NA,NA,0,NA,0,3,0.000,0.0,17,12.5%,1.12,0,NA,NA,NA,NA,NA,0.000,NA,19,vs BUF,31,·,5.8,-0.9,0.0
8,5848,Marquise Brown,WR,28.3,KC,999.0,999,999,0,0,0,1,1,0,69,26,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,38.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs WAS,10,·,6.3,-6.3,0.0
8,1373,Geno Smith,QB,35.0,LV,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE,0.0
8,8154,Brian Robinson,RB,26.5,SF,999.0,999,999,0,0,0,1,1,0,48,2,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,4.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ HOU,19,·,3.6,-3.6,0.0
8,8188,Tyquan Thornton,WR,25.1,KC,999.0,999,999,0,0,0,1,1,0,69,5,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,7.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs WAS,10,·,2.3,-2.3,0.0
