WK,SLPR_ID,NM,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP PCT,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),VS,vsRK,INJ,PROJ,FPOE,TD(t)
8,9997,Zay Flowers,WR,25.0,BAL,23.0,28,33,14.1,10.6,7.1,1,1,1,62,59,0,0.0%,0,0,0,0,0,0,0.00,8,0,0,0,0.00,0.00,7,54,1,4,0,9,9,63,9.0,7.0,1,0,1,71,0,NA,8,8,95.0%,NA,NA,NA,1,NA,5,10,0.500,5.0,22,40.9%,2.86,0,NA,NA,NA,NA,NA,0.182,NA,71,vs CHI,9,·,14.9,-0.8,0.0
8,12522,Cam Ward,QB,23.3,TEN,17.0,17,17,13.76,13.76,13.76,1,1,1,71,71,0,57.9%,158,38,22,12,16,1,76.50,263,4,1,259,6.82,11.77,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0,4,0,NA,4,2,100.0%,NA,NA,NA,0,NA,13,40,NA,NA,NA,NA,NA,13,34.2%,3.15,5.3%,43.2%,9.0,NA,44,263,@ IND,13,·,15.5,-1.7,1.0
8,11638,Ricky Pearsall,WR,25.0,SF,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ HOU,28,OUT,OUT,OUT,0.0
8,8144,Chris Olave,WR,25.2,NO,24.0,33,40,14,10,6,1,1,1,72,67,0,0.0%,0,0,0,0,0,0,0.00,-3,0,0,0,0.00,0.00,8,49,0,1,0,12,14,63,7.9,5.3,1,0,0,60,0,NA,-3,-3,93.0%,NA,NA,NA,0,NA,1,13,0.077,1.0,54,23.5%,1.17,0,NA,NA,NA,NA,NA,0.019,NA,60,vs TB,21,·,15.5,-1.5,0.0
8,11559,Michael Penix Jr.,QB,25.4,ATL,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs MIA,6,OUT,OUT,OUT,0.0
8,8151,Kenneth Walker III,RB,24.9,SEA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE,0.0
8,12501,Matthew Golden,WR,22.2,GB,70.0,77,88,3.4,1.9,0.4,1,1,1,64,42,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,2,0,1,0,3,2,4,1.3,1.3,0,0,0,4,0,NA,0,0,66.0%,NA,NA,NA,0,NA,1,3,0.333,1.0,27,8.1%,0.15,0,NA,NA,NA,NA,NA,0.037,NA,4,@ PIT,6,Q,8.0,-4.6,0.0
8,5849,Kyler Murray,QB,28.1,ARI,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE,0.0
8,11565,J.J. McCarthy,QB,22.7,MIN,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ LAC,16,OUT,OUT,OUT,0.0
8,7588,Javonte Williams,RB,25.4,DAL,10.0,10,9,17.9,17.4,16.9,1,1,1,74,53,0,0.0%,0,0,0,0,0,0,0.00,41,0,0,0,0.00,0.00,1,3,0,0,0,2,5,8,8.0,4.0,13,0,2,49,2,30,41,3.15,72.0%,2,2.30,0.154,4,0.384,4,15,0.267,4.0,NA,5.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,49,@ DEN,23,·,16.0,1.9,2.0
8,7523,Trevor Lawrence,QB,26.0,JAX,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE,0.0
8,8148,Jameson Williams,WR,24.5,DET,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE,0.0
8,4943,Sam Darnold,QB,28.3,SEA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE,0.0
8,12533,Jacory Croskey-Merritt,RB,24.5,WAS,51.0,50,46,2.5,2.5,2.5,1,1,1,53,30,0,0.0%,0,0,0,0,0,0,0.00,25,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,9,0,2,25,0,25,25,2.78,57.0%,1,2.80,0.111,2,0.391,2,10,0.200,2.0,NA,3.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,25,@ KC,26,·,12.8,-10.3,0.0
8,12489,RJ Harvey,RB,24.6,DEN,6.0,6,5,24.1,23.6,23.1,1,1,0,63,17,0,0.0%,0,0,0,0,0,0,0.00,46,0,0,0,0.00,0.00,1,1,0,0,1,1,4,5,5.0,5.0,7,0,0,51,2,10,46,6.57,27.0%,2,1.40,0.286,2,0.426,3,8,0.375,3.0,NA,3.4%,NA,0,NA,NA,NA,NA,NA,NA,NA,51,vs DAL,6,·,6.8,17.3,3.0
8,7543,Travis Etienne,RB,26.7,JAX,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE,0.0
8,3198,Derrick Henry,RB,31.7,BAL,9.0,8,7,19.1,19.1,19.1,1,1,1,62,36,0,0.0%,0,0,0,0,0,0,0.00,71,0,0,0,0.00,0.00,0,0,1,0,0,1,0,0,0.0,0.0,21,0,4,71,2,61,71,3.38,58.0%,2,2.90,0.095,6,0.385,6,22,0.273,6.0,NA,4.5%,NA,0,NA,NA,NA,NA,NA,NA,NA,71,vs CHI,11,·,17.8,1.3,2.0
8,9224,Chase Brown,RB,25.5,CIN,5.0,5,6,25.5,24,22.5,1,1,1,59,32,0,0.0%,0,0,0,0,0,0,0.00,73,0,0,0,0.00,0.00,3,7,0,0,1,3,25,32,10.7,10.7,12,2,4,105,1,44,73,6.08,54.0%,5,3.70,0.417,5,0.787,6,15,0.400,6.0,NA,8.8%,NA,0,NA,NA,NA,NA,NA,NA,NA,105,vs NYJ,20,·,12.5,13.0,2.0
8,8110,Jake Ferguson,TE,26.7,DAL,999.0,999,999,0,0,0,1,1,0,74,44,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,59.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,23,2.9%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,@ DEN,22,·,11.1,-11.1,0.0
8,5045,Courtland Sutton,WR,30.0,DEN,36.0,37,37,10.7,8.7,6.7,1,1,1,63,53,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,56,1,3,0,6,11,67,16.8,11.2,0,0,0,67,0,NA,0,0,84.0%,NA,NA,NA,0,NA,3,6,0.500,3.0,27,20.7%,2.48,0,NA,NA,NA,NA,NA,0.111,NA,67,vs DAL,1,·,14.2,-3.5,0.0
8,12506,Harold Fannin,TE,21.2,CLE,4.0,5,5,18.4,15.4,12.4,1,1,1,54,40,0,0.0%,0,0,0,0,0,0,0.00,2,0,0,0,0.00,0.00,6,35,0,1,1,8,27,62,10.3,7.8,1,0,1,64,0,NA,2,2,74.0%,NA,NA,NA,1,NA,3,9,0.333,3.0,26,22.9%,2.38,0,NA,NA,NA,NA,NA,0.038,NA,64,@ NE,15,·,9.2,9.2,1.0
8,4217,George Kittle,TE,32.0,SF,8.0,6,6,14.3,12.3,10.3,1,1,1,48,43,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,29,0,1,1,5,14,43,10.8,8.6,0,0,0,43,0,NA,0,0,90.0%,NA,NA,NA,0,NA,2,5,0.400,2.0,29,15.6%,1.48,0,NA,NA,NA,NA,NA,0.034,NA,43,@ HOU,28,·,13.8,0.5,1.0
8,2133,Davante Adams,WR,32.8,LAR,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE,0.0
8,12517,Colston Loveland,TE,21.5,CHI,20.0,20,20,6.8,5.3,3.8,1,1,1,63,51,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,22,0,2,0,5,16,38,12.7,7.6,0,0,0,38,0,NA,0,0,81.0%,NA,NA,NA,0,NA,2,5,0.400,2.0,30,13.2%,1.27,0,NA,NA,NA,NA,NA,0.067,NA,38,@ BAL,10,·,7.9,-1.1,0.0
8,12519,Luther Burden,WR,21.8,CHI,93.0,93,93,0.9,0.4,-0.1,1,1,1,63,11,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,-3,0,0,0,1,2,-1,-1.0,-1.0,0,0,0,-1,0,NA,0,0,17.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,4,2.6%,-0.25,0,NA,NA,NA,NA,NA,0.000,NA,-1,@ BAL,4,OUT,5.2,-4.3,0.0
8,9228,Bryce Young,QB,24.2,CAR,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs BUF,21,OUT,OUT,OUT,0.0
8,8408,Jordan Mason,RB,26.4,MIN,55.0,59,61,1.6,1.1,0.6,1,1,0,49,17,0,0.0%,0,0,0,0,0,0,0.00,3,0,0,0,0.00,0.00,1,-1,0,0,0,1,4,3,3.0,3.0,4,0,0,6,0,5,3,0.75,35.0%,3,1.30,0.750,0,0.880,0,5,0.000,0.0,NA,3.2%,NA,0,NA,NA,NA,NA,NA,NA,NA,6,@ LAC,8,·,11.2,-9.6,0.0
8,6819,Michael Pittman,WR,28.0,IND,3.0,3,4,23.5,19.5,15.5,1,1,1,53,42,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,8,68,0,4,1,9,27,95,11.9,10.6,0,0,0,95,0,NA,0,0,79.0%,NA,NA,NA,0,NA,5,9,0.556,5.0,29,29.0%,3.28,0,NA,NA,NA,NA,NA,0.138,NA,95,vs TEN,13,·,13.6,9.9,1.0
8,8228,Jaylen Warren,RB,26.9,PIT,28.0,27,26,9.3,8.3,7.3,1,1,1,63,39,0,0.0%,0,0,0,0,0,0,0.00,62,0,0,0,0.00,0.00,2,-7,0,1,0,3,18,11,5.5,3.7,13,1,2,73,0,44,62,4.77,62.0%,3,3.40,0.231,2,0.571,3,16,0.188,3.0,NA,8.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,73,vs GB,29,·,13.2,-3.9,0.0
8,10236,Dalton Kincaid,TE,25.9,BUF,34.0,31,27,3.3,2.8,2.3,1,1,0,63,14,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,16,0,1,0,3,7,23,23.0,7.7,0,0,0,23,0,NA,0,0,22.0%,NA,NA,NA,0,NA,1,3,0.333,1.0,12,13.0%,1.92,0,NA,NA,NA,NA,NA,0.083,NA,23,@ CAR,5,·,9.5,-6.2,0.0
8,5892,David Montgomery,RB,28.3,DET,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE,0.0
8,11589,Trey Benson,RB,23.2,ARI,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE,0.0
8,9753,Zach Charbonnet,RB,24.7,SEA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE,0.0
8,7553,Kyle Pitts,TE,25.0,ATL,6.0,9,13,14.9,10.4,5.9,1,1,1,50,46,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,9,39,0,1,0,9,20,59,6.6,6.6,0,0,0,59,0,NA,0,0,92.0%,NA,NA,NA,0,NA,1,9,0.111,1.0,32,29.0%,1.84,0,NA,NA,NA,NA,NA,0.031,NA,59,vs MIA,11,·,8.9,6.0,0.0
8,7594,Chuba Hubbard,RB,26.3,CAR,26.0,24,22,9.4,9.4,9.4,1,1,1,61,35,0,0.0%,0,0,0,0,0,0,0.00,34,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,12,0,1,34,1,35,34,2.83,57.0%,5,2.90,0.417,2,0.707,2,13,0.154,2.0,NA,4.2%,NA,0,NA,NA,NA,NA,NA,NA,NA,34,vs BUF,5,·,10.1,-0.7,1.0
8,5927,Terry McLaurin,WR,30.0,WAS,22.0,16,13,14.4,12.9,11.4,1,1,1,53,25,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,54,0,2,1,4,0,54,18.0,13.5,0,0,0,54,0,NA,0,0,47.0%,NA,NA,NA,0,NA,3,4,0.750,3.0,15,13.3%,3.60,0,NA,NA,NA,NA,NA,0.133,NA,54,@ KC,29,·,12.2,2.2,1.0
8,6806,J.K. Dobbins,RB,26.8,DEN,17.0,17,17,14.1,13.1,12.1,1,1,1,63,33,0,0.0%,0,0,0,0,0,0,0.00,111,0,0,0,0.00,0.00,2,0,0,0,0,2,10,10,5.0,5.0,15,0,5,121,0,78,111,7.4,52.0%,2,5.20,0.133,5,0.653,5,17,0.294,5.0,NA,6.9%,NA,0,NA,NA,NA,NA,NA,NA,NA,121,vs DAL,6,·,14.6,-0.5,0.0
8,7021,Rico Dowdle,RB,27.3,CAR,39.0,37,33,5.4,5.4,5.4,1,1,0,61,22,0,0.0%,0,0,0,0,0,0,0.00,54,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,8,1,2,54,0,30,54,6.75,36.0%,3,3.80,0.375,2,0.755,2,8,0.250,2.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,54,vs BUF,5,·,11.8,-6.4,0.0
8,11637,Keon Coleman,WR,22.4,BUF,57.0,58,59,6,4.5,3,1,1,0,63,46,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,19,0,3,0,4,11,30,10.0,7.5,0,0,0,30,0,NA,0,0,73.0%,NA,NA,NA,0,NA,3,4,0.750,3.0,19,17.4%,1.58,0,NA,NA,NA,NA,NA,0.158,NA,30,@ CAR,30,·,9.9,-3.9,0.0
8,6790,D'Andre Swift,RB,26.7,CHI,15.0,15,14,15.1,14.1,13.1,1,1,1,63,31,0,0.0%,0,0,0,0,0,0,0.00,45,0,0,0,0.00,0.00,2,-12,0,1,0,2,38,26,13.0,13.0,11,0,2,71,1,25,45,4.09,49.0%,2,2.30,0.182,3,0.412,4,13,0.308,4.0,NA,5.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,71,@ BAL,2,·,12.0,3.1,1.0
8,4983,D.J. Moore,WR,28.4,CHI,32.0,34,29,11.6,9.6,7.6,1,1,1,63,53,0,0.0%,0,0,0,0,0,0,0.00,3,0,0,0,0.00,0.00,4,31,0,3,0,7,42,73,18.3,10.4,2,0,0,76,0,NA,3,1.5,84.0%,NA,NA,NA,0,NA,3,9,0.333,3.0,36,18.4%,2.03,0,NA,NA,NA,NA,NA,0.083,NA,76,@ BAL,4,·,11.2,0.4,0.0
8,12474,Woody Marks,RB,24.8,HOU,16.0,18,18,15.1,13.1,11.1,1,1,0,80,32,0,0.0%,0,0,0,0,0,0,0.00,62,0,0,0,0.00,0.00,4,-7,0,1,0,4,56,49,12.3,12.3,11,0,2,111,0,14,62,5.64,40.0%,2,1.30,0.182,2,0.312,3,15,0.200,3.0,NA,10.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,111,vs SF,22,·,12.9,2.2,0.0
8,5872,Deebo Samuel,WR,29.7,WAS,66.0,71,78,4.2,2.7,1.2,1,1,1,53,39,0,0.0%,0,0,0,0,0,0,0.00,1,0,0,0,0.00,0.00,3,0,1,0,0,6,11,11,3.7,1.8,1,0,0,12,0,NA,1,1,74.0%,NA,NA,NA,0,NA,0,7,0.000,0.0,23,20.0%,0.48,0,NA,NA,NA,NA,NA,0.000,NA,12,@ KC,29,·,12.6,-8.4,0.0
8,12499,Elic Ayomanor,WR,22.3,TEN,42.0,43,44,9.2,7.2,5.2,1,1,1,71,67,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,41,1,2,0,8,11,52,13.0,6.5,0,0,0,52,0,NA,0,0,94.0%,NA,NA,NA,0,NA,2,8,0.250,2.0,40,21.1%,1.30,0,NA,NA,NA,NA,NA,0.050,NA,52,@ IND,2,·,10.0,-0.8,0.0
8,7591,Justin Fields,QB,26.6,NYJ,12.0,12,12,20.86,20.86,20.86,1,1,1,72,72,0,65.6%,92,32,21,11,11,0,99.00,275,0,1,244,7.63,11.62,0,0,0,0,0,0,0,0,0.0,0.0,11,0,3,31,0,NA,31,2.82,100.0%,NA,NA,NA,3,NA,15,43,NA,NA,NA,NA,NA,12,37.5%,2.85,6.3%,35.1%,6.4,NA,37,275,@ CIN,9,·,20.4,0.5,1.0
8,12490,Bhayshul Tuten,RB,22.6,JAX,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE,0.0
8,9500,Josh Downs,WR,24.1,IND,27.0,22,19,12.9,11.4,9.9,1,1,1,53,34,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,30,0,2,1,3,9,39,13.0,13.0,0,0,0,39,0,NA,0,0,64.0%,NA,NA,NA,0,NA,3,3,1.000,3.0,22,9.7%,1.77,0,NA,NA,NA,NA,NA,0.091,NA,39,vs TEN,13,·,8.9,4.0,1.0
8,2216,Mike Evans,WR,32.1,TB,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ NO,16,IR,IR,IR,0.0
8,4035,Alvin Kamara,RB,30.2,NO,33.0,35,37,6.5,5.5,4.5,1,1,1,72,37,0,0.0%,0,0,0,0,0,0,0.00,21,0,0,0,0.00,0.00,2,4,0,1,0,2,20,24,12.0,12.0,6,0,1,45,0,12,21,3.5,51.0%,1,2.00,0.167,1,0.367,2,8,0.250,2.0,NA,3.9%,NA,0,NA,NA,NA,NA,NA,NA,NA,45,vs TB,7,·,13.5,-7.0,0.0
8,421,Matthew Stafford,QB,37.6,LAR,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE,0.0
8,12484,Jayden Higgins,WR,22.8,HOU,26.0,20,22,13.4,11.4,9.4,1,1,1,80,66,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,28,1,2,1,8,6,34,8.5,4.3,0,0,0,34,0,NA,0,0,83.0%,NA,NA,NA,0,NA,3,8,0.375,3.0,32,20.5%,1.06,0,NA,NA,NA,NA,NA,0.063,NA,34,vs SF,18,·,7.8,5.6,1.0
8,8134,Khalil Shakir,WR,25.6,BUF,7.0,6,6,20.8,17.8,14.8,1,1,1,63,30,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,-5,0,2,1,7,93,88,14.7,12.6,0,0,0,88,0,NA,0,0,48.0%,NA,NA,NA,0,NA,3,7,0.429,3.0,16,30.4%,5.50,0,NA,NA,NA,NA,NA,0.125,NA,88,@ CAR,30,·,10.9,9.9,1.0
8,6803,Brandon Aiyuk,WR,27.5,SF,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ HOU,28,PUP,PUP,PUP,0.0
8,12498,Mason Taylor,TE,21.4,NYJ,7.0,7,8,14.4,11.9,9.4,1,1,1,72,55,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,19,1,3,1,8,15,34,6.8,4.3,0,0,0,34,0,NA,0,0,76.0%,NA,NA,NA,0,NA,4,8,0.500,4.0,28,24.2%,1.21,0,NA,NA,NA,NA,NA,0.107,NA,34,@ CIN,1,·,9.1,5.3,1.0
8,10222,Jayden Reed,WR,25.4,GB,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ PIT,6,IR,IR,IR,0.0
8,5844,T.J. Hockenson,TE,28.2,MIN,26.0,23,23,4.6,3.6,2.6,1,1,1,49,40,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,3,0,2,0,3,23,26,13.0,8.7,0,0,0,26,0,NA,0,0,82.0%,NA,NA,NA,0,NA,2,3,0.667,2.0,25,9.7%,1.04,0,NA,NA,NA,NA,NA,0.080,NA,26,@ LAC,23,·,8.9,-4.3,0.0
8,6783,Jerry Jeudy,WR,26.4,CLE,999.0,999,999,0,0,0,1,1,1,54,45,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,2,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,83.0%,NA,NA,NA,0,NA,0,2,0.000,0.0,30,5.7%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,@ NE,11,·,10.2,-10.2,0.0
8,8126,Wan'Dale Robinson,WR,24.7,NYG,50.0,50,46,7.8,6.3,4.8,1,1,1,52,51,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,28,0,1,0,4,20,48,16.0,12.0,0,0,0,48,0,NA,0,0,98.0%,NA,NA,NA,0,NA,1,4,0.250,1.0,28,16.7%,1.71,0,NA,NA,NA,NA,NA,0.036,NA,48,@ PHI,12,·,12.5,-4.7,0.0
8,8121,Romeo Doubs,WR,25.5,GB,40.0,39,38,9.4,7.9,6.4,1,1,1,64,51,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,32,1,3,0,6,12,44,14.7,7.3,0,0,0,44,0,NA,0,0,80.0%,NA,NA,NA,0,NA,3,6,0.500,3.0,32,16.2%,1.38,0,NA,NA,NA,NA,NA,0.094,NA,44,@ PIT,6,·,11.1,-1.7,0.0
8,5947,Jakobi Meyers,WR,28.9,LV,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,BYE,BYE,0.0
8,12504,Kaleb Johnson,RB,22.1,PIT,999.0,999,999,0,0,0,1,0,0,63,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs GB,29,·,0.7,-0.7,0.0
