WK,SLPR_ID,NM,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP PCT,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),VS,vsRK,INJ,PROJ,FPOE
4,11604,Brock Bowers,TE,22.8,LV,20.0,19,18,9.6,7.1,4.6,1,1,0,52,40,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,4,0,2,0,6,42,46,9.2,7.7,0,0,0,46,0,NA,0,0,76.9%,NA,NA,NA,0,NA,2,6,0.333,2.0,16,28.6%,2.88,0,NA,NA,NA,NA,NA,0.125,NA,46,vs CHI,21,OUT,15.2,-5.6
4,6904,Jalen Hurts,QB,27.1,PHI,14.0,14,14,19.4,19.4,19.4,1,1,1,57,57,1,62.5%,48,24,15,8,9,0,104.50,192,2,2,130,5.42,8.67,0,0,0,0,0,0,0,0,0.0,0.0,9,0,3,62,0,NA,62,6.89,100.0%,NA,NA,NA,3,NA,13,33,NA,NA,NA,NA,NA,10,41.7%,2.35,16.7%,45.2%,6.8,NA,31,192,@ TB,4,·,22.0,-2.6
4,6786,CeeDee Lamb,WR,26.5,DAL,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs GB,28,OUT,OUT,OUT
4,6797,Justin Herbert,QB,27.6,LAC,20.0,20,20,14.52,14.52,14.52,1,1,1,63,63,0,56.1%,122,41,23,7,18,2,57.30,227,2,1,203,4.95,8.83,0,0,0,0,0,0,0,0,0.0,0.0,1,0,1,24,0,NA,24,24,100.0%,NA,NA,NA,1,NA,9,42,NA,NA,NA,NA,NA,8,19.5%,2.63,7.3%,47.7%,6.5,NA,44,227,@ NYG,14,·,20.9,-6.4
4,9488,Jaxon Smith-Njigba,WR,23.6,SEA,25.0,25,25,13,11,9,1,1,1,66,53,0,0.0%,0,0,0,0,0,0,0.00,11,0,0,0,0.00,0.00,4,71,0,4,0,5,8,79,19.8,15.8,3,0,0,90,0,NA,11,3.67,80.3%,NA,NA,NA,0,NA,4,8,0.500,4.0,26,19.2%,3.04,0,NA,NA,NA,NA,NA,0.154,NA,90,@ ARI,14,·,18.0,-5.0
4,12514,Emeka Egbuka,WR,23.0,TB,11.0,8,7,20.1,18.1,16.1,1,1,1,72,64,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,60,0,1,1,10,41,101,25.3,10.1,1,0,0,101,0,NA,0,0,88.9%,NA,NA,NA,0,NA,2,11,0.182,2.0,38,25.0%,2.66,0,NA,NA,NA,NA,NA,0.026,NA,101,vs PHI,15,·,14.4,5.7
4,8130,Trey McBride,TE,25.8,ARI,9.0,15,16,12.2,8.7,5.2,1,1,1,67,64,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,7,40,0,4,0,11,12,52,7.4,4.7,0,0,0,52,0,NA,0,0,95.5%,NA,NA,NA,0,NA,4,11,0.364,4.0,43,26.8%,1.21,0,NA,NA,NA,NA,NA,0.093,NA,52,vs SEA,15,·,14.9,-2.7
4,12527,Ashton Jeanty,RB,21.8,LV,1.0,1,1,33.5,32.5,31.5,1,1,1,52,44,1,0.0%,0,0,0,0,0,0,0.00,138,0,0,0,0.00,0.00,2,7,0,0,2,2,10,17,8.5,8.5,21,2,5,155,1,141,138,6.57,84.6%,14,6.70,0.667,6,1.337,8,23,0.348,8.0,NA,9.5%,NA,0,NA,NA,NA,NA,NA,NA,NA,155,vs CHI,7,·,13.3,20.2
4,6813,Jonathan Taylor,RB,26.7,IND,21.0,22,29,14.6,12.1,9.6,1,1,1,61,53,0,0.0%,0,0,0,0,0,0,0.00,76,0,0,0,0.00,0.00,5,-16,0,1,0,5,36,20,4.0,4.0,17,5,3,96,0,41,76,4.47,86.9%,11,2.40,0.647,3,0.887,4,22,0.182,4.0,NA,15.2%,NA,0,NA,NA,NA,NA,NA,NA,NA,96,@ LAR,30,·,19.7,-5.1
4,6770,Joe Burrow,QB,28.8,CIN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ DEN,29,IR,IR,IR
4,11564,Drake Maye,QB,23.1,NE,8.0,8,8,23.22,23.22,23.22,1,1,1,49,43,0,82.4%,93,17,14,6,3,0,155.60,214,1,2,203,11.94,14.50,0,0,0,0,0,0,0,0,0.0,0.0,3,0,0,11,1,NA,11,3.67,87.8%,NA,NA,NA,1,NA,9,20,NA,NA,NA,NA,NA,8,47.1%,3.00,5.9%,23.8%,7.9,NA,21,214,vs CAR,20,·,20.3,2.9
4,4866,Saquon Barkley,RB,28.6,PHI,16.0,17,17,17.4,15.4,13.4,1,1,1,57,48,0,0.0%,0,0,0,0,0,0,0.00,43,0,0,0,0.00,0.00,4,-5,0,2,0,4,36,31,7.8,7.8,19,2,0,74,1,51,43,2.26,84.2%,3,2.70,0.158,1,0.428,3,23,0.130,3.0,NA,16.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,74,@ TB,17,Q,17.6,-0.2
4,11620,Rome Odunze,WR,23.3,CHI,17.0,17,14,16.9,14.9,12.9,1,1,1,68,52,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,42,0,3,1,8,27,69,17.3,8.6,0,0,0,69,0,NA,0,0,76.5%,NA,NA,NA,0,NA,4,8,0.500,4.0,31,21.6%,2.23,0,NA,NA,NA,NA,NA,0.097,NA,69,@ LV,4,·,13.9,3.0
4,8112,Drake London,WR,24.2,ATL,5.0,6,6,25,21,17,1,1,1,65,55,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,8,95,0,3,1,10,15,110,13.8,11.0,0,0,0,110,0,NA,0,0,84.6%,NA,NA,NA,0,NA,4,10,0.400,4.0,26,38.5%,4.23,0,NA,NA,NA,NA,NA,0.115,NA,110,vs WAS,10,·,13.7,11.3
4,7569,Nico Collins,WR,26.5,HOU,28.0,27,29,11.9,9.9,7.9,1,1,1,71,61,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,45,0,3,0,6,34,79,19.8,13.2,0,0,0,79,0,NA,0,0,85.9%,NA,NA,NA,0,NA,3,6,0.500,3.0,26,21.4%,3.04,0,NA,NA,NA,NA,NA,0.115,NA,79,vs TEN,9,·,15.6,-3.7
4,9226,De'Von Achane,RB,24.0,MIA,17.0,16,13,17.1,16.6,16.1,1,1,1,58,44,1,0.0%,0,0,0,0,0,0,0.00,99,0,0,0,0.00,0.00,1,-1,0,0,0,2,3,2,2.0,1.0,20,5,3,101,1,78,99,4.95,75.9%,6,3.90,0.300,4,0.690,4,22,0.182,4.0,NA,8.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,101,vs NYJ,9,·,20.3,-3.2
4,11560,Caleb Williams,QB,23.9,CHI,24.0,24,24,12.78,12.78,12.78,1,1,1,68,68,2,59.5%,113,37,22,9,15,1,73.30,225,1,1,212,5.73,9.64,0,0,0,0,0,0,0,0,0.0,0.0,8,1,1,13,0,NA,13,1.63,100.0%,NA,NA,NA,1,NA,11,45,NA,NA,NA,NA,NA,10,27.0%,3.30,5.4%,23.8%,6.8,NA,42,225,@ LV,13,·,18.6,-5.8
4,11584,Bucky Irving,RB,23.1,TB,9.0,9,8,25.5,23,20.5,1,1,1,72,44,1,0.0%,0,0,0,0,0,0,0.00,63,0,0,0,0.00,0.00,5,-4,0,2,1,5,106,102,20.4,20.4,15,3,2,165,0,50,63,4.2,61.1%,9,3.30,0.600,2,0.930,5,20,0.250,5.0,NA,12.5%,NA,0,NA,NA,NA,NA,NA,NA,NA,165,vs PHI,8,OUT,18.8,6.7
4,12526,Tetairoa McMillan,WR,22.5,CAR,32.0,36,38,10.2,8.2,6.2,1,1,1,69,65,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,37,0,3,0,8,25,62,15.5,7.8,0,0,0,62,0,NA,0,0,94.2%,NA,NA,NA,0,NA,3,8,0.375,3.0,37,22.2%,1.68,0,NA,NA,NA,NA,NA,0.081,NA,62,@ NE,7,·,14.4,-4.2
4,11631,Brian Thomas Jr.,WR,23.0,JAX,31.0,37,42,10.6,8.1,5.6,1,1,1,68,54,0,0.0%,0,0,0,0,0,0,0.00,7,0,0,0,0.00,0.00,5,41,1,2,0,7,8,49,9.8,7.0,1,0,1,56,0,NA,7,7,79.4%,NA,NA,NA,1,NA,3,8,0.375,3.0,26,22.6%,1.88,0,NA,NA,NA,NA,NA,0.077,NA,56,@ SF,18,·,14.2,-3.6
4,12507,Omarion Hampton,RB,22.5,LAC,7.0,7,7,27.5,25,22.5,1,1,1,63,56,0,0.0%,0,0,0,0,0,0,0.00,128,0,0,0,0.00,0.00,5,-4,0,1,0,5,41,37,7.4,7.4,12,1,4,165,1,90,128,10.67,88.9%,4,7.50,0.333,5,1.083,6,17,0.353,6.0,NA,12.2%,NA,0,NA,NA,NA,NA,NA,NA,NA,165,@ NYG,6,OUT,16.3,11.2
4,4046,Patrick Mahomes,QB,30.0,KC,3.0,3,3,27.3,27.3,27.3,1,1,1,73,67,0,67.6%,112,37,25,11,12,0,124.80,275,1,4,270,7.30,10.80,0,0,0,0,0,0,0,0,0.0,0.0,4,0,0,5,0,NA,5,1.25,91.8%,NA,NA,NA,0,NA,15,41,NA,NA,NA,NA,NA,15,40.5%,2.58,10.8%,22.0%,7.1,NA,41,275,vs BAL,2,·,20.4,6.9
4,8138,James Cook,RB,26.0,BUF,10.0,10,10,22.5,21,19.5,1,1,1,59,43,0,0.0%,0,0,0,0,0,0,0.00,117,0,0,0,0.00,0.00,3,-3,0,1,0,4,21,18,6.0,4.5,22,2,5,135,1,79,117,5.32,72.9%,7,3.60,0.318,6,0.678,7,26,0.269,7.0,NA,18.2%,NA,0,NA,NA,NA,NA,NA,NA,NA,135,vs NO,11,·,17.4,5.1
4,6804,Jordan Love,QB,26.9,GB,6.0,6,6,26.28,26.28,26.28,1,1,1,83,83,1,72.1%,85,43,31,13,12,0,118.10,365,1,3,337,7.84,10.87,0,0,0,0,0,0,0,0,0.0,0.0,3,0,1,28,0,NA,28,9.33,100.0%,NA,NA,NA,1,NA,17,46,NA,NA,NA,NA,NA,16,37.2%,2.76,11.6%,28.3%,5.5,NA,46,365,@ DAL,1,·,20.4,5.9
4,8146,Garrett Wilson,WR,25.2,NYJ,10.0,11,11,20.2,17.2,14.2,1,1,1,63,62,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,58,0,3,1,8,24,82,13.7,10.3,0,0,0,82,0,NA,0,0,98.4%,NA,NA,NA,0,NA,4,8,0.500,4.0,29,29.6%,2.83,0,NA,NA,NA,NA,NA,0.103,NA,82,@ MIA,21,·,14.6,5.6
4,12518,Tyler Warren,TE,23.4,IND,2.0,3,3,18.3,15.8,13.3,1,1,1,61,54,0,0.0%,0,0,0,0,0,0,0.00,3,0,0,0,0.00,0.00,5,53,0,3,0,6,17,70,14.0,11.7,2,0,0,73,1,NA,3,1.5,88.5%,NA,NA,NA,1,NA,4,8,0.500,4.0,32,18.2%,2.19,0,NA,NA,NA,NA,NA,0.094,NA,73,@ LAR,13,·,13.8,4.5
4,11635,Ladd McConkey,WR,23.9,LAC,99.0,99,96,2.1,1.6,1.1,1,1,1,63,58,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,6,2,1,0,6,5,11,11.0,1.8,0,0,0,11,0,NA,0,0,92.1%,NA,NA,NA,0,NA,1,6,0.167,1.0,40,14.6%,0.28,0,NA,NA,NA,NA,NA,0.025,NA,11,@ NYG,3,·,14.4,-12.3
4,11563,Bo Nix,QB,25.6,DEN,5.0,5,5,26.74,26.74,26.74,1,1,1,81,81,0,69.0%,101,42,29,15,13,1,97.90,333,0,2,326,7.76,11.24,0,0,0,0,0,0,0,0,0.0,0.0,6,0,0,7,1,NA,7,1.17,100.0%,NA,NA,NA,1,NA,18,48,NA,NA,NA,NA,NA,17,40.5%,2.77,7.1%,15.9%,6.3,NA,44,333,vs CIN,7,·,20.3,6.4
4,12512,Quinshon Judkins,RB,21.9,CLE,11.0,11,12,21.5,19.5,17.5,1,1,1,67,39,0,0.0%,0,0,0,0,0,0,0.00,82,0,0,0,0.00,0.00,4,-1,0,2,0,4,34,33,8.3,8.3,21,3,6,115,1,78,82,3.9,58.2%,0,3.70,0.000,7,0.370,9,25,0.360,9.0,NA,11.4%,NA,0,NA,NA,NA,NA,NA,NA,NA,115,@ DET,26,·,13.7,7.8
4,4892,Baker Mayfield,QB,30.4,TB,10.0,10,10,19.86,19.86,19.86,1,1,1,72,72,1,55.0%,88,40,22,5,18,1,84.30,302,2,2,289,7.22,13.14,0,0,0,0,0,0,0,0,0.0,0.0,2,1,1,13,0,NA,13,6.5,100.0%,NA,NA,NA,1,NA,8,42,NA,NA,NA,NA,NA,7,17.5%,2.87,15.0%,40.9%,8.4,NA,44,302,vs PHI,16,·,20.6,-0.7
4,10229,Rashee Rice,WR,25.4,KC,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs BAL,2,SUS,SUS,SUS
4,4034,Christian McCaffrey,RB,29.3,SF,8.0,8,9,26.1,23.1,20.1,1,1,1,66,56,1,0.0%,0,0,0,0,0,0,0.00,49,0,0,0,0.00,0.00,6,23,2,3,1,11,69,92,15.3,8.4,17,0,1,141,0,36,49,2.88,84.8%,5,2.10,0.294,1,0.504,5,28,0.179,5.0,NA,28.9%,NA,0,NA,NA,NA,NA,NA,NA,NA,141,vs JAX,29,·,23.4,2.7
4,11628,Marvin Harrison Jr.,WR,23.1,ARI,14.0,14,16,18.6,15.6,12.6,1,1,1,67,67,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,50,1,2,1,10,16,66,11.0,6.6,0,0,0,66,0,NA,0,0,100.0%,NA,NA,NA,0,NA,3,10,0.300,3.0,47,24.4%,1.40,0,NA,NA,NA,NA,NA,0.043,NA,66,vs SEA,17,·,11.2,7.4
4,12529,TreVeyon Henderson,RB,22.9,NE,24.0,25,25,12.6,11.6,10.6,1,1,0,49,15,0,0.0%,0,0,0,0,0,0,0.00,32,0,0,0,0.00,0.00,2,-6,0,0,0,2,20,14,7.0,7.0,7,1,2,46,1,25,32,4.57,30.6%,1,3.50,0.143,3,0.493,3,9,0.333,3.0,NA,11.1%,NA,0,NA,NA,NA,NA,NA,NA,NA,46,vs CAR,16,·,9.7,2.9
4,8150,Kyren Williams,RB,25.1,LAR,34.0,34,34,10.4,8.9,7.4,1,1,1,75,51,1,0.0%,0,0,0,0,0,0,0.00,77,0,0,0,0.00,0.00,3,4,0,1,0,4,13,17,5.7,4.3,13,4,6,94,0,42,77,5.92,68.0%,3,3.20,0.231,6,0.551,7,17,0.412,7.0,NA,9.8%,NA,0,NA,NA,NA,NA,NA,NA,NA,94,vs IND,24,·,15.9,-5.5
4,5850,Josh Jacobs,RB,27.6,GB,2.0,2,2,31.7,29.7,27.7,1,1,1,83,54,0,0.0%,0,0,0,0,0,0,0.00,86,0,0,0,0.00,0.00,4,-5,0,3,0,4,76,71,17.8,17.8,22,0,4,157,2,81,86,3.91,65.1%,6,3.70,0.273,6,0.643,9,26,0.346,9.0,NA,9.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,157,@ DAL,5,·,17.6,14.1
4,8183,Brock Purdy,QB,25.8,SF,13.0,13,13,19.66,19.66,19.66,1,1,1,66,66,1,57.9%,171,38,22,15,16,2,79.80,322,1,2,309,8.13,14.05,0,0,0,0,0,0,0,0,0.0,0.0,2,0,2,13,0,NA,13,6.5,100.0%,NA,NA,NA,2,NA,19,40,NA,NA,NA,NA,NA,17,44.7%,3.04,5.3%,32.5%,7.6,NA,40,322,vs JAX,26,OUT,22.3,-2.6
4,8155,Breece Hall,RB,24.3,NYJ,19.0,19,21,16.1,13.6,11.1,1,1,1,63,40,0,0.0%,0,0,0,0,0,0,0.00,81,0,0,0,0.00,0.00,5,18,0,2,0,6,12,30,6.0,5.0,14,3,3,111,0,55,81,5.79,63.5%,1,3.90,0.071,3,0.461,5,20,0.250,5.0,NA,22.2%,NA,0,NA,NA,NA,NA,NA,NA,NA,111,@ MIA,4,·,13.6,2.5
4,5859,A.J. Brown,WR,28.2,PHI,94.0,98,107,2.7,1.7,0.7,1,1,1,57,55,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,2,0,1,0,9,5,7,3.5,0.8,0,0,0,7,0,NA,0,0,96.5%,NA,NA,NA,0,NA,1,9,0.111,1.0,23,37.5%,0.30,0,NA,NA,NA,NA,NA,0.043,NA,7,@ TB,16,·,14.4,-11.7
4,9997,Zay Flowers,WR,25.0,BAL,23.0,26,31,14.4,10.9,7.4,1,1,1,54,48,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,7,57,1,4,0,8,17,74,10.6,9.3,0,0,0,74,0,NA,0,0,88.9%,NA,NA,NA,0,NA,4,8,0.500,4.0,33,24.2%,2.24,0,NA,NA,NA,NA,NA,0.121,NA,74,@ KC,31,·,13.2,1.2
4,12522,Cam Ward,QB,23.3,TEN,31.0,31,31,5.52,5.52,5.52,1,1,1,50,50,0,38.5%,67,26,10,5,16,1,35.40,130,2,0,108,4.15,10.80,0,0,0,0,0,0,0,0,0.0,0.0,2,0,1,22,0,NA,22,11,100.0%,NA,NA,NA,1,NA,6,28,NA,NA,NA,NA,NA,5,19.2%,3.10,3.8%,46.7%,8.2,NA,30,130,@ HOU,32,·,16.9,-11.4
4,12508,Jaxson Dart,QB,22.4,NYG,11.0,11,11,19.84,19.84,19.84,1,1,1,76,74,1,65.0%,45,20,13,5,7,0,96.00,165,5,1,111,5.55,8.54,0,0,0,0,0,0,0,0,0.0,0.0,10,0,4,54,1,NA,54,5.4,97.4%,NA,NA,NA,5,NA,11,30,NA,NA,NA,NA,NA,6,30.0%,2.48,10.0%,32.1%,7.1,NA,28,165,vs LAC,18,Q,18.3,1.5
4,11638,Ricky Pearsall,WR,25.0,SF,44.0,44,47,8.6,6.6,4.6,1,1,1,66,37,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,46,0,3,0,5,0,46,11.5,9.2,0,0,0,46,0,NA,0,0,56.1%,NA,NA,NA,0,NA,3,5,0.600,3.0,23,13.2%,2.00,0,NA,NA,NA,NA,NA,0.130,NA,46,vs JAX,24,OUT,13.8,-5.2
4,9484,Tucker Kraft,TE,24.9,GB,15.0,16,15,10.6,8.1,5.6,1,1,1,83,79,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,1,0,3,0,5,55,56,11.2,11.2,0,0,0,56,0,NA,0,0,95.2%,NA,NA,NA,0,NA,3,5,0.600,3.0,31,11.6%,1.81,0,NA,NA,NA,NA,NA,0.097,NA,56,@ DAL,9,·,11.2,-0.6
4,9758,C.J. Stroud,QB,24.0,HOU,15.0,15,15,18.42,18.42,18.42,1,1,1,71,71,0,78.6%,124,28,22,7,6,0,125.10,244,2,2,233,8.32,10.59,0,0,0,0,0,0,0,0,0.0,0.0,4,0,3,11,0,NA,11,2.75,100.0%,NA,NA,NA,3,NA,12,32,NA,NA,NA,NA,NA,9,32.1%,2.62,7.1%,28.1%,6.2,NA,32,244,vs TEN,23,·,16.2,2.2
4,8151,Kenneth Walker III,RB,24.9,SEA,27.0,26,23,12,11.5,11,1,1,1,66,33,0,0.0%,0,0,0,0,0,0,0.00,81,0,0,0,0.00,0.00,1,-3,1,1,0,2,32,29,29.0,14.5,19,2,2,110,0,38,81,4.26,50.0%,5,2.00,0.263,2,0.463,3,21,0.143,3.0,NA,7.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,110,@ ARI,12,·,13.0,-1.0
4,3163,Jared Goff,QB,31.0,DET,22.0,22,22,13.72,13.72,13.72,1,1,1,60,56,0,59.3%,92,27,16,6,11,1,86.70,168,0,2,168,6.22,10.50,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,93.3%,NA,NA,NA,0,NA,8,27,NA,NA,NA,NA,NA,8,29.6%,2.71,18.5%,44.4%,11.9,NA,27,168,vs CLE,24,·,19.7,-6.0
4,8148,Jameson Williams,WR,24.5,DET,64.0,62,57,5.7,4.7,3.7,1,1,1,60,51,0,0.0%,0,0,0,0,0,0,0.00,-3,0,0,0,0.00,0.00,2,20,2,2,0,8,20,40,20.0,5.0,1,0,0,37,0,NA,-3,-3,85.0%,NA,NA,NA,0,NA,2,9,0.222,2.0,27,29.6%,1.48,0,NA,NA,NA,NA,NA,0.074,NA,37,vs CLE,8,·,12.3,-6.6
4,10859,Sam LaPorta,TE,24.7,DET,24.0,24,23,6.9,5.4,3.9,1,1,1,60,56,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,30,0,1,0,4,9,39,13.0,9.8,0,0,0,39,0,NA,0,0,93.3%,NA,NA,NA,0,NA,1,4,0.250,1.0,21,14.8%,1.86,0,NA,NA,NA,NA,NA,0.048,NA,39,vs CLE,19,·,11.8,-4.9
