SZN,SLPR_ID,PLAYER NAME,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP PCT,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),VS,vsRK,INJ,PROJ,FPOE
2,7891,Brock Wright,TE,26.8,DET,8.0,6,5,11.8,10.3,8.8,1,1,0,59,31,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,3,0,1,1,3,25,28,9.3,9.3,0,0,0,28,0,NA,0,0,52.5%,NA,NA,NA,0,NA,2,3,0.667,2.0,6,10.7%,4.67,0,NA,NA,NA,NA,NA,0.167,NA,28,vs CHI,21,·,0.9,10.9
2,8204,Bo Melton,WR,26.2,GB,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs WAS,10,·,DNP,DNP
2,11647,Kimani Vidal,RB,24.0,LAC,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ LV,10,·,1.3,-1.3
2,10216,Kenny McIntosh,RB,25.5,SEA,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ PIT,23,IR,IR,IR
2,6853,Van Jefferson,WR,29.1,TEN,99.0,101,105,3,2,1,1,1,0,66,17,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,9,0,2,0,2,1,10,5.0,5.0,0,0,0,10,0,NA,0,0,25.8%,NA,NA,NA,0,NA,2,2,1.000,2.0,10,6.1%,1.00,0,NA,NA,NA,NA,NA,0.200,NA,10,vs LAR,12,·,0.8,2.2
2,5086,Marquez Valdes-Scantling,WR,30.9,SF,999.0,999,999,0,0,0,1,1,0,71,9,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,12.7%,NA,NA,NA,0,NA,0,1,0.000,0.0,4,2.6%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,@ NO,19,·,1.3,-1.3
2,5185,Allen Lazard,WR,29.8,NYJ,999.0,999,999,0,0,0,1,1,0,47,22,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,46.8%,NA,NA,NA,0,NA,0,0,NA,0.0,10,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,vs BUF,20,Q,2.5,-2.5
2,10234,Derius Davis,WR,25.0,LAC,999.0,999,999,0,0,0,1,1,0,58,5,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,8.6%,NA,NA,NA,0,NA,0,0,NA,0.0,1,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,@ LV,4,OUT,0.4,-0.4
2,8118,David Bell,WR,24.8,CLE,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ BAL,2,PUP,PUP,PUP
2,7593,Trey Sermon,RB,26.6,PIT,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs SEA,18,·,DNP,DNP
2,2307,Marcus Mariota,QB,31.9,WAS,999.0,999,999,0,0,0,1,0,0,69,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ GB,27,·,DNP,DNP
2,6850,Harrison Bryant,TE,27.4,HOU,999.0,999,999,0,0,0,1,1,1,49,19,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,38.8%,NA,NA,NA,0,NA,0,1,0.000,0.0,5,4.2%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,vs TB,8,·,0.8,-0.8
2,9505,Deuce Vaughn,RB,23.9,DEN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ IND,24,·,DNP,DNP
2,8135,Treylon Burks,WR,25.5,TEN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs LAR,12,IR,IR,IR
2,5917,Mecole Hardman,WR,27.5,GB,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs WAS,10,·,DNP,DNP
2,6126,Irv Smith,TE,27.1,HOU,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs TB,8,Q,Q,Q
2,11574,Dylan Laube,RB,25.8,LV,52.0,54,60,3.7,2.7,1.7,1,1,0,70,12,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,-3,0,1,0,2,20,17,8.5,8.5,0,0,0,17,0,0,0,0,17.1%,1,0.00,NA,0,NA,1,2,0.500,1.0,NA,4.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,17,vs LAC,25,·,DNP,DNP
2,5985,Foster Moreau,TE,28.4,NO,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs SF,3,·,DNP,DNP
2,2749,Raheem Mostert,RB,33.4,LV,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs LAC,25,·,DNP,DNP
2,7608,Khalil Herbert,RB,27.4,FA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,,·,2.3,-2.3
2,10857,Stetson Bennett,QB,27.9,LAR,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ TEN,23,OUT,OUT,OUT
2,11729,Sione Vaki,RB,24.1,DET,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs CHI,7,OUT,OUT,OUT
2,10223,Eric Gray,RB,25.9,NYG,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ DAL,5,PUP,PUP,PUP
2,8219,Jelani Woods,TE,26.9,NYJ,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs BUF,30,OUT,OUT,OUT
2,4972,Mason Rudolph,QB,30.2,PIT,38.0,38,38,0.48,0.48,0.48,1,1,0,62,3,0,100.0%,-3,2,2,1,0,0,91.70,12,0,0,12,6.00,6.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,4.8%,NA,NA,NA,0,NA,1,2,NA,NA,NA,NA,NA,1,50.0%,NA,NA,NA,NA,NA,NA,12,vs SEA,21,·,DNP,DNP
2,6938,Cam Akers,RB,26.2,FA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,,·,DNP,DNP
2,7083,Tyler Huntley,QB,27.6,BAL,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs CLE,24,·,DNP,DNP
2,7565,Terrace Marshall,WR,25.3,PHI,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ KC,31,·,DNP,DNP
2,11621,Brenden Rice,WR,23.5,FA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,,·,DNP,DNP
2,8116,Pierre Strong Jr.,RB,26.8,GB,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs WAS,21,·,DNP,DNP
2,5973,Josh Oliver,TE,28.5,MIN,999.0,999,999,0,0,0,1,1,0,47,14,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,29.8%,NA,NA,NA,0,NA,0,0,NA,0.0,3,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,vs ATL,32,·,3.0,-3.0
2,7066,K.J. Osborn,WR,28.3,FA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,,·,DNP,DNP
2,12478,Nick Nash,WR,25.1,ATL,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ MIN,32,·,DNP,DNP
2,6920,Isaiah Hodgins,WR,26.9,FA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,,·,DNP,DNP
2,6144,Trayveon Williams,RB,27.9,FA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,,·,DNP,DNP
2,5938,Lil'Jordan Humphrey,WR,27.4,NYG,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ DAL,1,·,DNP,DNP
2,6805,KJ Hamler,WR,26.2,FA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,,·,DNP,DNP
2,3200,Sterling Shepard,WR,32.6,TB,68.0,69,72,7.4,5.4,3.4,1,1,1,80,60,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,29,0,2,0,4,5,34,8.5,8.5,0,0,0,34,0,NA,0,0,75.0%,NA,NA,NA,0,NA,2,4,0.500,2.0,37,10.5%,0.92,0,NA,NA,NA,NA,NA,0.054,NA,34,@ HOU,26,·,3.8,3.6
2,8220,Sincere McCormick,RB,25.0,SF,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ NO,11,·,DNP,DNP
2,6869,Adam Trautman,TE,28.6,DEN,11.0,10,10,10,8.5,7,1,1,1,58,36,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,7,0,1,1,3,3,10,3.3,3.3,0,0,0,10,0,NA,0,0,62.1%,NA,NA,NA,0,NA,2,3,0.667,2.0,8,10.0%,1.25,0,NA,NA,NA,NA,NA,0.125,NA,10,@ IND,20,·,2.3,7.7
2,11210,Malik Heath,WR,25.5,GB,82.0,78,70,4.7,4.2,3.7,1,1,0,68,22,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,37,0,1,0,1,0,37,37.0,37.0,0,0,0,37,0,NA,0,0,32.4%,NA,NA,NA,0,NA,1,1,1.000,1.0,7,3.2%,5.29,0,NA,NA,NA,NA,NA,0.143,NA,37,vs WAS,10,·,0.9,3.8
2,5374,Justin Watson,WR,29.4,HOU,118.0,118,118,1.3,0.8,0.3,1,1,0,49,20,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,2,0,0,0,2,1,3,3.0,1.5,0,0,0,3,0,NA,0,0,40.8%,NA,NA,NA,0,NA,0,2,0.000,0.0,13,8.3%,0.23,0,NA,NA,NA,NA,NA,0.000,NA,3,vs TB,16,IR,2.2,-0.9
2,9495,Rakim Jarrett,WR,24.6,PIT,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs SEA,17,·,DNP,DNP
2,9489,Justin Shorter,WR,25.4,LV,999.0,999,999,0,0,0,1,1,0,70,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs LAC,25,·,DNP,DNP
2,3202,Austin Hooper,TE,30.9,NE,24.0,24,19,6.8,5.3,3.8,1,1,1,60,37,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,28,0,2,0,3,10,38,12.7,12.7,0,0,0,38,0,NA,0,0,61.7%,NA,NA,NA,0,NA,2,3,0.667,2.0,9,13.0%,4.22,0,NA,NA,NA,NA,NA,0.222,NA,38,@ MIA,6,·,2.2,4.6
2,5937,Diontae Johnson,WR,29.2,FA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,,·,DNP,DNP
2,10863,A.T. Perry,WR,25.9,DEN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ IND,5,·,DNP,DNP
2,9998,Hendon Hooker,QB,27.7,CAR,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ ARI,25,·,DNP,DNP
2,6290,Scotty Miller,WR,28.1,PIT,999.0,999,999,0,0,0,1,1,0,62,9,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,14.5%,NA,NA,NA,0,NA,0,0,NA,0.0,6,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,vs SEA,17,·,DNP,DNP
2,6012,Travis Homer,RB,27.1,CHI,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ DET,26,IR,IR,IR
2,3634,Kalif Raymond,WR,31.1,DET,95.0,92,87,3.3,2.8,2.3,1,1,1,59,32,0,0.0%,0,0,0,0,0,0,0.00,9,0,0,0,0.00,0.00,1,14,0,1,0,1,0,14,14.0,14.0,1,0,0,23,0,NA,9,9,54.2%,NA,NA,NA,0,NA,1,2,0.500,1.0,12,3.6%,1.17,0,NA,NA,NA,NA,NA,0.083,NA,23,vs CHI,23,OUT,3.1,0.2
2,6847,Devin Duvernay,WR,28.0,CHI,999.0,999,999,0,0,0,1,1,0,68,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ DET,6,·,0.2,-0.2
2,7607,Michael Carter,RB,26.4,ARI,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs CAR,16,·,1.4,-1.4
2,7535,Hunter Long,TE,27.1,JAX,999.0,999,999,0,0,0,1,1,0,71,1,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,1.4%,NA,NA,NA,0,NA,0,0,NA,0.0,1,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,@ CIN,1,·,0.4,-0.4
2,9490,Tyler Scott,WR,23.9,IND,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs DEN,27,·,DNP,DNP
2,7602,Kylen Granson,TE,27.5,PHI,54.0,54,54,1.5,1,0.5,1,1,1,60,34,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,3,0,1,0,1,2,5,5.0,5.0,0,0,0,5,0,NA,0,0,56.7%,NA,NA,NA,0,NA,1,1,1.000,1.0,4,4.5%,1.25,0,NA,NA,NA,NA,NA,0.250,NA,5,@ KC,31,·,3.5,-2.0
2,10228,Charlie Jones,WR,26.9,CIN,999.0,999,999,0,0,0,1,1,0,69,1,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,1.4%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs JAX,24,·,1.2,-1.2
2,11582,Carson Steele,RB,22.9,KC,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs PHI,8,·,DNP,DNP
2,8127,Charlie Kolar,TE,26.6,BAL,999.0,999,999,0,0,0,1,1,0,56,33,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,58.9%,NA,NA,NA,0,NA,0,0,NA,0.0,13,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,vs CLE,19,·,2.2,-2.2
2,6427,Ashton Dulin,WR,28.3,IND,999.0,999,999,0,0,0,1,1,0,71,10,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,14.1%,NA,NA,NA,0,NA,0,0,NA,0.0,3,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,vs DEN,27,·,0.6,-0.6
2,4017,Deshaun Watson,QB,30.0,CLE,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ BAL,2,PUP,PUP,PUP
2,827,Tyrod Taylor,QB,36.1,NYJ,29.0,29,29,8.34,8.34,8.34,1,1,0,47,18,0,63.6%,41,11,7,3,4,0,106.60,77,2,1,56,5.09,8.00,0,0,0,0,0,0,0,0,0.0,0.0,3,0,1,21,0,NA,21,7,38.3%,NA,NA,NA,1,NA,5,14,NA,NA,NA,NA,NA,4,36.4%,3.04,18.2%,50.0%,7.6,NA,16,77,vs BUF,19,·,DNP,DNP
2,6659,Craig Reynolds,RB,29.2,DET,72.0,72,70,0.4,0.4,0.4,1,1,0,59,3,0,0.0%,0,0,0,0,0,0,0.00,4,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,3,0,0,4,0,NA,4,1.33,5.1%,NA,NA,NA,0,NA,0,3,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,vs CHI,7,·,0.6,-0.2
2,7585,Davis Mills,QB,26.9,HOU,999.0,999,999,0,0,0,1,0,0,49,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs TB,4,·,DNP,DNP
