WK,SLPR_ID,NM,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP PCT,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),CMPOE,EPA/DB,VS,vsRK,INJ,PROJ,FPOE
15,11645,Javon Baker,WR,23.6,PHI,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs LV,6,·,·,·
15,8230,Ty Chandler,RB,27.4,MIN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ DAL,8,IR,IR,IR
15,3286,Demarcus Robinson,WR,31.0,SF,65.0,65,60,5.6,4.6,3.6,1,1,0,74,23,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,34,0,2,0,2,2,36,18.0,18.0,0,0,0,36,0,NA,0,0,31.1%,NA,NA,NA,0,NA,2,2,1.000,2.0,13,6.7%,2.77,0,NA,NA,NA,NA,NA,0.154,NA,36,NA,NA,vs TEN,10,·,3.6,2.0
15,8160,Kenny Pickett,QB,27.3,LV,32.0,32,32,2.26,2.26,2.26,1,1,1,42,42,0,60.0,25,25,15,4,10,1,47.90,71,4,0,64,2.56,4.27,0,0,0,0,0,0,0,0,0.0,0.0,2,1,1,7,0,NA,7,3.5,100.0%,NA,NA,NA,1,NA,5,27,NA,NA,NA,NA,NA,4,16.0%,2.71,0.0%,22.6%,4.40,NA,31,71,-8.8%,-0.65,@ PHI,19,·,15.6,-13.3
15,5133,Tyler Conklin,TE,30.2,LAC,999.0,999,999,0,0,0,1,0,0,66,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ KC,27,·,1.0,-1.0
15,7561,Elijah Mitchell,RB,27.4,KC,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs LAC,19,OUT,OUT,OUT
15,12470,Riley Leonard,QB,23.0,IND,999.0,999,999,0,0,0,1,0,0,60,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ SEA,13,·,·,·
15,7595,Tylan Wallace,WR,26.4,BAL,999.0,999,999,0,0,0,1,1,0,41,7,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,17.1%,NA,NA,NA,0,NA,0,0,NA,0.0,1,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,@ CIN,27,·,2.9,-2.9
15,11570,Rasheen Ali,RB,24.6,BAL,24.0,26,26,11.2,10.2,9.2,1,1,0,41,11,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,-6,0,0,1,2,38,32,16.0,16.0,0,0,0,32,0,0,0,0,26.8%,0,0.00,NA,0,NA,1,2,0.500,1.0,NA,16.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,@ CIN,1,·,2.8,8.4
15,10214,Davis Allen,TE,24.6,LAR,33.0,37,42,4.6,3.1,1.6,1,1,1,72,54,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,1,0,2,0,4,15,16,5.3,4.0,0,0,0,16,0,NA,0,0,75.0%,NA,NA,NA,0,NA,2,4,0.500,2.0,20,10.5%,0.80,0,NA,NA,NA,NA,NA,0.100,NA,16,NA,NA,vs DET,23,·,2.6,2.0
15,10867,Jake Bobo,WR,27.2,SEA,999.0,999,999,0,0,0,1,1,0,60,4,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,6.7%,NA,NA,NA,0,NA,0,0,NA,0.0,3,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,vs IND,7,·,0.2,-0.2
15,8162,Sam Howell,QB,25.0,PHI,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs LV,15,OUT,OUT,OUT
15,6938,Cam Akers,RB,26.3,MIN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ DAL,8,·,·,·
15,11617,Malachi Corley,WR,23.5,CLE,91.0,91,90,2,1.5,1,1,1,0,57,15,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,4,0,1,0,1,6,10,10.0,10.0,0,0,0,10,0,NA,0,0,26.3%,NA,NA,NA,0,NA,1,1,1.000,1.0,8,2.9%,1.25,0,NA,NA,NA,NA,NA,0.125,NA,10,NA,NA,@ CHI,4,·,2.2,-0.2
15,1234,Russell Wilson,QB,36.8,NYG,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs WAS,6,OUT,OUT,OUT
15,8254,Julius Chestnut,RB,24.9,TEN,999.0,999,999,0,0,0,1,1,0,53,1,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,1.9%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ SF,27,·,0.7,-0.7
15,4080,Zay Jones,WR,30.5,ARI,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ HOU,30,IR,IR,IR
15,6960,Tyler Johnson,WR,27.1,NYJ,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ JAX,16,OUT,OUT,OUT
15,7568,Brevin Jordan,TE,25.2,HOU,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs ARI,9,IR,IR,IR
15,6828,AJ Dillon,RB,27.4,PHI,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs LV,12,OUT,OUT,OUT
15,9230,Tanner McKee,QB,25.4,PHI,33.0,33,33,2.22,2.22,2.22,1,1,0,69,17,0,100.0,28,3,3,3,0,0,112.50,42,0,0,33,11.00,11.00,0,0,0,0,0,0,0,0,0.0,0.0,1,0,1,9,0,NA,9,9,24.6%,NA,NA,NA,1,NA,4,4,NA,NA,NA,NA,NA,3,100.0%,2.88,0.0%,0.0%,9.40,NA,4,42,+19.1%,+1.51,vs LV,15,·,·,·
15,9227,Israel Abanikanda,RB,23.0,FA,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,,·,·,·
15,7610,Trey Lance,QB,25.4,LAC,999.0,999,999,0,0,0,1,0,0,66,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ KC,20,·,·,·
15,4171,Josh Reynolds,WR,30.6,NYJ,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ JAX,16,IR,IR,IR
15,8172,Greg Dulcich,TE,25.5,MIA,23.0,22,20,6.6,5.6,4.6,1,1,0,50,19,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,24,0,2,0,2,22,46,23.0,23.0,0,0,0,46,0,NA,0,0,38.0%,NA,NA,NA,0,NA,2,2,1.000,2.0,11,7.1%,4.18,0,NA,NA,NA,NA,NA,0.182,NA,46,NA,NA,@ PIT,7,·,1.5,5.1
15,4381,Taysom Hill,TE,35.1,NO,59.0,59,58,0.2,0.2,0.2,1,1,0,69,15,0,0.0,0,0,0,0,0,0,0.00,2,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,2,0,1,2,0,NA,2,1,21.7%,NA,NA,NA,1,NA,1,2,0.500,1.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,vs CAR,10,·,4.8,-4.6
15,12718,Konata Mumpfield,WR,22.9,LAR,999.0,999,999,0,0,0,1,1,0,72,32,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,44.4%,NA,NA,NA,0,NA,0,1,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs DET,2,·,1.2,-1.2
15,11994,Kameron Johnson,WR,23.5,TB,999.0,999,999,0,0,0,1,1,0,69,0,1,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,0.0,0,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs ATL,3,·,·,·
15,11595,Jared Wiley,TE,24.9,KC,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs LAC,25,OUT,OUT,OUT
15,11615,Ainias Smith,WR,24.3,CAR,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ NO,22,·,·,·
15,9999,Will Levis,QB,26.2,TEN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ SF,22,IR,IR,IR
15,8204,Bo Melton,WR,26.2,GB,999.0,999,999,0,0,0,1,1,0,66,9,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,1,0,0,0,0,NA,0,0,13.6%,NA,NA,NA,0,NA,0,2,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ DEN,28,·,1.1,-1.1
15,8168,Skyy Moore,WR,25.0,SF,999.0,999,999,0,0,0,1,1,0,74,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs TEN,10,·,0.5,-0.5
15,5854,Drew Lock,QB,28.9,SEA,999.0,999,999,0,0,0,1,0,0,60,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs IND,17,·,·,·
15,2374,Tyler Lockett,WR,33.0,TEN,85.0,90,91,3,2,1,1,1,1,42,32,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,10,0,1,0,4,0,10,5.0,2.5,0,0,0,10,0,NA,0,0,76.2%,NA,NA,NA,0,NA,1,4,0.250,1.0,27,16.0%,0.37,0,NA,NA,NA,NA,NA,0.037,NA,10,NA,NA,@ SF,20,Q,8.0,-5.0
15,4177,Mack Hollins,WR,32.0,NE,49.0,49,54,8.1,6.1,4.1,1,1,1,52,41,1,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,30,0,2,0,8,11,41,10.3,5.1,0,0,0,41,0,NA,0,0,78.8%,NA,NA,NA,0,NA,2,8,0.250,2.0,22,34.8%,1.86,0,NA,NA,NA,NA,NA,0.091,NA,41,NA,NA,vs BUF,18,·,8.1,0.0
15,11748,Bub Means,WR,24.7,NO,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs CAR,24,IR,IR,IR
15,11573,Frank Gore Jr.,RB,23.5,BUF,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ NE,32,·,·,·
15,7891,Brock Wright,TE,26.8,DET,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ LAR,17,IR,IR,IR
15,12699,LaJohntay Wester,WR,23.5,BAL,999.0,999,999,0,0,0,1,1,0,41,9,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,22.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ CIN,27,·,0.1,-0.1
15,6869,Adam Trautman,TE,28.6,DEN,999.0,999,999,0,0,0,1,1,1,68,42,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,61.8%,NA,NA,NA,0,NA,0,0,NA,0.0,19,0.0%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,vs GB,21,·,1.8,-1.8
15,10866,Aidan O'Connell,QB,27.1,LV,999.0,999,999,0,0,0,1,0,0,42,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ PHI,19,·,·,·
15,11895,Mason Tipton,WR,25.0,NO,101.0,101,102,1.1,0.6,0.1,1,1,1,69,55,1,0.0,0,0,0,0,0,0,0.00,-4,0,0,0,0.00,0.00,1,4,0,0,0,2,1,5,5.0,2.5,1,0,0,1,0,NA,-4,-4,79.7%,NA,NA,NA,0,NA,0,3,0.000,0.0,32,6.1%,0.16,0,NA,NA,NA,NA,NA,0.000,NA,1,NA,NA,vs CAR,24,·,4.6,-3.5
15,8177,Grant Calcaterra,TE,26.8,PHI,57.0,57,56,1.4,0.9,0.4,1,1,1,69,37,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,4,0,1,0,1,0,4,4.0,4.0,0,0,0,4,0,NA,0,0,53.6%,NA,NA,NA,0,NA,1,1,1.000,1.0,7,5.6%,0.57,0,NA,NA,NA,NA,NA,0.143,NA,4,NA,NA,vs LV,29,·,0.6,0.8
15,11574,Dylan Laube,RB,25.8,LV,75.0,75,71,0.4,0.4,0.4,1,1,0,42,2,0,0.0,0,0,0,0,0,0,0.00,4,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0,4,0,NA,4,2,4.8%,NA,NA,NA,0,NA,0,2,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,@ PHI,9,·,0.4,0.0
15,11649,Kendall Milton,RB,23.6,CIN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs BAL,14,·,·,·
15,8145,Jeremy Ruckert,TE,25.1,NYJ,43.0,44,46,3.3,2.3,1.3,1,1,1,68,50,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,4,0,1,0,2,9,13,6.5,6.5,0,0,0,13,0,NA,0,0,73.5%,NA,NA,NA,0,NA,1,2,0.500,1.0,21,6.1%,0.62,0,NA,NA,NA,NA,NA,0.048,NA,13,NA,NA,@ JAX,6,·,6.7,-3.4
15,2197,Brandin Cooks,WR,32.0,NO,999.0,999,999,0,0,0,1,1,1,70,24,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,1,0,0,3,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,34.3%,NA,NA,NA,0,NA,0,3,0.000,0.0,14,10.7%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,vs CAR,24,·,3.4,-3.4
15,1837,Jimmy Garoppolo,QB,33.9,LAR,999.0,999,999,0,0,0,1,0,0,72,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs DET,5,·,·,·
15,8135,Treylon Burks,WR,25.5,WAS,999.0,999,999,0,0,0,1,1,0,61,28,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,2,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,45.9%,NA,NA,NA,0,NA,0,2,0.000,0.0,8,10.5%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,NA,NA,@ NYG,5,·,3.1,-3.1
15,11636,Johnny Wilson,WR,24.5,PHI,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs LV,6,IR,IR,IR
15,5185,Allen Lazard,WR,29.8,NYJ,97.0,97,97,1.6,1.1,0.6,1,1,0,68,15,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,6,0,0,0,2,0,6,6.0,3.0,0,0,0,6,0,NA,0,0,22.1%,NA,NA,NA,0,NA,0,2,0.000,0.0,11,6.1%,0.55,0,NA,NA,NA,NA,NA,0.000,NA,6,NA,NA,@ JAX,16,·,3.5,-1.9
15,9505,Deuce Vaughn,RB,23.9,DEN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs GB,25,·,·,·
15,5973,Josh Oliver,TE,28.5,MIN,48.0,46,41,2.8,2.3,1.8,1,1,1,55,34,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,8,0,1,0,1,10,18,18.0,18.0,0,0,0,18,0,NA,0,0,61.8%,NA,NA,NA,0,NA,1,1,1.000,1.0,8,4.2%,2.25,0,NA,NA,NA,NA,NA,0.125,NA,18,NA,NA,@ DAL,15,·,2.5,0.3
15,7593,Trey Sermon,RB,26.7,PIT,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs MIA,18,·,·,·
15,5938,Lil'Jordan Humphrey,WR,27.4,NYG,27.0,25,22,13.2,11.7,10.2,1,1,0,68,46,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,34,0,2,1,4,8,42,14.0,10.5,0,0,0,42,0,NA,0,0,67.6%,NA,NA,NA,0,NA,3,4,0.750,3.0,28,11.8%,1.50,0,NA,NA,NA,NA,NA,0.071,NA,42,NA,NA,vs WAS,9,·,3.2,10.0
15,10216,Kenny McIntosh,RB,25.6,SEA,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs IND,20,IR,IR,IR
15,6853,Van Jefferson,WR,29.2,TEN,69.0,63,53,5.3,4.8,4.3,1,1,1,53,31,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,43,0,1,0,5,0,43,43.0,8.6,0,0,0,43,0,NA,0,0,58.5%,NA,NA,NA,0,NA,1,5,0.200,1.0,18,17.2%,2.39,0,NA,NA,NA,NA,NA,0.056,NA,43,NA,NA,@ SF,29,Q,6.9,-1.6
15,10234,Derius Davis,WR,25.0,LAC,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,@ KC,19,OUT,OUT,OUT
15,6011,Gardner Minshew,QB,29.4,KC,34.0,34,34,-0.12,-0.12,-0.12,1,1,0,61,5,0,60.0,11,5,3,1,2,1,30.80,22,0,0,22,4.40,7.33,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,8.2%,NA,NA,NA,0,NA,1,5,NA,NA,NA,NA,NA,1,20.0%,3.20,0.0%,80.0%,7.50,NA,5,22,+4.2%,-0.31,vs LAC,31,·,·,·
15,12715,Thomas Fidone,TE,23.0,NYG,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs WAS,3,IR,IR,IR
15,12494,Kyle McCord,QB,23.0,PHI,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,vs LV,15,·,·,·
